"","Distance to Algeria","Distance to Argentina","Distance to Australia","Distance to Austria","Distance to Bangladesh","Distance to Barbados","Distance to Belgium","Distance to Benin","Distance to Bolivia","Distance to Brazil","Distance to Brunei Darussalam","Distance to Cameroon","Distance to Canada","Distance to Chile","Distance to China","Distance to Colombia","Distance to Congo, Dem. Rep.","Distance to Congo, Rep.","Distance to Costa Rica","Distance to Cote d'Ivoire","Distance to Cuba","Distance to Cyprus","Distance to Denmark","Distance to Dominican Republic","Distance to Ecuador","Distance to Egypt, Arab Rep.","Distance to El Salvador","Distance to Finland","Distance to France","Distance to Gabon","Distance to Germany","Distance to Ghana","Distance to Greece","Distance to Guatemala","Distance to Haiti","Distance to Honduras","Distance to Iceland","Distance to India","Distance to Indonesia","Distance to Iran, Islamic Rep.","Distance to Ireland","Distance to Italy","Distance to Jamaica","Distance to Japan","Distance to Jordan","Distance to Kenya","Distance to Korea, Rep.","Distance to Kuwait","Distance to Luxembourg","Distance to Malaysia","Distance to Malta","Distance to Mexico","Distance to Morocco","Distance to Nepal","Distance to Netherlands","Distance to New Zealand","Distance to Nicaragua","Distance to Nigeria","Distance to Norway","Distance to Oman","Distance to Pakistan","Distance to Panama","Distance to Paraguay","Distance to Peru","Distance to Philippines","Distance to Portugal","Distance to Qatar","Distance to Saudi Arabia","Distance to Senegal","Distance to Singapore","Distance to South Africa","Distance to Spain","Distance to Sri Lanka","Distance to Sudan","Distance to Sweden","Distance to Switzerland","Distance to Thailand","Distance to Togo","Distance to Trinidad and Tobago","Distance to Tunisia","Distance to Turkey","Distance to United Arab Emirates","Distance to United Kingdom","Distance to United States","Distance to Uruguay","Distance to Venezuela, RB","Distance to Zambia","Distance to Zimbabwe"
"Brunei Darussalam",11040.5158160621,14347.1610603531,2069.06406893823,10146.0666637544,2956.59989816541,17891.9126610665,10854.8055403076,12123.5710243224,17902.1738796288,16489.0960328781,0,10848.2309704394,10018.8960203758,14248.9596914691,1573.02395073462,17919.8071124795,9200.04779399322,10591.7908290873,17110.8265432045,12850.2854309404,16312.7971128242,8768.30595802135,10156.8458501604,17157.2345286806,17002.8055435237,8505.43065945558,16550.6087656669,9174.10844370742,10775.9080068973,11078.8841549594,10239.5656838127,12482.6774298319,9338.7327980086,16206.6394703623,17097.0030011825,16551.0727309683,11128.329530951,2245.21280095362,44.2280667846629,5925.8067460296,11475.3223790744,10158.8336122049,17035.9957881293,2324.30207285175,8309.83638189853,8009.44655457893,3330.78812940951,7392.56793904454,10865.7155951927,0,10568.2167084023,13123.9550302944,12038.1737548486,3674.23939610554,10707.9801902274,7380.71204214526,16820.1091821461,10934.2494378406,9253.26913970194,6152.86836299886,5055.93526520769,17466.3523132688,17222.7099048446,18187.8370253339,378.518794729273,12113.9376811406,7028.0784001502,6573.6388154349,13699.4400660019,1174.57701968872,9330.33586888292,11345.7530634445,3574.0961190243,8321.85251256485,9536.99300367101,10664.7172443038,1338.20513715762,12392.0897893977,18162.9415062025,10850.9552047639,7872.52790857927,6550.32927860757,10871.1134100471,7431.24840744028,16417.2440039075,18007.5201730927,9064.8508657547,9219.82973448162
"Cameroon",1101.12517206497,7507.91243310849,10778.0492477347,3694.3715312451,7754.004641093,7514.19852474341,4113.60053574517,672.210945657673,7667.2794210856,4986.54780209347,10848.2309704394,0,7202.06189747123,8742.81373040327,6454.7577425603,8388.66778128426,207.675967246148,0,10053.5426828541,1255.07198694933,9073.29967471484,3011.45204556393,4615.17547006618,8468.43100955878,9333.55299424224,1492.38382914012,10567.6808713362,5234.69510886349,3172.55703650649,0,3809.11864852923,829.825072337921,2628.03413523676,10599.1268622116,8815.74158525348,10065.6881419597,6112.85331963472,5746.06115768889,8765.49172314334,3891.37683264696,4710.69103738278,2617.03913430527,9302.73272802648,11292.6039650026,2782.04598707508,1988.90085607401,10975.7287995192,3754.64296316248,4095.25564222191,9240.03410370859,2519.49351328673,10367.3403969244,2622.19061482043,6948.1278447091,4241.57902149052,13838.6044524833,10065.6881419597,0,5018.17946657045,4030.57205249904,5092.2360049633,9478.42019929302,7498.33014407655,8745.47470376803,11090.9010878324,3419.20877297507,4014.89024004343,2673.2205850425,2349.73888512856,9731.22931564239,2957.12044873216,3081.47058931156,7025.5305383462,739.962483662154,4689.85990463091,3662.67315639607,8802.64534646486,770.057797465877,7656.42960691962,1955.92331869986,2927.38722199966,4075.16179077594,4361.85615565402,8293.76479930905,7653.9327161201,7565.21612129729,1640.36495984766,2378.04709384271
"Canada",4308.82822335897,7223.90159675351,10255.8257745635,4432.8268751976,7774.6990606185,3390.44656150607,3846.7436775382,6405.47045296594,5894.08974224528,4269.42008691094,10018.8960203758,7202.06189747123,0,6685.90995452896,4744.58202510398,3405.512772777,8240.61216977435,8043.81660796941,3389.94433595721,5861.79234486333,2050.14884033889,6179.82497154372,3419.37713183605,2622.13475195223,4469.04624062232,6479.5702325154,3088.2804523488,2352.85010830921,3502.88223307115,7871.09802136429,3677.26824606005,6144.57140781735,5383.09677490124,2716.0457133931,2557.22970417093,2805.60686261584,1646.59690902929,6712.59088670902,9599.32802434572,5871.4869412682,2962.33987256464,4424.73369817749,2603.17438534238,4851.10759586209,6491.5120906514,9406.28064853812,6062.50293875332,6971.65928939226,4079.52081880836,9692.6306301789,5520.8410641336,1807.73214834633,3994.43617030989,7307.30970007343,3767.43362630354,7781.97205884893,2956.51363532368,6440.4431607971,1189.75538816026,7498.81405425246,6515.3704036207,3554.87637748474,6977.35884018879,4676.87129232053,8121.21264129809,3479.98881255619,7455.24986158575,6633.57683541035,4760.27194338319,10606.2749859974,10778.4255033212,3395.45258076932,9565.65759685729,7324.41073211347,2362.39655329488,4341.27712386096,8499.92388217981,6329.8990025866,3623.37197095981,5050.780026847,5368.59153781989,7527.1884433832,2848.99453018303,0,8198.04572538446,3476.70743194924,9907.33031663454,10569.397523817
"Chile",8222.55745933248,0,7011.7087336674,10617.2438652946,15757.1156071521,3554.64771587708,10302.5359144027,8127.47899740549,0,711.329917878623,14248.9596914691,8742.81373040327,6685.90995452896,0,14084.8914446324,1468.74559385406,8665.47077843764,8632.19140793933,3188.13998139591,7128.26985847044,4182.83949388342,12160.9025328048,10843.0579463781,3892.66454104681,1726.9438813239,11134.5147378326,3950.26742147863,11624.8279761948,9635.84582218006,8527.52177234981,10486.5478621924,7602.55746993616,11164.907350843,4126.62588381417,3939.359777007,3883.55915492918,9873.17425316397,13697.4544336967,11448.6287089513,13234.8446797294,9569.6657477146,10214.797004317,3984.00570600292,13018.3802716916,12308.093092938,10563.7292435398,14321.750950941,13420.6508364046,10452.8530486124,13900.3632410134,10591.0132235799,4330.84977363876,7162.69456801073,16046.6020142635,10371.5364580497,6148.05536955794,3497.24811179056,8242.57666330761,10817.3228499973,13374.2845953406,14657.166027704,2887.16563548206,455.9963291642,0,13724.4020772591,8753.53912032763,13751.3615197215,12252.4004864635,6663.21718350822,13898.399633753,6649.09767394832,8882.70747292023,13787.2294444637,10445.6046439067,11119.9020792158,10323.0483224014,14341.7120003883,8049.89927618517,3237.50568055146,9929.50422790575,11677.5054972125,13812.1654016831,9742.92528702007,4834.48474916833,1054.91586061638,2049.86792917159,8403.94273417346,8341.49885247398
"China",5578.43537563507,14938.8358313777,3719.57882094119,4535.6649771007,94.9424617456731,12346.0412127262,5244.74896108069,7478.06633211474,14722.2246635555,12013.0541597268,1573.02395073462,6454.7577425603,4744.58202510398,14084.8914446324,0,12551.7127215772,5789.88239298658,6785.51754682602,12293.7360313336,8172.24685307188,11133.8400523434,3451.09261609866,4575.34553735199,11738.6366728617,13060.2191298629,3660.62434496153,11808.8456592469,3595.44061428879,5161.72211676063,7309.32095265778,4628.67897168332,7832.74369384297,3944.18144433868,11403.9668493527,11694.1369290927,11718.6364468403,5599.17394812618,0,1554.98424115111,1131.88131923469,5904.36492894666,4644.51750055878,11757.296598879,409.436870015133,3175.12251016219,4901.6312581076,298.38948172467,2529.72853419521,5253.37556000308,1448.61967264291,5133.76321699925,8575.73935400219,6524.9272766891,0,5115.80276030614,8048.21222516026,11941.5141491322,6482.94517357088,3709.97416586449,2074.23931721631,0,12559.9210892702,14875.5576603074,13817.053023643,531.612575598438,6507.87700318539,2491.15574823253,2439.13679624219,8633.89952447739,1956.33273499702,7806.91930001304,5758.18917695915,2093.48991395045,3963.26819258357,3969.73781092648,5054.92521623294,119.103029498254,7758.84789813213,12622.1493843462,5370.32568613841,2466.03160569081,2114.63702363676,5292.87450670536,2695.83253466746,15235.1505194301,12608.1228553274,6639.88983914811,7224.16211894468
"Colombia",6623.81014467083,1985.16899760586,12083.0194420721,8317.76202205049,15175.4895286089,1153.84779299402,7818.56180456991,7518.08071753577,728.403059464188,0,17919.8071124795,8388.66778128426,3405.512772777,1468.74559385406,12551.7127215772,0,8824.23645613376,8696.36880621299,557.085078606489,6493.93479408098,889.933081733987,10433.4446210858,8218.58088292097,575.762128617153,0,9878.8159787785,1247.12085532302,8806.19398704636,7260.61827777333,8415.31449740004,8051.3448340286,7086.84148285892,9221.42076238379,1415.05541263154,620.447071140839,941.970836032836,6838.8945820244,13647.1937029473,15529.6609156744,11220.4328697803,6952.35353341373,8100.05606076464,762.029620713842,12653.9745077792,10807.4538185496,11212.7792700193,13982.8076995231,11925.3152345088,8037.57630795858,17571.0973153038,8809.73326855516,1553.36983303768,5683.81264576381,14442.8145444041,7878.39685098881,10284.6968053354,725.875136815046,7741.93460454031,7716.83289121588,12834.9793638267,13081.4322305236,0,1923.54285812629,0,16031.6589338493,6721.16133233087,12474.0803673652,10868.8675010784,5537.63355186916,18385.8598643785,9427.30241462797,6815.23085164095,16003.4653161736,9791.56078615357,8405.1982623414,8048.70154545344,16245.8656488033,7423.35120234949,834.07257986944,8226.71320570535,9715.99564437488,12610.006820017,7172.58619565984,1641.07019730889,3152.79306326719,0,9924.02945090661,10281.1209766736
"Congo, Dem. Rep.",2157.08507665456,7328.91803698521,8702.4859796589,4598.40753034739,6544.46748419254,8190.01479189861,5089.1400595376,1665.28366098295,7675.55574726233,5201.0538322841,9200.04779399322,207.675967246148,8240.61216977435,8665.47077843764,5789.88239298658,8824.23645613376,0,0,10645.80356427,2039.35223559122,9854.76740999715,3307.77332639302,5536.63031999582,9229.01430802879,9727.11609424755,1846.00739542948,11239.0178146245,6049.95514816201,4145.57915762263,158.349282418369,4734.31349351943,1755.6157038734,3280.76555699541,11305.411902089,9579.95439307913,10757.1042879136,7118.57738629744,4590.01703018197,7107.88273287391,3438.34486696206,5737.33023576328,3523.4850785624,10045.8544220866,10140.658324321,2794.37373458172,352.258196543362,10252.5900591499,3243.51807898476,5067.12616031249,7600.0032766786,3436.56297337126,11166.8166505967,3679.59384638565,5901.22818802029,5211.9393243498,11716.7642775065,10755.1247855549,806.15182229576,5959.36140533512,2830.74712534006,4068.40941497606,10041.3848918306,7365.56873932792,8886.17931864328,9511.52340111345,4476.42721736859,3172.14477709056,1889.23632293302,3270.21115581423,8053.06176604005,962.099308289562,4129.33822239459,5406.31820072483,400.885377156528,5594.76217882054,4624.38128971404,7414.00140880449,1728.17030079129,8289.07364983955,2968.94301106968,3438.26678954734,3174.56628952131,5362.26414203383,9318.28329199609,7365.17789606839,8146.22297960434,0,242.401782505474
"Congo, Rep.",2079.88195809948,7312.39341084465,10507.2378918562,4741.35015547167,7773.9120985324,8020.37873565346,5200.2361983787,1263.79645064751,7622.67751503524,5100.77027046609,10591.7908290873,0,8043.81660796941,8632.19140793933,6785.51754682602,8696.36880621299,0,0,10494.706052067,1803.00598651386,9659.47823619448,3734.53086575764,5674.42091370587,9038.38620644771,9609.48557398809,2150.77444572858,11075.9984703455,6243.87743872253,4256.56487191964,0,4871.56880904539,1412.12312061984,3527.72682653427,11136.4367063106,9390.66604888987,10589.6141428889,7206.63850466268,5774.5112257368,8497.98229514606,4296.6218346974,5803.07532355045,3662.18923817892,9863.07473540437,11377.1715668489,3337.22435067348,1708.49610528517,11322.9390003106,4090.04150083058,5180.1981226823,8985.35743672768,3570.6845362885,10965.1215936026,3629.67887217467,7057.07039726722,5326.01275801229,13198.0827435817,10589.5564856562,525.618101578184,6088.99953448964,4014.62639905867,5183.43346991449,9894.06828557256,7339.08029835898,8818.86837593903,10884.7894187651,4419.75043131681,4176.75498328545,2930.842160607,2947.85870531043,9457.82870414816,2272.60950759627,4146.33911229824,6780.53801724646,801.331684743758,5740.33542479744,4742.06987700692,8709.47307016298,1357.40654902677,8127.09130260057,3049.16405851642,3776.83876272258,4211.01622394677,5454.92264774173,9074.38763922983,7378.44463077693,7991.87858801899,1177.30823988592,1831.36070821747
"Costa Rica",7940.65610509608,3772.07069110999,12521.1622061055,9358.548276396,15769.5188505356,2531.7776615683,8805.23964232322,9103.77716114577,2568.22043009057,1606.75450687064,17110.8265432045,10053.5426828541,3389.94433595721,3188.13998139591,12293.7360313336,557.085078606489,10645.80356427,10494.706052067,0,8142.33310133521,1164.21925808193,11583.5850985565,9111.98840054143,1489.31331313639,856.599680492499,11080.6965193163,333.310393063362,9436.80028620006,8288.92072518144,10168.1763134283,9034.89208829149,8703.24266365749,10353.2565925611,540.132724090659,1288.68433741572,252.014499052494,7505.58932113898,14439.1186650648,14779.3991517643,12257.2657339251,7911.79985496496,9179.77086825735,992.024733510161,12004.5906565015,11973.1751739823,12833.9128702544,13408.6982704716,13074.2905618719,9044.74179490579,16709.2257816328,9991.17265644576,751.623490104751,7109.22802698871,15169.0615827637,8860.32022140612,9697.50408579502,0,9346.56418026434,8301.07237195389,14038.4069097351,14113.6645365187,0,3841.82783779733,1211.84647630262,15370.403238096,7885.45281633577,13637.371940086,12067.1943435865,7078.52193851508,18266.9518608759,11348.7233140785,7923.38429192732,17092.3606090418,11317.9221378643,9209.39400234023,9112.53567229666,16452.9970574484,9004.76039811834,2327.26498702676,9430.13437121643,10811.8565339544,13789.5383600803,8089.45214928037,1520.44179741377,5022.14710067716,1011.08514596358,11817.0503817618,12200.2140607823
"Cote d'Ivoire",1226.47698730661,6002.59287285376,12840.1015411308,4286.85041997767,9637.69536429538,5594.66706893101,4436.03569881966,392.33121230086,6020.22135006104,3246.33359351372,12850.2854309404,1255.07198694933,5861.79234486333,7128.26985847044,8172.24685307188,6493.93479408098,2039.35223559122,1803.00598651386,8142.33310133521,0,7141.50917239885,4537.06442788147,5073.6626756631,6536.05611810277,7441.67338633538,3264.85966339026,8639.98672495055,5885.20669719933,3593.43761302692,1429.05762931541,4289.69742513144,0,3902.34672401628,8667.93339538109,6883.34433260465,8136.49519105674,5929.99425338411,7653.72939930078,10771.4053715746,5597.52984826885,4529.91289786936,3346.37601295203,7370.5342148803,12909.1236264982,4493.43399153139,4059.7964070964,12577.6076195227,5561.6474015633,4440.54547706214,11245.4129726714,3382.23025281985,8440.68919641246,1440.58396439396,8808.80883420307,4573.34485275607,14649.5485505352,8136.49519105674,573.507251910659,5368.00431839536,5970.92993184967,6945.62852734139,7568.33595240215,5955.19587624848,6905.67425423402,13071.772492262,2915.48260472611,5899.63492327677,4412.63869422647,442.277511181093,11775.8496677808,4130.27263292239,2803.20873100413,9031.16503318956,2702.24825632068,5232.50911850994,4094.88062775049,10730.8441289913,314.940942262238,5745.15907802919,2611.06758927396,4280.35248687672,5968.82803906956,4358.33992993373,6790.26436891708,6319.4686605682,5655.05079330295,3398.29098046582,3994.25367081762
"Cuba",6623.8821803771,4713.80850697169,13639.7644934443,7907.54250113206,14384.2693724309,1722.0828158023,7357.04853130675,8049.23199077018,3420.99971774142,2027.26794728902,16312.7971128242,9073.29967471484,2050.14884033889,4182.83949388342,11133.8400523434,889.933081733987,9854.76740999715,9659.47823619448,1164.21925808193,7141.50917239885,0,10140.4581963746,7681.37219284864,253.217500016324,2039.23518354051,9674.24861212167,932.933015591687,8034.30260887942,6837.96306850935,9291.48497403541,7588.3584294041,7662.63874720652,8908.50574415536,632.917867711054,88.3818261950403,597.800269370671,6101.72288535048,13035.3530332716,14635.7182576759,10807.5809406346,6465.56035227011,7729.86841996177,148.519614256816,11051.9222887296,10532.923598182,11732.3607414062,12406.2714586887,11627.1104226938,7595.03824723124,15961.8858476946,8569.00610410039,201.208769591322,5912.80611450638,13767.4168768998,7412.67965326866,10021.0250329261,713.679952816706,8284.26333380866,6900.43291847473,12588.488650688,12666.2163090711,1151.58175663238,4600.72310743599,2205.14361462806,14437.1971226471,6459.0519630769,12193.3570959764,10648.2029214821,6014.59062331523,17198.4400739204,11118.449433146,6478.38718357829,15644.5261938926,10062.1953353328,7808.84644045082,7661.81236090979,15174.1974993425,7946.3997253258,1719.43022650152,8034.26824423817,9361.46730196079,12348.7129366377,6650.27112551567,152.65972647663,5840.97171344248,961.943358772061,11135.1464823097,11631.4857350431
"Cyprus",2141.27882539853,11277.4795759415,10503.8735364973,1871.616673997,5167.52465945267,9338.11098183424,2687.42494781396,3872.85162748861,11091.7287981122,8348.20473624264,8768.30595802135,3011.45204556393,6179.82497154372,12160.9025328048,3451.09261609866,10433.4446210858,3307.77332639302,3734.53086575764,11583.5850985565,4537.06442788147,10140.4581963746,0,2577.02617728874,9766.06366724353,11615.0243310849,350.603847401652,11700.2904014001,2804.30671451047,2122.29836344331,4110.36508348635,2112.14372848411,4203.72477051317,394.992267098526,11508.6870390886,9982.17293243531,11247.5337934246,4497.66748645262,3438.97472102413,6994.31329760229,896.668707321449,3590.58700109992,1339.27262183959,10467.632856004,8247.32078287877,293.789738996021,3227.92487660224,7836.99523930248,1333.68382653924,2648.391622313,7352.73027280254,1609.76532084298,11055.1615365894,3089.8411292816,4308.89579710032,2738.90182937627,15801.2522695743,11248.4339990164,3002.54297994304,3045.02785755295,2308.64825471575,2537.43586168801,11211.3767729985,11208.3285184171,11311.0482745893,8455.69593762784,3414.27161757599,1900.43624327859,473.110630840911,4974.71318205514,8043.99627563914,6286.78148382664,2520.40139162677,5400.0690095377,1379.56575360819,2631.70325853726,2229.69136399273,6390.66000499905,4137.64343974024,9584.43062369067,1916.02299384492,72.8376656263281,2063.76536923572,3049.12077690289,7930.37126559049,11635.8502838638,9680.3752140608,4738.8616481296,5563.83712663462
"Denmark",1975.30367568316,10721.6359324246,12302.9804272806,668.044307915767,6575.83559809721,7399.16153838679,452.927582470008,4740.09960891689,9878.26939994823,7743.74228959852,10156.8458501604,4615.17547006618,3419.37713183605,10843.0579463781,4575.34553735199,8218.58088292097,5536.63031999582,5674.42091370587,9111.98840054143,5073.6626756631,7681.37219284864,2577.02617728874,0,7467.25393660972,9602.63427941307,2713.95262545766,9089.94527647383,576.745567433283,589.481844074739,5801.36584915659,0,4913.39625210678,1623.13151507048,8809.12008295522,7586.29239642906,8699.14355771724,1476.38726954446,4987.93925603799,8841.42218993464,2763.44305758774,933.73403558887,841.028185894231,8007.53562363968,7682.35768103402,2956.17699650587,5781.46280507855,7813.44650128484,3767.07958163571,556.618040059545,9076.09085852413,2073.25153606239,8337.77006548303,2344.87443675433,5794.97165864721,202.844385882102,14540.4856079651,8708.91018003911,4543.8380512956,116.673620918411,4610.40613736826,4562.96406607386,8925.1347609619,10402.638965262,9512.74282815187,9137.71359864723,1824.00354776719,4343.14528214002,3131.4517158042,4686.09663450338,9787.11263558175,8659.90538231556,1442.96080382308,7527.36747565298,3757.17247753988,7.32727024675284,783.819347192294,7780.22932640952,4915.51458817988,7672.44894905946,1926.37283164319,1678.33085914645,4533.34099958254,519.783463775057,5059.13138252973,11294.5825949238,7775.29765428325,7152.7564152532,7950.22966676219
"Dominican Republic",6128.05381064029,4399.48943272935,14095.1984145899,7601.34628780761,14383.8939747264,1097.73396823491,7085.60222080024,7456.80103047488,3090.11216303562,1599.24142277435,17157.2345286806,8468.43100955878,2622.13475195223,3892.66454104681,11738.6366728617,575.762128617153,9229.01430802879,9038.38620644771,1489.31331313639,6536.05611810277,253.217500016324,9766.06366724353,7467.25393660972,0,1965.19308393768,9249.80359561497,1760.79607777507,8001.20279941408,6538.76590524014,8672.01670196811,7319.01074431254,7066.96700255609,8542.88894450337,1754.76422594132,0,1254.09258149743,6036.96676289678,12886.6709135839,15996.3992517689,10508.8425222092,6211.10306345581,7396.91079006823,451.639762892716,11966.3558630234,10148.9511850267,11160.7230159727,13203.0157223078,11262.2230366645,7310.56959505722,16841.9581911413,8161.29097189934,1562.58842173509,5357.2609369274,13673.1457974871,7144.38768604393,11305.7662069242,1254.09258149743,7703.18930757392,6905.01186058473,12239.612593881,12373.0322146002,1173.37764984583,4255.58442721756,1997.75464513176,15269.4914024795,6057.55739684086,11817.1383803693,10236.4370823151,5418.61136210112,17572.5246599949,10495.5830983438,6121.06644214106,15327.9588699978,9555.38519013385,7640.98061921994,7339.55050568428,15429.2209599837,7354.58078081883,1133.67088507994,7599.52958399284,9028.06174469793,11962.2489185257,6422.04331520743,1069.57459396169,5485.82843239861,623.283977451681,10503.125172451,10996.8414408409
"Ecuador",7718.18347483359,2319.09066554602,11168.4487608096,9626.02344409056,16597.8883537245,2263.87455088938,9167.49704782089,8492.99536043812,1211.86956863373,485.657369798928,17002.8055435237,9333.55299424224,4469.04624062232,1726.9438813239,13060.2191298629,0,9727.11609424755,9609.48557398809,856.599680492499,7441.67338633538,2039.23518354051,11615.0243310849,9602.63427941307,1965.19308393768,0,10980.8717409641,1477.94956728126,10230.7906851343,8587.29097160945,9344.61021291924,9397.78839161377,8034.42934859388,10441.6765367993,1511.72434030651,1913.55745973571,1489.23924977881,8266.19775418064,15030.0267685752,14109.2115613779,12497.2370937973,8323.48602215767,9383.28979678824,1807.57256206239,12567.1291164873,11964.0410799406,12148.2404931882,13993.9535970884,13076.0423670985,9372.29847840154,16555.6680434146,9971.63881880989,1597.66140847975,6757.26464851146,15839.0349360966,9229.45908165055,8862.34855522359,1163.02341820611,8691.34380730892,9123.27461637356,13909.8494644952,14330.5407648132,647.284548011581,2477.79095949991,0,15713.4920675945,7932.32973434346,13595.7516209588,11966.1696370805,6561.69958585677,18291.4532050433,10130.5480200121,8073.47671449106,17080.0901672929,10792.3832087333,9811.43495616375,9344.32433914563,17369.9997885644,8401.41739630281,1944.92116318222,9352.72519925762,10950.4041054255,13711.6490931242,8560.5909155464,2573.97672753365,3584.62576680923,866.081498529089,10762.0995211515,11093.3205045971
"Egypt, Arab Rep.",1327.08434183228,10008.8335495778,9671.04704140954,1844.2953365242,5198.57883069287,8727.92920408968,2558.81038952833,2543.66845901707,10018.390582804,7231.65165525057,8505.43065945558,1492.38382914012,6479.5702325154,11134.5147378326,3660.62434496153,9878.8159787785,1846.00739542948,2150.77444572858,11080.6965193163,3264.85966339026,9674.24861212167,350.603847401652,2713.95262545766,9249.80359561497,10980.8717409641,0,11267.4455922874,3134.01587971778,1785.87205176798,2527.63988102046,2037.43147692874,2922.81611239803,365.192907620047,11124.5669123713,9495.72148006856,10792.8283138761,4548.7049584042,3209.96060411752,6510.83935898487,1090.10978977262,3422.21317973913,1077.01574157181,9995.3641976731,8530.77949477703,7.59922722879887,1826.07428246275,8131.3806847156,1130.11588541078,2523.49270454524,6944.39237439663,1077.46639084934,10687.367647543,2448.93084590126,4363.92620168368,2643.73174783618,14589.7056227067,10792.8283138761,1513.84724105598,3195.71846660069,1609.64345393381,2506.06709838321,10661.5549143611,9967.25917610033,10623.3477546306,8617.80814132569,2986.19786367947,1456.26511162117,13.2070094925073,3980.07570780127,7569.68167171595,4883.23376149684,2081.66516557679,4780.69842467933,0,2775.26010197846,2070.25682604469,6292.27929282338,2838.76088020885,8964.43576568494,1265.12937562983,505.527155244025,1523.75776201843,2914.24488113695,7715.93935162839,10265.7998139064,9031.28545036122,3339.28184450043,4163.36694196358
"El Salvador",8232.77758467891,4538.43586553151,12590.2625455556,9421.13424250042,15461.7993641968,3036.87929756059,8841.12871965008,9577.66919497693,3351.54569100791,2357.84577587741,16550.6087656669,10567.6808713362,3088.2804523488,3950.26742147863,11808.8456592469,1247.12085532302,11239.0178146245,11075.9984703455,333.310393063362,8639.98672495055,932.933015591687,11700.2904014001,9089.94527647383,1760.79607777507,1477.94956728126,11267.4455922874,0,9283.26805101937,8353.97913682394,10727.2896656554,9061.15351894801,9183.44221366978,10467.1235048221,0,1505.23930172684,0,7389.83219499983,14293.2142523541,14285.265167979,12288.6773658979,7941.91451796405,9264.4365055723,1118.45312956119,11464.7356863859,12098.4607233218,13293.7920836416,12874.9523018599,13168.4535322172,9089.3791916714,16150.0332512483,10156.2725780261,208.176567499579,7494.24431212551,14953.857937042,8892.89239383322,9312.45671759688,36.4374674471908,9832.58435830841,8139.66683046439,14109.2882207011,14022.0106541059,680.869983506808,4627.10287977718,2001.55924294048,14821.4514985556,8048.93803135321,13744.1597122385,12232.2190621136,7539.49214020521,17721.264991595,12091.2492776634,8042.55458177209,17062.6395654473,11670.3609936191,9119.00888236129,9191.91277795462,16009.164227553,9476.29860840786,2888.06230485863,9627.4282939633,10890.2548296627,13907.4004108532,8094.5095962605,1336.41603408882,5795.82572364859,1637.34452924314,12446.1197367278,12866.8038195071
"Finland",2695.24977271411,11579.7379347599,11328.847799305,1269.41133321776,5744.39860875243,8128.9840469545,1317.81836558023,5475.70757218794,10656.0230008286,8546.70115035832,9174.10844370742,5234.69510886349,2352.85010830921,11624.8279761948,3595.44061428879,8806.19398704636,6049.95514816201,6243.87743872253,9436.80028620006,5885.20669719933,8034.30260887942,2804.30671451047,576.745567433283,8001.20279941408,10230.7906851343,3134.01587971778,9283.26805101937,0,1441.28795139985,6436.536465092,708.37550801807,5677.53807956115,2022.30400323548,8926.41967028714,8068.40061648302,8939.44790367275,1498.26293990842,4279.95885933869,8112.39314003794,2585.60849404196,1658.38230960642,1530.11365757848,8405.43494503708,6101.01214759836,3122.1415614348,6115.72027962302,6364.31937348565,3682.87688937449,1398.68624864943,8274.1780859606,2698.72064333238,8026.65066744428,3191.09242575545,5036.73425556159,1071.44300017371,13020.694061396,8996.10319083368,5170.98583740216,0,4372.77787944834,4001.27959952895,9394.66436104713,11234.7058216764,10239.0589499843,7949.17953152951,2696.46856095008,4216.60457478435,3264.6958073345,5547.69809605927,8968.54788049227,9103.8057494114,2261.94945293336,7021.6883253695,4203.11001824257,0,1541.97817784968,6880.69446471014,5668.13060735285,8404.36654524961,2628.86566858951,1992.80741019691,4391.97411272907,1113.00558315469,4298.62062491043,12153.2018579767,8501.14519628107,7570.88861854279,8385.83979435516
"France",496.581094463528,9308.51091083409,12777.1525811691,143.823714296497,7139.60786699122,6334.37647607178,0,3273.3537259523,8692.07795742527,6344.6324581848,10775.9080068973,3172.55703650649,3502.88223307115,9635.84582218006,5161.72211676063,7260.61827777333,4145.57915762263,4256.56487191964,8288.92072518144,3593.43761302692,6837.96306850935,2122.29836344331,589.481844074739,6538.76590524014,8587.29097160945,1785.87205176798,8353.97913682394,1441.28795139985,0,4334.45626757239,0,3463.4165980324,889.004843864465,8139.41215936381,6706.41161921652,7919.07267682287,1779.14012835025,5511.37297839327,9217.22788832445,2904.99543392935,420.910141396602,0,7167.76766341231,8585.6222128247,2520.40008157834,4745.74625460074,8629.64142389308,3608.75471564998,0,9542.29878485983,733.18518526204,7682.31303074346,846.063144500457,6325.24215259916,56.6878617564321,15264.1406436417,7923.25564761572,3070.00351870254,821.889650992275,4579.36651721702,4744.64927958445,8011.37502039792,9057.15494920193,8435.42621745245,9885.75651235441,415.331198179264,4173.2731886158,2677.60974352879,3177.04420316778,10247.6706401688,7335.85904992978,0,7667.65960537326,2610.47487779293,786.099364901083,0,8368.97861751264,3463.86184224835,6602.16747838513,451.113306905525,1369.0107439801,4331.06695242493,36.9940894415094,4590.00917120333,9872.10021395935,6712.90706938925,5878.34126169691,6656.73411488252
