"","Distance to Algeria","Distance to Argentina","Distance to Australia","Distance to Austria","Distance to Bangladesh","Distance to Barbados","Distance to Belgium","Distance to Benin","Distance to Bolivia","Distance to Brazil","Distance to Brunei Darussalam","Distance to Cameroon","Distance to Canada","Distance to Chile","Distance to China","Distance to Colombia","Distance to Congo, Dem. Rep.","Distance to Congo, Rep.","Distance to Costa Rica","Distance to Cote d'Ivoire","Distance to Cuba","Distance to Cyprus","Distance to Denmark","Distance to Dominican Republic","Distance to Ecuador","Distance to Egypt, Arab Rep.","Distance to El Salvador","Distance to Finland","Distance to France","Distance to Gabon","Distance to Germany","Distance to Ghana","Distance to Greece","Distance to Guatemala","Distance to Haiti","Distance to Honduras","Distance to Iceland","Distance to India","Distance to Indonesia","Distance to Iran, Islamic Rep.","Distance to Ireland","Distance to Italy","Distance to Jamaica","Distance to Japan","Distance to Jordan","Distance to Kenya","Distance to Korea, Rep.","Distance to Kuwait","Distance to Luxembourg","Distance to Malaysia","Distance to Malta","Distance to Mexico","Distance to Morocco","Distance to Nepal","Distance to Netherlands","Distance to New Zealand","Distance to Nicaragua","Distance to Nigeria","Distance to Norway","Distance to Oman","Distance to Pakistan","Distance to Panama","Distance to Paraguay","Distance to Peru","Distance to Philippines","Distance to Portugal","Distance to Qatar","Distance to Saudi Arabia","Distance to Senegal","Distance to Singapore","Distance to South Africa","Distance to Spain","Distance to Sri Lanka","Distance to Sudan","Distance to Sweden","Distance to Switzerland","Distance to Thailand","Distance to Togo","Distance to Trinidad and Tobago","Distance to Tunisia","Distance to Turkey","Distance to United Arab Emirates","Distance to United Kingdom","Distance to United States","Distance to Uruguay","Distance to Venezuela, RB","Distance to Zambia","Distance to Zimbabwe"
"Luxembourg",1373.68952163705,10202.6451226452,12990.6081094689,318.11745119398,7237.65289406658,7120.34299057201,0,4120.20517893331,9501.36394463357,7249.72003553155,10865.7155951927,4095.25564222191,4079.52081880836,10452.8530486124,5253.37556000308,8037.57630795858,5067.12616031249,5180.1981226823,9044.74179490579,4440.54547706214,7595.03824723124,2648.391622313,556.618040059545,7310.56959505722,9372.29847840154,2523.49270454524,9089.3791916714,1398.68624864943,0,5247.3210491272,0,4284.12021997523,1490.71652676861,8855.69449250665,7470.20999507983,8664.47482902444,1995.33278162851,5614.62252862766,9421.13643713214,3156.61880393129,883.101645722212,367.044103223689,7924.78779841695,8552.20617304174,3052.84616366068,5579.20091983812,8638.62056868147,4038.68198810518,0,9694.45316623729,1617.98292339325,8393.85221621723,1721.94295602097,6428.47850505335,64.8924484673726,15387.4037813427,8670.01071095264,3945.19315702212,877.101721092088,4963.0681542341,5017.08964714766,8782.47006919021,9926.73905392159,9219.72450122384,9938.96642004382,1279.30643525632,4621.39559641155,3236.16040307775,4078.48151416943,10407.2159447554,8252.3490387037,809.078469028175,7993.78031355028,3460.56580481558,742.59955569851,224.533322916014,8463.3443194554,4286.90645509137,7387.76423042845,1372.32530691843,1769.31511143255,4797.07555526157,338.476846337836,5219.76857199428,10771.5473169417,7498.8854924621,6784.14381004166,7567.78771343757
"Malaysia",9498.03102969043,13966.4202776543,1831.76818463816,8923.99525729747,1775.65118870902,16853.0692552661,9696.33844028181,10519.280134892,17071.7660003774,15003.661355533,0,9240.03410370859,9692.6306301789,13900.3632410134,1448.61967264291,17571.0973153038,7600.0032766786,8985.35743672768,16709.2257816328,11245.4129726714,15961.8858476946,7352.73027280254,9076.09085852413,16841.9581911413,16555.6680434146,6944.39237439663,16150.0332512483,8274.1780859606,9542.29878485983,9477.89441038243,9081.56224052867,10872.5900464723,7928.26520693365,15825.7569947275,16774.9293611396,16161.8676154243,10396.8646265049,635.036844027384,0,4465.18161101485,10451.6185852625,8803.15950270811,16690.7495271566,1995.23504195018,6854.64844040163,6406.51098657044,3009.60457565017,5907.25760543727,9694.45316623729,0,9155.35971016026,12742.7100003488,10630.0387108184,2531.42405706427,9602.86497526689,7111.04200981085,16424.1244373228,9330.30115049759,8515.77777804129,4620.30315288781,3643.67265319015,17069.4474556346,16356.9987413817,17751.3528059502,53.6536751803646,10842.7401890797,5508.27811946699,5029.36796200538,12114.5271528379,3.13610399558157,8033.96139904124,10010.108811963,1965.5867341522,6735.94779995376,8695.47861654597,9431.44328061115,0,10785.0677306665,17110.9330416699,9454.02632411887,6500.03076147281,5040.47447500367,9948.47974636601,7080.36269859785,15652.13184496,17225.9404648646,7549.27130648387,7770.63770153883
"Malta",507.41046580814,9883.81548978994,12224.7223939915,1146.82398885946,6945.6647274329,7696.42208406168,1644.61073497383,2845.84353515343,9566.29177267008,6895.33392921194,10568.2167084023,2519.49351328673,5520.8410641336,10591.0132235799,5133.76321699925,8809.73326855516,3436.56297337126,3570.6845362885,9991.17265644576,3382.23025281985,8569.00610410039,1609.76532084298,2073.25153606239,8161.29097189934,9971.63881880989,1077.46639084934,10156.2725780261,2698.72064333238,733.18518526204,3718.03630499774,1270.65942363463,3103.04649124143,575.919110054057,10007.0399208775,8396.31515443369,9686.05793523247,3694.55546485324,5243.75825507378,8789.23366669177,2618.15351640571,2417.19656940798,82.0798432379659,8892.12891657515,9513.41007686148,1963.58594760904,3972.80846165319,9255.46055914187,3081.93171744715,1617.98292339325,9155.35971016026,0,9568.85940081516,1456.76121022647,6089.0446398455,1759.02751388685,16880.114394886,9686.05793523247,2451.50498824988,2490.77507634811,4079.54098044168,4342.1983380824,9590.65987850353,9790.89407428593,9670.96894401694,10130.4572074181,1867.47602557172,3626.93317184912,2039.81336371614,3517.10636450966,9843.25601158599,6604.69844325062,964.239964130444,7160.00780005664,1837.28176279888,2143.06594243359,1169.55578274231,8179.42533526684,3070.549717239,7941.52842262021,288.192416252533,1076.03847076585,3764.42799570064,1960.86450187226,6630.21544326078,10340.6443072656,8036.77474526597,5130.23340114424,5915.60532098739
"Mexico",7786.97586838054,4922.68732553295,11157.666553344,8739.80967866621,12911.1479981591,2992.48847450964,8139.65293148804,9333.80494624695,3768.38320612219,2687.34601245802,13123.9550302944,10367.3403969244,1807.73214834633,4330.84977363876,8575.73935400219,1553.36983303768,11166.8166505967,10965.1215936026,751.623490104751,8440.68919641246,201.208769591322,11055.1615365894,8337.77006548303,1562.58842173509,1597.66140847975,10687.367647543,208.176567499579,8026.65066744428,7682.31303074346,10600.7232759979,8339.8904921882,8951.42228895808,9828.34559859639,0,1309.2063044304,178.379919992874,6436.15288964063,12308.3005504321,11188.2657012519,11541.6346971636,7235.87044788256,8602.9759110737,917.88775801584,8104.39587173882,11458.7399802791,12979.4778563578,9531.51398166622,12490.0701912805,8393.85221621723,12742.7100003488,9568.85940081516,0,7158.37031677318,12761.1085214631,8188.13976530997,7080.30781618769,455.474073142366,9554.84771554776,6963.63089866568,13320.0160191835,12205.0271641962,1094.43957256376,5044.3044450611,2378.32203122974,11403.4340265913,7477.64407925968,13072.2875818992,11624.0836796898,7306.43092618901,14297.5006514329,12326.6795920212,7428.53082243172,14972.6070197815,11201.7331298725,7995.52414497388,8527.18349722059,12887.9189722077,9230.46377806798,2929.10575628431,9052.43100494817,10213.9422066883,13244.8138653413,7370.59087082821,0,6187.10230368115,1827.31207106705,12443.8488733565,12926.8345212817
"Morocco",0,6558.65415245686,13580.2720818636,1652.92909683409,8395.28675517614,4588.17201430843,1712.26983628795,2019.63910616043,6144.57362243825,3565.98308071754,12038.1737548486,2622.19061482043,3994.43617030989,7162.69456801073,6524.9272766891,5683.81264576381,3679.59384638565,3629.67887217467,7109.22802698871,1440.58396439396,5912.80611450638,3089.8411292816,2344.87443675433,5357.2609369274,6757.26464851146,2448.93084590126,7494.24431212551,3191.09242575545,846.063144500457,3478.94234219287,1609.01283428639,1722.94934269293,1975.77139555853,7483.05515197234,5683.08945286641,6986.09657449134,3185.70061262689,6727.51445294964,10251.9687258299,4063.47654274424,1757.4239038822,1021.79257172519,6185.14536362691,10344.7224695341,3423.6684935,4794.95665841604,10351.4986347346,4534.00197924854,1721.94295602097,10630.0387108184,1456.76121022647,7158.37031677318,0,7542.54059322546,1832.97322484065,16507.2920307376,6986.09657449134,2025.04861232252,2618.28098468862,5470.27896275532,5824.88251508954,6605.17122404096,6395.26179551968,6361.79469698935,11456.3224920538,203.802944507974,5063.2475830287,3443.98622736994,527.133116907095,11311.0695585936,6350.15227464302,17.0126985154364,8590.71349887536,2818.58639544961,2532.68269440538,1407.14593694446,9635.17933172986,1941.80597296043,4794.56425182741,813.067950077635,2491.8832506337,5186.75785350464,1565.53964324662,5089.30369588801,7096.06611281993,4813.31470949641,5460.3762324506,6158.00642487531
"Nepal",6577.68630106978,15477.7133978646,5765.33526175679,5674.83979243778,25.0460432809368,13603.4147111754,6426.87279438943,8084.66042100556,15555.7635777023,12770.3434325176,3674.23939610554,6948.1278447091,7307.30970007343,16046.6020142635,0,14442.8145444041,5901.22818802029,7057.07039726722,15169.0615827637,8808.80883420307,13767.4168768998,4308.89579710032,5794.97165864721,13673.1457974871,15839.0349360966,4363.92620168368,14953.857937042,5036.73425556159,6325.24215259916,7596.81427584055,5810.39441898413,8466.92529750675,4867.86467647914,14581.0808908598,13762.5475194576,14645.0363168377,7195.59003351821,0,2393.20835945208,1656.97383692322,7170.24034129344,5659.21140034635,14132.5236432681,3563.6248667935,3904.53338561521,4880.55882468004,3662.6791796458,3071.3513080287,6428.47850505335,2531.42405706427,6089.0446398455,12761.1085214631,7542.54059322546,0,6323.85050581158,11170.8944017486,14725.5645996056,6987.48367275706,5378.99270553588,2145.76698511984,557.7089242902,15104.1866212565,15467.6424912187,15696.9005416757,3446.12072234155,7627.58430766559,2832.19615389325,2564.98444243177,9452.68691328866,3232.84817626751,7714.14973800555,6843.8889664075,1948.62784163591,4378.2053094819,5484.01260558963,6189.60613521764,1259.55365007476,8382.08943745805,13870.6448463938,6360.47977731826,3390.60335321096,2370.83565259911,6685.72649842189,7223.04787929363,15561.8605183685,13981.9529600487,6590.69710072845,7146.69771725176
"Netherlands",1518.81684479731,10193.9861879907,12850.7970406792,441.576157889862,7113.66263416515,6991.3367182009,0,4263.94612720236,9413.42992364457,7256.18562501683,10707.9801902274,4241.57902149052,3767.43362630354,10371.5364580497,5115.80276030614,7878.39685098881,5211.9393243498,5326.01275801229,8860.32022140612,4573.34485275607,7412.67965326866,2738.90182937627,202.844385882102,7144.38768604393,9229.45908165055,2643.73174783618,8892.89239383322,1071.44300017371,56.6878617564321,5393.64533704391,0,4425.05915861087,1596.03608064729,8651.44829182194,7294.05914419946,8473.43647397806,1662.12982707351,5513.17286162184,9355.00199336366,3166.3620185607,664.043243836608,509.779166425091,7742.13058889987,8213.28412077704,3141.64541485711,5707.47195449375,8335.63610535274,4097.29199037322,64.8924484673726,9602.86497526689,1759.02751388685,8188.13976530997,1832.97322484065,6323.85050581158,0,15015.8759574888,8479.74237580518,4090.31429288869,504.037846653843,4997.18659801713,5012.45739566285,8614.16608662562,9889.19029324506,9098.48338780512,9691.02274659056,1286.95837678198,4680.3952088174,3324.75985312072,4156.08869451057,10315.0195759895,8395.5608416724,945.83371567914,7990.24049173026,3593.48797647958,439.121929439872,370.53246899122,8324.63048013213,4428.11776973311,7261.24829453867,1518.66852947484,1848.86548919128,4861.8274429848,134.763987410066,4996.69959640143,10766.432005668,7369.52424526271,6925.0256170155,7709.72895032871
"New Zealand",16057.4140007745,6963.04451041857,620.803544874058,15463.0981047383,10459.3347625175,12569.9626900792,15235.6759753891,14734.2587618536,9615.75117405061,9591.35833010548,7380.71204214526,13838.6044524833,7781.97205884893,6148.05536955794,8048.21222516026,10284.6968053354,11716.7642775065,13198.0827435817,9697.50408579502,14649.5485505352,10021.0250329261,15801.2522695743,14540.4856079651,11305.7662069242,8862.34855522359,14589.7056227067,9312.45671759688,13020.694061396,15264.1406436417,13412.3062250235,14844.6071911783,14641.8046886046,15892.3378373291,9104.01503719981,11043.9444059818,9404.71003977442,13175.1697816909,9221.85615042692,4282.27055022392,13082.811431058,14649.3335676513,15709.9473056005,10636.9030808137,6250.67602635599,15192.2827343261,12040.4767891574,7776.88594930037,14311.0129697786,15387.4037813427,7111.04200981085,16880.114394886,7080.30781618769,16507.2920307376,11170.8944017486,15015.8759574888,0,9553.64053734441,14399.161899188,11923.9310616253,12889.9488951978,12320.4674896567,9966.74620094891,9859.14656350864,9677.2454782353,6649.16641784405,15973.2667263877,13797.353028023,13169.909364517,15513.2097529121,8027.07303646938,8046.27939803797,15831.105150575,10120.6355054032,13666.9200851739,13219.9374151486,15654.3566212769,8555.86724388741,14734.4870812379,12357.7428576187,16807.2454095918,14958.2194800415,13373.5075396722,14161.4142073655,3557.41190558862,9291.73406718053,11031.7483499033,11381.6469150152,10753.1979203611
"Nicaragua",7733.53523585156,4079.98776470855,12624.6862020472,8992.67434738273,15317.0722575008,2544.02429430055,8426.12349578303,9071.32890964554,2867.8664970071,1830.08601250356,16820.1091821461,10065.6881419597,2956.51363532368,3497.24811179056,11941.5141491322,725.875136815046,10755.1247855549,10589.5564856562,0,8136.49519105674,713.679952816706,11248.4339990164,8708.91018003911,1254.09258149743,1163.02341820611,10792.8283138761,36.4374674471908,8996.10319083368,7923.25564761572,10234.5983646046,8651.63860057065,8677.83915054506,10015.3949305257,243.440757434367,1000.83378209999,0,7071.86580354645,14004.7311957536,14559.7028325248,11879.3843798336,7529.27561982092,8826.01342374456,629.748811758013,11702.3532770263,11643.2920598667,12785.6173066106,13103.6670718279,12728.3942491484,8670.01071095264,16424.1244373228,9686.05793523247,455.474073142366,6986.09657449134,14725.5645996056,8479.74237580518,9553.64053734441,0,9325.73186880737,7858.28105927545,13681.5613140004,13726.6222193442,164.708117600733,4138.17320934912,1502.06326572446,15073.4072677988,7576.43679787451,13298.8852627183,11764.761919026,7032.85885576775,17964.924168215,11565.0362195794,7586.45561237272,16699.2233981666,11169.4050096451,8783.82923249454,8754.9254272292,16068.0851291298,8969.7970978239,2408.14027972005,9153.64012213502,10455.2980307016,13457.4098253403,7696.13799223071,1066.50469633199,5326.49638681136,1142.35534436681,11960.3091258465,12365.1063799168
"Nigeria",596.714510808664,7066.60019670825,11388.6839015235,3625.94474383384,7792.06463946671,6795.20770721249,3952.18409115724,0,7145.98656695226,4417.66929343424,10934.2494378406,0,6440.4431607971,8242.57666330761,6482.94517357088,7741.93460454031,806.15182229576,525.618101578184,9346.56418026434,573.507251910659,8284.26333380866,3002.54297994304,4543.8380512956,7703.18930757392,8691.34380730892,1513.84724105598,9832.58435830841,5170.98583740216,3070.00351870254,412.292110198925,3729.60517937366,170.17369656416,2588.88179315387,9841.43398152161,8041.00125579614,9325.73186880737,5802.90744723791,5782.93012572077,8861.31181823471,3912.60663261773,4369.16086321131,2550.63031070369,8538.21472268321,11332.7953904039,2799.95966167126,2285.5568814974,10994.7060671994,3791.91145917194,3945.19315702212,9330.30115049759,2451.50498824988,9554.84771554776,2025.04861232252,6987.48367275706,4090.31429288869,14399.161899188,9325.73186880737,0,4901.37508445289,4069.77309952347,5130.24899966222,8784.97050173765,7033.84811274127,8149.3515626851,11159.6528215837,2859.77253467119,4053.80967501909,2695.88137362002,1592.85384473329,9881.03927937063,3483.25680393943,2639.21357887198,7118.11719609352,786.171431243984,4620.21777839832,3551.86574810853,8841.59904859196,103.066256740307,6950.70199421971,1857.86980659299,2898.07344407156,4113.49700702967,4117.60903390519,7481.29411763242,7313.87548315926,6879.47876307819,2375.55504580491,3091.30847292381
"Norway",2326.95148782559,10819.839424891,11348.9559135295,1108.10025887669,6016.63176548716,7239.74792528912,740.616357494272,5076.8993998078,9847.92887174956,7746.39923675415,9253.26913970194,5018.17946657045,1189.75538816026,10817.3228499973,3709.97416586449,7716.83289121588,5959.36140533512,6088.99953448964,8301.07237195389,5368.00431839536,6900.43291847473,3045.02785755295,116.673620918411,6905.01186058473,9123.27461637356,3195.71846660069,8139.66683046439,0,821.889650992275,6188.75807744976,334.862637077604,5236.02382067193,2105.63035296869,7782.90391181132,6958.70109354241,7797.12128778193,544.999786582859,4680.31168237903,8414.53079424874,3147.26339434556,850.033759981658,1255.08041711173,7280.68554336306,5371.32007957286,3420.13066333716,6263.9384768405,5888.17359480502,4185.1552116192,877.101721092088,8515.77777804129,2490.77507634811,6963.63089866568,2618.28098468862,5378.99270553588,504.037846653843,11923.9310616253,7858.28105927545,4901.37508445289,0,4992.2597004103,4409.52227605413,8276.45573093543,10446.5387876258,9154.24456246983,7698.46589419666,2022.65752687929,4754.73046430508,3592.88992647598,4920.46615859432,9194.23719545995,9113.65998094817,1734.8272279705,7484.68380849805,4235.46056312125,0,1142.53341106158,7069.14264478442,5239.38245053784,7511.49219795228,2305.08785862108,2154.53973134104,4948.11188134206,303.463542020949,3137.80029218305,11393.3377071552,7583.311166034,7619.34909508073,8413.66660635539
"Oman",4169.67679352941,12443.4812107348,7602.0316158899,4154.02394905141,2883.47465875847,11711.4906307179,4986.78831847535,5241.72949884215,12644.2129130355,9924.28592466356,6152.86836299886,4030.57205249904,7498.81405425246,13374.2845953406,2074.23931721631,12834.9793638267,2830.74712534006,4014.62639905867,14038.4069097351,5970.92993184967,12588.488650688,2308.64825471575,4610.40613736826,12239.612593881,13909.8494644952,1609.64345393381,14109.2882207011,4372.77787944834,4579.36651721702,4555.75136721579,4416.86577376922,5621.90520785594,2875.15880836129,13868.5155725625,12442.516188606,13677.6533739592,6440.9739616058,866.874143754723,4213.26415244945,56.818205192561,5878.92694469863,3801.95286676647,12917.6921791019,6469.90731328607,1768.52056471562,1860.86291874952,6487.96247706315,804.258250311993,4963.0681542341,4620.30315288781,4079.54098044168,13320.0160191835,5470.27896275532,2145.76698511984,4997.18659801713,12889.9488951978,13681.5613140004,4069.77309952347,4992.2597004103,0,338.438524141897,13685.7644795028,12452.541287075,13478.1805397086,6295.82889272531,5884.53770891047,409.548253303441,0,6783.24273385544,5277.05038187612,4929.08110992084,4999.31863223474,2539.9141600378,1415.61651188203,4537.04231491635,4597.8141998657,3930.14858973353,5530.92228944389,11933.7564078146,4293.28309447576,1621.73462175697,0,5349.42400115387,8862.73300306226,12492.2997346159,11967.0199392364,3638.07354048545,4300.90376252843
"Pakistan",4863.71724596987,13600.8604953498,6915.88962085408,4214.76530376005,1411.27630316862,12047.857012046,5032.12822991605,6223.65822634071,13689.9563890409,10904.249482948,5055.93526520769,5092.2360049633,6515.3704036207,14657.166027704,0,13081.4322305236,4068.40941497606,5183.43346991449,14113.6645365187,6945.62852734139,12666.2163090711,2537.43586168801,4562.96406607386,12373.0322146002,14330.5407648132,2506.06709838321,14022.0106541059,4001.27959952895,4744.64927958445,5722.25906036806,4448.51012250949,6603.47992236016,3112.51333018693,13660.8122747317,12542.9102393922,13680.4258366668,6170.35072644638,0,3296.52950991229,0,5897.94320764352,3990.01939436518,12995.7291952025,4623.94479874717,2070.45848561836,3152.97817184911,4380.54348242473,1207.20478446117,5017.08964714766,3643.67265319015,4342.1983380824,12205.0271641962,5824.88251508954,557.7089242902,5012.45739566285,12320.4674896567,13726.6222193442,5130.24899966222,4409.52227605413,338.438524141897,0,13843.248460005,13594.3511948221,14045.6729411355,4638.01593409695,6053.01429179399,1004.16702258781,700.016998439985,7597.35591474014,4337.31814501677,6197.75810541513,5198.413233002,1871.77629718193,2502.49778851039,4442.60894944961,4693.28246444477,2649.79727398033,6519.60380280575,12299.794241024,4639.61357118784,1695.07762301828,522.931599384382,5371.96378198741,7242.44701316976,13703.857419667,12408.5232926213,4929.2930182449,5578.22356684157
"Panama",7474.27944479373,3455.28050335956,12527.7073789401,9072.94294358647,15782.4889248994,2000.31124566723,8555.82600637797,8549.90095891911,2211.8882427482,1063.92181082654,17466.3523132688,9478.42019929302,3554.87637748474,2887.16563548206,12559.9210892702,0,10041.3848918306,9894.06828557256,0,7568.33595240215,1151.58175663238,11211.3767729985,8925.1347609619,1173.37764984583,647.284548011581,10661.5549143611,680.869983506808,9394.66436104713,8011.37502039792,9575.38672432429,8789.38309806798,8147.39742661611,9995.86735720588,885.751436695016,1074.67932645812,569.371963497806,7440.67899237323,14330.6129500589,15120.5607881991,11979.6381839082,7677.43097081717,8863.63762588502,927.999194941496,12325.858869148,11587.3305922294,12275.8437414585,13722.4326738129,12704.6519728538,8782.47006919021,17069.4474556346,9590.65987850353,1094.43957256376,6605.17122404096,15104.1866212565,8614.16608662562,9966.74620094891,164.708117600733,8784.97050173765,8276.45573093543,13685.7644795028,13843.248460005,0,3459.35536092319,851.328451975934,15700.8046965744,7498.65047305573,13254.6903715198,11654.4301987894,6538.09962200353,18585.2445935424,10789.0437126497,7582.77634600214,16782.9440963169,10791.5108453262,9088.66749289377,8808.7503480015,16670.9425615429,8452.33425549122,1764.81210112478,9009.37525190651,10487.4719059832,13391.8541560925,7882.48928135456,1657.98647798963,4673.82786969776,442.358228324534,11203.2006502594,11595.8482613697
"Paraguay",7458.22053976843,0,10234.7859995402,10027.7995272655,16213.4212672092,3578.22515943909,9818.21154177504,6922.39864527596,0,0,17222.7099048446,7498.33014407655,6977.35884018879,455.9963291642,14875.5576603074,1923.54285812629,7365.56873932792,7339.08029835898,3841.82783779733,5955.19587624848,4600.72310743599,11208.3285184171,10402.638965262,4255.58442721756,2477.79095949991,9967.25917610033,4627.10287977718,11234.7058216764,9057.15494920193,7248.95808020843,9926.48546873433,6410.91965187864,10385.0709667581,4824.23821240657,4309.55995325375,4491.19102469398,9737.57342840831,14164.0775160861,15459.775605615,12312.7744215393,9180.76888414656,9501.11129768862,4444.65525969075,16298.7886667772,11211.4823077738,9782.27525596202,17676.8033214464,12266.1199677285,9926.73905392159,16356.9987413817,9790.89407428593,5044.3044450611,6395.26179551968,15467.6424912187,9889.19029324506,9859.14656350864,4138.17320934912,7033.84811274127,10446.5387876258,12452.541287075,13594.3511948221,3459.35536092319,0,833.195441259912,17484.7357013578,8136.86573886929,12534.4003675055,11129.2697609358,5733.90041560468,16384.0633779786,6924.11762265578,8254.01908689654,14742.0432777276,9188.36241080194,10666.3285965722,9738.56938308735,16497.9366514832,6852.3680939216,3311.21351229721,9076.37945088077,10856.3659623415,12587.5552337715,9300.66175507855,5333.00087607308,285.624516671962,2285.82432187433,7925.99225812142,8172.14197727042
"Peru",7361.05989487905,555.749113141455,10664.9103646488,9444.16193151684,16512.4335407789,2092.84237717241,9033.468258352,7978.91342850746,0,0,18187.8370253339,8745.47470376803,4676.87129232053,0,13817.053023643,0,8886.17931864328,8818.86837593903,1211.84647630262,6905.67425423402,2205.14361462806,11311.0482745893,9512.74282815187,1997.75464513176,0,10623.3477546306,2001.55924294048,10239.0589499843,8435.42621745245,8633.26212922811,9253.98556218161,7494.91839806327,10177.4059568396,2179.65906725008,2005.26656632606,1865.96524331682,8270.28144945303,14883.9112000489,15068.224815486,12258.8386072838,8226.05470708757,9180.77570634751,1975.97311853531,13647.6608539639,11617.3094154191,11346.3753931929,15052.8572017079,12735.2389726525,9219.72450122384,17751.3528059502,9670.96894401694,2378.32203122974,6361.79469698935,15696.9005416757,9098.48338780512,9677.2454782353,1502.06326572446,8149.3515626851,9154.24456246983,13478.1805397086,14045.6729411355,851.328451975934,833.195441259912,0,16922.4154801098,7675.02844115043,13227.0670320878,11596.3595523768,6102.8107097818,18009.7822638946,8711.98436434811,7813.64581155195,16464.3744553567,10288.8348095587,9752.24234780703,9154.07370798439,17683.199481347,7890.05317697529,1758.72297254937,9034.52368561348,10692.0322852001,13332.8632277846,8450.02605988828,2807.65735740664,1821.29615581692,559.088883972103,9608.92241087018,9882.47251915689
"Philippines",10543.7766942064,14400.4906033312,1938.24869404217,9333.13056812539,2911.54915387471,16222.3677041479,9898.64655759859,12344.6402985476,17636.7961364541,16753.5218977487,378.518794729273,11090.9010878324,8121.21264129809,13724.4020772591,531.612575598438,16031.6589338493,9511.52340111345,10884.7894187651,15370.403238096,13071.772492262,14437.1971226471,8455.69593762784,9137.71359864723,15269.4914024795,15713.4920675945,8617.80814132569,14821.4514985556,7949.17953152951,9885.75651235441,11386.6189274162,9249.33906308413,12722.6624849505,8920.49174967972,14436.8706238606,15202.9212203415,14795.437320953,9674.26785055351,2545.09823268185,189.903312971975,5910.5214203005,10290.2539812983,9612.277684999,15143.6175291237,425.015755951104,8131.44743748154,8315.85668459849,1437.71757451883,7337.18139759087,9938.96642004382,53.6536751803646,10130.4572074181,11403.4340265913,11456.3224920538,3446.12072234155,9691.02274659056,6649.16641784405,15073.4072677988,11159.6528215837,7698.46589419666,6295.82889272531,4638.01593409695,15700.8046965744,17484.7357013578,16922.4154801098,0,11273.6948455861,7089.46434578109,6730.98382716283,13644.6766088462,1609.69965868886,9807.50025361083,10602.97148349,3872.25033380991,8519.3100719905,8211.65785827235,9852.01373269194,1445.1181139479,12624.19294908,16461.4135574016,10345.0380950639,7477.04985880337,6616.58191187587,9608.76548085521,5576.25487061299,16653.6746588363,16107.9734867928,9452.03368357401,9635.78021562761
"Portugal",520.39551484029,8381.6796763026,14080.4629802465,1396.69154373095,8459.37547766737,5650.01130216111,1214.38739498963,2927.2976733513,7790.71646265811,5421.28593203142,12113.9376811406,3419.20877297507,3479.98881255619,8753.53912032763,6507.87700318539,6721.16133233087,4476.42721736859,4419.75043131681,7885.45281633577,2915.48260472611,6459.0519630769,3414.27161757599,1824.00354776719,6057.55739684086,7932.32973434346,2986.19786367947,8048.93803135321,2696.46856095008,415.331198179264,4313.78560888945,1280.53916436823,2924.2804545712,2187.68715424216,7912.08491489669,6286.9941543845,7576.43679787451,2459.972520584,6817.82555066552,10523.9017075284,4207.35234582619,1043.56507811345,1111.57138431918,6782.11902943983,9803.24127350258,3804.18544294452,5571.16501705916,9963.33337305714,4910.07487597052,1279.30643525632,10842.7401890797,1867.47602557172,7477.64407925968,203.802944507974,7627.58430766559,1286.95837678198,15973.2667263877,7576.43679787451,2859.77253467119,2022.65752687929,5884.53770891047,6053.01429179399,7498.65047305573,8136.86573886929,7675.02844115043,11273.6948455861,0,5468.01348331442,3930.9216383898,2322.41650405249,11549.8511173833,7434.0635728523,0,8974.79168621063,3535.27182542368,2061.24325474396,1102.54749311165,9698.05512323685,2971.74773715617,5901.61032317849,1354.74655225471,2678.26995993905,5620.38756063924,902.37671330205,4614.19159375865,8946.00055468751,6018.1964327116,6247.87023729481,6983.15285914245
"Qatar",3924.38758574264,12552.6071978618,8501.06597417497,3817.15533148734,3648.50035214454,11342.8405755456,4650.52738726101,5170.61947378809,12646.6538850331,9874.30181405631,7028.0784001502,4014.89024004343,7455.24986158575,13751.3615197215,2491.15574823253,12474.0803673652,3172.14477709056,4176.75498328545,13637.371940086,5899.63492327677,12193.3570959764,1900.43624327859,4343.14528214002,11817.1383803693,13595.7516209588,1456.26511162117,13744.1597122385,4216.60457478435,4173.2731886158,4708.86626919419,4079.6491553766,5554.73038528017,2448.30284003934,13532.4477056707,12035.9738300256,13297.2454965046,6223.19135600374,1682.80278631648,5104.49273197201,191.68716312407,5551.92964887752,3390.75477542023,12520.8869948009,7178.49290270747,1333.18072731994,2478.24980562143,7020.53275614815,379.522635292034,4621.39559641155,5508.27811946699,3626.93317184912,13072.2875818992,5063.2475830287,2832.19615389325,4680.3952088174,13797.353028023,13298.8852627183,4053.80967501909,4754.73046430508,409.548253303441,1004.16702258781,13254.6903715198,12534.4003675055,13227.0670320878,7089.46434578109,5468.01348331442,0,0,6625.10716682494,6168.16080033051,5613.60739491002,4571.69720070198,3432.95046181681,1447.0073153536,4306.46120752853,4233.71529415823,4765.94513995232,5471.64127194104,11579.3675069657,3879.94949155153,1364.52942703294,40.0337194162702,5013.92763075308,8971.62176323264,12700.1131205929,11646.0082581209,4237.3247736732,4968.65398134241
