"State","Date","Population"
"NJ",2017-11-05,8885698.97260274
"NJ",2017-11-06,8885700.34246575
"NJ",2017-11-07,8885701.71232877
"NJ",2017-11-08,8885703.08219178
"NJ",2017-11-09,8885704.45205479
"NJ",2017-11-10,8885705.82191781
"NJ",2017-11-11,8885707.19178082
"NJ",2017-11-12,8885708.56164384
"NJ",2017-11-13,8885709.93150685
"NJ",2017-11-14,8885711.30136986
"NJ",2017-11-15,8885712.67123288
"NJ",2017-11-16,8885714.04109589
"NJ",2017-11-17,8885715.4109589
"NJ",2017-11-18,8885716.78082192
"NJ",2017-11-19,8885718.15068493
"NJ",2017-11-20,8885719.52054795
"NJ",2017-11-21,8885720.89041096
"NJ",2017-11-22,8885722.26027397
"NJ",2017-11-23,8885723.63013699
"NJ",2017-11-24,8885725
"NJ",2017-11-25,8885726.36986301
"NJ",2017-11-26,8885727.73972603
"NJ",2017-11-27,8885729.10958904
"NJ",2017-11-28,8885730.47945205
"NJ",2017-11-29,8885731.84931507
"NJ",2017-11-30,8885733.21917808
"NJ",2017-12-01,8885734.5890411
"NJ",2017-12-02,8885735.95890411
"NJ",2017-12-03,8885737.32876712
"NJ",2017-12-04,8885738.69863014
"NJ",2017-12-05,8885740.06849315
"NJ",2017-12-06,8885741.43835616
"NJ",2017-12-07,8885742.80821918
"NJ",2017-12-08,8885744.17808219
"NJ",2017-12-09,8885745.54794521
"NJ",2017-12-10,8885746.91780822
"NJ",2017-12-11,8885748.28767123
"NJ",2017-12-12,8885749.65753425
"NJ",2017-12-13,8885751.02739726
"NJ",2017-12-14,8885752.39726027
"NJ",2017-12-15,8885753.76712329
"NJ",2017-12-16,8885755.1369863
"NJ",2017-12-17,8885756.50684932
"NJ",2017-12-18,8885757.87671233
"NJ",2017-12-19,8885759.24657534
"NJ",2017-12-20,8885760.61643836
"NJ",2017-12-21,8885761.98630137
"NJ",2017-12-22,8885763.35616438
"NJ",2017-12-23,8885764.7260274
"NJ",2017-12-24,8885766.09589041
"NJ",2017-12-25,8885767.46575342
"NJ",2017-12-26,8885768.83561644
"NJ",2017-12-27,8885770.20547945
"NJ",2017-12-28,8885771.57534247
"NJ",2017-12-29,8885772.94520548
"NJ",2017-12-30,8885774.31506849
"NJ",2017-12-31,8885775.68493151
"NJ",2018-01-01,8885777.05479452
"NJ",2018-01-02,8885778.42465753
"NJ",2018-01-03,8885779.79452055
"NJ",2018-01-04,8885781.16438356
"NJ",2018-01-05,8885782.53424658
"NJ",2018-01-06,8885783.90410959
"NJ",2018-01-07,8885785.2739726
"NJ",2018-01-08,8885786.64383562
"NJ",2018-01-09,8885788.01369863
"NJ",2018-01-10,8885789.38356164
"NJ",2018-01-11,8885790.75342466
"NJ",2018-01-12,8885792.12328767
"NJ",2018-01-13,8885793.49315068
"NJ",2018-01-14,8885794.8630137
"NJ",2018-01-15,8885796.23287671
"NJ",2018-01-16,8885797.60273973
"NJ",2018-01-17,8885798.97260274
"NJ",2018-01-18,8885800.34246575
"NJ",2018-01-19,8885801.71232877
"NJ",2018-01-20,8885803.08219178
"NJ",2018-01-21,8885804.45205479
"NJ",2018-01-22,8885805.82191781
"NJ",2018-01-23,8885807.19178082
"NJ",2018-01-24,8885808.56164384
"NJ",2018-01-25,8885809.93150685
"NJ",2018-01-26,8885811.30136986
"NJ",2018-01-27,8885812.67123288
"NJ",2018-01-28,8885814.04109589
"NJ",2018-01-29,8885815.4109589
"NJ",2018-01-30,8885816.78082192
"NJ",2018-01-31,8885818.15068493
"NJ",2018-02-01,8885819.52054795
"NJ",2018-02-02,8885820.89041096
"NJ",2018-02-03,8885822.26027397
"NJ",2018-02-04,8885823.63013699
"NJ",2018-02-05,8885825
"NJ",2018-02-06,8885826.36986301
"NJ",2018-02-07,8885827.73972603
"NJ",2018-02-08,8885829.10958904
"NJ",2018-02-09,8885830.47945205
"NJ",2018-02-10,8885831.84931507
"NJ",2018-02-11,8885833.21917808
"NJ",2018-02-12,8885834.5890411
"NJ",2018-02-13,8885835.95890411
"NJ",2018-02-14,8885837.32876712
"NJ",2018-02-15,8885838.69863014
"NJ",2018-02-16,8885840.06849315
"NJ",2018-02-17,8885841.43835616
"NJ",2018-02-18,8885842.80821918
"NJ",2018-02-19,8885844.17808219
"NJ",2018-02-20,8885845.54794521
"NJ",2018-02-21,8885846.91780822
"NJ",2018-02-22,8885848.28767123
"NJ",2018-02-23,8885849.65753425
"NJ",2018-02-24,8885851.02739726
"NJ",2018-02-25,8885852.39726027
"NJ",2018-02-26,8885853.76712329
"NJ",2018-02-27,8885855.1369863
"NJ",2018-02-28,8885856.50684932
"NJ",2018-03-01,8885857.87671233
"NJ",2018-03-02,8885859.24657534
"NJ",2018-03-03,8885860.61643836
"NJ",2018-03-04,8885861.98630137
"NJ",2018-03-05,8885863.35616438
"NJ",2018-03-06,8885864.7260274
"NJ",2018-03-07,8885866.09589041
"NJ",2018-03-08,8885867.46575342
"NJ",2018-03-09,8885868.83561644
"NJ",2018-03-10,8885870.20547945
"NJ",2018-03-11,8885871.57534247
"NJ",2018-03-12,8885872.94520548
"NJ",2018-03-13,8885874.31506849
"NJ",2018-03-14,8885875.68493151
"NJ",2018-03-15,8885877.05479452
"NJ",2018-03-16,8885878.42465753
"NJ",2018-03-17,8885879.79452055
"NJ",2018-03-18,8885881.16438356
"NJ",2018-03-19,8885882.53424658
"NJ",2018-03-20,8885883.90410959
"NJ",2018-03-21,8885885.2739726
"NJ",2018-03-22,8885886.64383562
"NJ",2018-03-23,8885888.01369863
"NJ",2018-03-24,8885889.38356164
"NJ",2018-03-25,8885890.75342466
"NJ",2018-03-26,8885892.12328767
"NJ",2018-03-27,8885893.49315068
"NJ",2018-03-28,8885894.8630137
"NJ",2018-03-29,8885896.23287671
"NJ",2018-03-30,8885897.60273973
"NJ",2018-03-31,8885898.97260274
"NJ",2018-04-01,8885900.34246575
"NJ",2018-04-02,8885901.71232877
"NJ",2018-04-03,8885903.08219178
"NJ",2018-04-04,8885904.45205479
"NJ",2018-04-05,8885905.82191781
"NJ",2018-04-06,8885907.19178082
"NJ",2018-04-07,8885908.56164384
"NJ",2018-04-08,8885909.93150685
"NJ",2018-04-09,8885911.30136986
"NJ",2018-04-10,8885912.67123288
"NJ",2018-04-11,8885914.04109589
"NJ",2018-04-12,8885915.4109589
"NJ",2018-04-13,8885916.78082192
"NJ",2018-04-14,8885918.15068493
"NJ",2018-04-15,8885919.52054795
"NJ",2018-04-16,8885920.89041096
"NJ",2018-04-17,8885922.26027397
"NJ",2018-04-18,8885923.63013699
"NJ",2018-04-19,8885925
"NJ",2018-04-20,8885926.36986301
"NJ",2018-04-21,8885927.73972603
"NJ",2018-04-22,8885929.10958904
"NJ",2018-04-23,8885930.47945205
"NJ",2018-04-24,8885931.84931507
"NJ",2018-04-25,8885933.21917808
"NJ",2018-04-26,8885934.5890411
"NJ",2018-04-27,8885935.95890411
"NJ",2018-04-28,8885937.32876712
"NJ",2018-04-29,8885938.69863014
"NJ",2018-04-30,8885940.06849315
"NJ",2018-05-01,8885941.43835616
"NJ",2018-05-02,8885942.80821918
"NJ",2018-05-03,8885944.17808219
"NJ",2018-05-04,8885945.54794521
"NJ",2018-05-05,8885946.91780822
"NJ",2018-05-06,8885948.28767123
"NJ",2018-05-07,8885949.65753425
"NJ",2018-05-08,8885951.02739726
"NJ",2018-05-09,8885952.39726027
"NJ",2018-05-10,8885953.76712329
"NJ",2018-05-11,8885955.1369863
"NJ",2018-05-12,8885956.50684932
"NJ",2018-05-13,8885957.87671233
"NJ",2018-05-14,8885959.24657534
"NJ",2018-05-15,8885960.61643836
"NJ",2018-05-16,8885961.98630137
"NJ",2018-05-17,8885963.35616438
"NJ",2018-05-18,8885964.7260274
"NJ",2018-05-19,8885966.09589041
"NJ",2018-05-20,8885967.46575342
"NJ",2018-05-21,8885968.83561644
"NJ",2018-05-22,8885970.20547945
"NJ",2018-05-23,8885971.57534247
"NJ",2018-05-24,8885972.94520548
"NJ",2018-05-25,8885974.31506849
"NJ",2018-05-26,8885975.68493151
"NJ",2018-05-27,8885977.05479452
"NJ",2018-05-28,8885978.42465753
"NJ",2018-05-29,8885979.79452055
"NJ",2018-05-30,8885981.16438356
"NJ",2018-05-31,8885982.53424658
"NJ",2018-06-01,8885983.90410959
"NJ",2018-06-02,8885985.2739726
"NJ",2018-06-03,8885986.64383562
"NJ",2018-06-04,8885988.01369863
"NJ",2018-06-05,8885989.38356164
"NJ",2018-06-06,8885990.75342466
"NJ",2018-06-07,8885992.12328767
"NJ",2018-06-08,8885993.49315068
"NJ",2018-06-09,8885994.8630137
"NJ",2018-06-10,8885996.23287671
"NJ",2018-06-11,8885997.60273973
"NJ",2018-06-12,8885998.97260274
"NJ",2018-06-13,8886000.34246575
"NJ",2018-06-14,8886001.71232877
"NJ",2018-06-15,8886003.08219178
"NJ",2018-06-16,8886004.45205479
"NJ",2018-06-17,8886005.82191781
"NJ",2018-06-18,8886007.19178082
"NJ",2018-06-19,8886008.56164384
"NJ",2018-06-20,8886009.93150685
"NJ",2018-06-21,8886011.30136986
"NJ",2018-06-22,8886012.67123288
"NJ",2018-06-23,8886014.04109589
"NJ",2018-06-24,8886015.4109589
"NJ",2018-06-25,8886016.78082192
"NJ",2018-06-26,8886018.15068493
"NJ",2018-06-27,8886019.52054795
"NJ",2018-06-28,8886020.89041096
"NJ",2018-06-29,8886022.26027397
"NJ",2018-06-30,8886023.63013699
"NJ",2018-07-01,8886025
"NJ",2018-07-02,8886014.49315068
"NJ",2018-07-03,8886003.98630137
"NJ",2018-07-04,8885993.47945205
"NJ",2018-07-05,8885982.97260274
"NJ",2018-07-06,8885972.46575342
"NJ",2018-07-07,8885961.95890411
"NJ",2018-07-08,8885951.45205479
"NJ",2018-07-09,8885940.94520548
"NJ",2018-07-10,8885930.43835616
"NJ",2018-07-11,8885919.93150685
"NJ",2018-07-12,8885909.42465753
"NJ",2018-07-13,8885898.91780822
"NJ",2018-07-14,8885888.4109589
"NJ",2018-07-15,8885877.90410959
"NJ",2018-07-16,8885867.39726027
"NJ",2018-07-17,8885856.89041096
"NJ",2018-07-18,8885846.38356164
"NJ",2018-07-19,8885835.87671233
"NJ",2018-07-20,8885825.36986301
"NJ",2018-07-21,8885814.8630137
"NJ",2018-07-22,8885804.35616438
"NJ",2018-07-23,8885793.84931507
"NJ",2018-07-24,8885783.34246575
"NJ",2018-07-25,8885772.83561644
"NJ",2018-07-26,8885762.32876712
"NJ",2018-07-27,8885751.82191781
"NJ",2018-07-28,8885741.31506849
"NJ",2018-07-29,8885730.80821918
"NJ",2018-07-30,8885720.30136986
"NJ",2018-07-31,8885709.79452055
"NJ",2018-08-01,8885699.28767123
"NJ",2018-08-02,8885688.78082192
"NJ",2018-08-03,8885678.2739726
"NJ",2018-08-04,8885667.76712329
"NJ",2018-08-05,8885657.26027397
"NJ",2018-08-06,8885646.75342466
"NJ",2018-08-07,8885636.24657534
"NJ",2018-08-08,8885625.73972603
"NJ",2018-08-09,8885615.23287671
"NJ",2018-08-10,8885604.7260274
"NJ",2018-08-11,8885594.21917808
"NJ",2018-08-12,8885583.71232877
"NJ",2018-08-13,8885573.20547945
"NJ",2018-08-14,8885562.69863014
"NJ",2018-08-15,8885552.19178082
"NJ",2018-08-16,8885541.68493151
"NJ",2018-08-17,8885531.17808219
"NJ",2018-08-18,8885520.67123288
"NJ",2018-08-19,8885510.16438356
"NJ",2018-08-20,8885499.65753425
"NJ",2018-08-21,8885489.15068493
"NJ",2018-08-22,8885478.64383562
"NJ",2018-08-23,8885468.1369863
"NJ",2018-08-24,8885457.63013699
"NJ",2018-08-25,8885447.12328767
"NJ",2018-08-26,8885436.61643836
"NJ",2018-08-27,8885426.10958904
"NJ",2018-08-28,8885415.60273973
"NJ",2018-08-29,8885405.09589041
"NJ",2018-08-30,8885394.5890411
"NJ",2018-08-31,8885384.08219178
"NJ",2018-09-01,8885373.57534247
"NJ",2018-09-02,8885363.06849315
"NJ",2018-09-03,8885352.56164384
"NJ",2018-09-04,8885342.05479452
"NJ",2018-09-05,8885331.54794521
"NJ",2018-09-06,8885321.04109589
"NJ",2018-09-07,8885310.53424658
"NJ",2018-09-08,8885300.02739726
"NJ",2018-09-09,8885289.52054795
"NJ",2018-09-10,8885279.01369863
"NJ",2018-09-11,8885268.50684932
"NJ",2018-09-12,8885258
"NJ",2018-09-13,8885247.49315068
"NJ",2018-09-14,8885236.98630137
"NJ",2018-09-15,8885226.47945205
"NJ",2018-09-16,8885215.97260274
"NJ",2018-09-17,8885205.46575342
"NJ",2018-09-18,8885194.95890411
"NJ",2018-09-19,8885184.45205479
"NJ",2018-09-20,8885173.94520548
"NJ",2018-09-21,8885163.43835616
"NJ",2018-09-22,8885152.93150685
"NJ",2018-09-23,8885142.42465753
"NJ",2018-09-24,8885131.91780822
"NJ",2018-09-25,8885121.4109589
"NJ",2018-09-26,8885110.90410959
"NJ",2018-09-27,8885100.39726027
"NJ",2018-09-28,8885089.89041096
"NJ",2018-09-29,8885079.38356164
"NJ",2018-09-30,8885068.87671233
"NJ",2018-10-01,8885058.36986301
"NJ",2018-10-02,8885047.8630137
"NJ",2018-10-03,8885037.35616438
"NJ",2018-10-04,8885026.84931507
"NJ",2018-10-05,8885016.34246575
"NJ",2018-10-06,8885005.83561644
"NJ",2018-10-07,8884995.32876712
"NJ",2018-10-08,8884984.82191781
"NJ",2018-10-09,8884974.31506849
"NJ",2018-10-10,8884963.80821918
"NJ",2018-10-11,8884953.30136986
"NJ",2018-10-12,8884942.79452055
"NJ",2018-10-13,8884932.28767123
"NJ",2018-10-14,8884921.78082192
"NJ",2018-10-15,8884911.2739726
"NJ",2018-10-16,8884900.76712329
"NJ",2018-10-17,8884890.26027397
"NJ",2018-10-18,8884879.75342466
"NJ",2018-10-19,8884869.24657534
"NJ",2018-10-20,8884858.73972603
"NJ",2018-10-21,8884848.23287671
"NJ",2018-10-22,8884837.7260274
"NJ",2018-10-23,8884827.21917808
"NJ",2018-10-24,8884816.71232877
"NJ",2018-10-25,8884806.20547945
"NJ",2018-10-26,8884795.69863014
"NJ",2018-10-27,8884785.19178082
"NJ",2018-10-28,8884774.68493151
"NJ",2018-10-29,8884764.17808219
"NJ",2018-10-30,8884753.67123288
"NJ",2018-10-31,8884743.16438356
"NJ",2018-11-01,8884732.65753425
"NJ",2018-11-02,8884722.15068493
"NJ",2018-11-03,8884711.64383562
"NJ",2018-11-04,8884701.1369863
"NJ",2018-11-05,8884690.63013699
"NJ",2018-11-06,8884680.12328767
"NJ",2018-11-07,8884669.61643836
"NJ",2018-11-08,8884659.10958904
"NJ",2018-11-09,8884648.60273973
"NJ",2018-11-10,8884638.09589041
"NJ",2018-11-11,8884627.5890411
"NJ",2018-11-12,8884617.08219178
"NJ",2018-11-13,8884606.57534247
"NJ",2018-11-14,8884596.06849315
"NJ",2018-11-15,8884585.56164384
"NJ",2018-11-16,8884575.05479452
"NJ",2018-11-17,8884564.54794521
"NJ",2018-11-18,8884554.04109589
"NJ",2018-11-19,8884543.53424658
"NJ",2018-11-20,8884533.02739726
"NJ",2018-11-21,8884522.52054795
"NJ",2018-11-22,8884512.01369863
"NJ",2018-11-23,8884501.50684932
"NJ",2018-11-24,8884491
"NJ",2018-11-25,8884480.49315068
"NJ",2018-11-26,8884469.98630137
"NJ",2018-11-27,8884459.47945205
"NJ",2018-11-28,8884448.97260274
"NJ",2018-11-29,8884438.46575342
"NJ",2018-11-30,8884427.95890411
"NJ",2018-12-01,8884417.45205479
"NJ",2018-12-02,8884406.94520548
"NJ",2018-12-03,8884396.43835616
"NJ",2018-12-04,8884385.93150685
"NJ",2018-12-05,8884375.42465753
"NJ",2018-12-06,8884364.91780822
"NJ",2018-12-07,8884354.4109589
"NJ",2018-12-08,8884343.90410959
"NJ",2018-12-09,8884333.39726027
"NJ",2018-12-10,8884322.89041096
"NJ",2018-12-11,8884312.38356164
"NJ",2018-12-12,8884301.87671233
"NJ",2018-12-13,8884291.36986301
"NJ",2018-12-14,8884280.8630137
"NJ",2018-12-15,8884270.35616438
"NJ",2018-12-16,8884259.84931507
"NJ",2018-12-17,8884249.34246575
"NJ",2018-12-18,8884238.83561644
"NJ",2018-12-19,8884228.32876712
"NJ",2018-12-20,8884217.82191781
"NJ",2018-12-21,8884207.31506849
"NJ",2018-12-22,8884196.80821918
"NJ",2018-12-23,8884186.30136986
"NJ",2018-12-24,8884175.79452055
"NJ",2018-12-25,8884165.28767123
"NJ",2018-12-26,8884154.78082192
"NJ",2018-12-27,8884144.2739726
"NJ",2018-12-28,8884133.76712329
"NJ",2018-12-29,8884123.26027397
"NJ",2018-12-30,8884112.75342466
"NJ",2018-12-31,8884102.24657534
"NJ",2019-01-01,8884091.73972603
"NJ",2019-01-02,8884081.23287671
"NJ",2019-01-03,8884070.7260274
"NJ",2019-01-04,8884060.21917808
"NJ",2019-01-05,8884049.71232877
"NJ",2019-01-06,8884039.20547945
"NJ",2019-01-07,8884028.69863014
"NJ",2019-01-08,8884018.19178082
"NJ",2019-01-09,8884007.68493151
"NJ",2019-01-10,8883997.17808219
"NJ",2019-01-11,8883986.67123288
"NJ",2019-01-12,8883976.16438356
"NJ",2019-01-13,8883965.65753425
"NJ",2019-01-14,8883955.15068493
"NJ",2019-01-15,8883944.64383562
"NJ",2019-01-16,8883934.1369863
"NJ",2019-01-17,8883923.63013699
"NJ",2019-01-18,8883913.12328767
"NJ",2019-01-19,8883902.61643836
"NJ",2019-01-20,8883892.10958904
"NJ",2019-01-21,8883881.60273973
"NJ",2019-01-22,8883871.09589041
"NJ",2019-01-23,8883860.5890411
"NJ",2019-01-24,8883850.08219178
"NJ",2019-01-25,8883839.57534247
"NJ",2019-01-26,8883829.06849315
"NJ",2019-01-27,8883818.56164384
"NJ",2019-01-28,8883808.05479452
"NJ",2019-01-29,8883797.54794521
"NJ",2019-01-30,8883787.04109589
"NJ",2019-01-31,8883776.53424658
"NJ",2019-02-01,8883766.02739726
"NJ",2019-02-02,8883755.52054795
"NJ",2019-02-03,8883745.01369863
"NJ",2019-02-04,8883734.50684932
"NJ",2019-02-05,8883724
"NJ",2019-02-06,8883713.49315068
"NJ",2019-02-07,8883702.98630137
"NJ",2019-02-08,8883692.47945205
"NJ",2019-02-09,8883681.97260274
"NJ",2019-02-10,8883671.46575342
"NJ",2019-02-11,8883660.95890411
"NJ",2019-02-12,8883650.45205479
"NJ",2019-02-13,8883639.94520548
"NJ",2019-02-14,8883629.43835616
"NJ",2019-02-15,8883618.93150685
"NJ",2019-02-16,8883608.42465753
"NJ",2019-02-17,8883597.91780822
"NJ",2019-02-18,8883587.4109589
"NJ",2019-02-19,8883576.90410959
"NJ",2019-02-20,8883566.39726027
"NJ",2019-02-21,8883555.89041096
"NJ",2019-02-22,8883545.38356164
"NJ",2019-02-23,8883534.87671233
"NJ",2019-02-24,8883524.36986301
"NJ",2019-02-25,8883513.8630137
"NJ",2019-02-26,8883503.35616438
"NJ",2019-02-27,8883492.84931507
"NJ",2019-02-28,8883482.34246575
"NJ",2019-03-01,8883471.83561644
"NJ",2019-03-02,8883461.32876712
"NJ",2019-03-03,8883450.82191781
"NJ",2019-03-04,8883440.31506849
"NJ",2019-03-05,8883429.80821918
"NJ",2019-03-06,8883419.30136986
"NJ",2019-03-07,8883408.79452055
"NJ",2019-03-08,8883398.28767123
"NJ",2019-03-09,8883387.78082192
"NJ",2019-03-10,8883377.2739726
"NJ",2019-03-11,8883366.76712329
"NJ",2019-03-12,8883356.26027397
"NJ",2019-03-13,8883345.75342466
"NJ",2019-03-14,8883335.24657534
"NJ",2019-03-15,8883324.73972603
"NJ",2019-03-16,8883314.23287671
"NJ",2019-03-17,8883303.7260274
"NJ",2019-03-18,8883293.21917808
"NJ",2019-03-19,8883282.71232877
"NJ",2019-03-20,8883272.20547945
"NJ",2019-03-21,8883261.69863014
"NJ",2019-03-22,8883251.19178082
"NJ",2019-03-23,8883240.68493151
"NJ",2019-03-24,8883230.17808219
"NJ",2019-03-25,8883219.67123288
"NJ",2019-03-26,8883209.16438356
"NJ",2019-03-27,8883198.65753425
"NJ",2019-03-28,8883188.15068493
"NJ",2019-03-29,8883177.64383562
"NJ",2019-03-30,8883167.1369863
"NJ",2019-03-31,8883156.63013699
"NJ",2019-04-01,8883146.12328767
"NJ",2019-04-02,8883135.61643836
"NJ",2019-04-03,8883125.10958904
"NJ",2019-04-04,8883114.60273973
"NJ",2019-04-05,8883104.09589041
"NJ",2019-04-06,8883093.5890411
"NJ",2019-04-07,8883083.08219178
"NJ",2019-04-08,8883072.57534247
"NJ",2019-04-09,8883062.06849315
"NJ",2019-04-10,8883051.56164384
"NJ",2019-04-11,8883041.05479452
"NJ",2019-04-12,8883030.54794521
"NJ",2019-04-13,8883020.04109589
"NJ",2019-04-14,8883009.53424658
"NJ",2019-04-15,8882999.02739726
"NJ",2019-04-16,8882988.52054795
"NJ",2019-04-17,8882978.01369863
"NJ",2019-04-18,8882967.50684932
"NJ",2019-04-19,8882957
"NJ",2019-04-20,8882946.49315068
"NJ",2019-04-21,8882935.98630137
"NJ",2019-04-22,8882925.47945205
"NJ",2019-04-23,8882914.97260274
"NJ",2019-04-24,8882904.46575342
"NJ",2019-04-25,8882893.95890411
"NJ",2019-04-26,8882883.45205479
"NJ",2019-04-27,8882872.94520548
"NJ",2019-04-28,8882862.43835616
"NJ",2019-04-29,8882851.93150685
"NJ",2019-04-30,8882841.42465753
"NJ",2019-05-01,8882830.91780822
"NJ",2019-05-02,8882820.4109589
"NJ",2019-05-03,8882809.90410959
"NJ",2019-05-04,8882799.39726027
"NJ",2019-05-05,8882788.89041096
"NJ",2019-05-06,8882778.38356164
"NJ",2019-05-07,8882767.87671233
"NJ",2019-05-08,8882757.36986301
"NJ",2019-05-09,8882746.8630137
"NJ",2019-05-10,8882736.35616438
"NJ",2019-05-11,8882725.84931507
"NJ",2019-05-12,8882715.34246575
"NJ",2019-05-13,8882704.83561644
"NJ",2019-05-14,8882694.32876712
"NJ",2019-05-15,8882683.82191781
"NJ",2019-05-16,8882673.31506849
"NJ",2019-05-17,8882662.80821918
"NJ",2019-05-18,8882652.30136986
"NJ",2019-05-19,8882641.79452055
"NJ",2019-05-20,8882631.28767123
"NJ",2019-05-21,8882620.78082192
"NJ",2019-05-22,8882610.2739726
"NJ",2019-05-23,8882599.76712329
"NJ",2019-05-24,8882589.26027397
"NJ",2019-05-25,8882578.75342466
"NJ",2019-05-26,8882568.24657534
"NJ",2019-05-27,8882557.73972603
"NJ",2019-05-28,8882547.23287671
"NJ",2019-05-29,8882536.7260274
"NJ",2019-05-30,8882526.21917808
"NJ",2019-05-31,8882515.71232877
"NJ",2019-06-01,8882505.20547945
"NJ",2019-06-02,8882494.69863014
"NJ",2019-06-03,8882484.19178082
"NJ",2019-06-04,8882473.68493151
"NJ",2019-06-05,8882463.17808219
"NJ",2019-06-06,8882452.67123288
"NJ",2019-06-07,8882442.16438356
"NJ",2019-06-08,8882431.65753425
"NJ",2019-06-09,8882421.15068493
"NJ",2019-06-10,8882410.64383562
"NJ",2019-06-11,8882400.1369863
"NJ",2019-06-12,8882389.63013699
"NJ",2019-06-13,8882379.12328767
"NJ",2019-06-14,8882368.61643836
"NJ",2019-06-15,8882358.10958904
"NJ",2019-06-16,8882347.60273973
"NJ",2019-06-17,8882337.09589041
"NJ",2019-06-18,8882326.5890411
"NJ",2019-06-19,8882316.08219178
"NJ",2019-06-20,8882305.57534247
"NJ",2019-06-21,8882295.06849315
"NJ",2019-06-22,8882284.56164384
"NJ",2019-06-23,8882274.05479452
"NJ",2019-06-24,8882263.54794521
"NJ",2019-06-25,8882253.04109589
"NJ",2019-06-26,8882242.53424658
"NJ",2019-06-27,8882232.02739726
"NJ",2019-06-28,8882221.52054795
"NJ",2019-06-29,8882211.01369863
"NJ",2019-06-30,8882200.50684932
"NJ",2019-07-01,8882190
"NJ",2019-07-02,8882384.22857143
"NJ",2019-07-03,8882578.45714286
"NJ",2019-07-04,8882772.68571429
"NJ",2019-07-05,8882966.91428571
"NJ",2019-07-06,8883161.14285714
"NJ",2019-07-07,8883355.37142857
"NJ",2019-07-08,8883549.6
"NJ",2019-07-09,8883743.82857143
"NJ",2019-07-10,8883938.05714286
"NJ",2019-07-11,8884132.28571429
"NJ",2019-07-12,8884326.51428571
"NJ",2019-07-13,8884520.74285714
"NJ",2019-07-14,8884714.97142857
"NJ",2019-07-15,8884909.2
"NJ",2019-07-16,8885103.42857143
"NJ",2019-07-17,8885297.65714286
"NJ",2019-07-18,8885491.88571429
"NJ",2019-07-19,8885686.11428571
"NJ",2019-07-20,8885880.34285714
"NJ",2019-07-21,8886074.57142857
"NJ",2019-07-22,8886268.8
"NJ",2019-07-23,8886463.02857143
"NJ",2019-07-24,8886657.25714286
"NJ",2019-07-25,8886851.48571429
"NJ",2019-07-26,8887045.71428571
"NJ",2019-07-27,8887239.94285714
"NJ",2019-07-28,8887434.17142857
"NJ",2019-07-29,8887628.4
"NJ",2019-07-30,8887822.62857143
"NJ",2019-07-31,8888016.85714286
"NJ",2019-08-01,8888211.08571429
"NJ",2019-08-02,8888405.31428571
"NJ",2019-08-03,8888599.54285714
"NJ",2019-08-04,8888793.77142857
"NJ",2019-08-05,8888988
"NJ",2019-08-06,8889182.22857143
"NJ",2019-08-07,8889376.45714286
"NJ",2019-08-08,8889570.68571429
"NJ",2019-08-09,8889764.91428571
"NJ",2019-08-10,8889959.14285714
"NJ",2019-08-11,8890153.37142857
"NJ",2019-08-12,8890347.6
"NJ",2019-08-13,8890541.82857143
"NJ",2019-08-14,8890736.05714286
"NJ",2019-08-15,8890930.28571429
"NJ",2019-08-16,8891124.51428571
"NJ",2019-08-17,8891318.74285714
"NJ",2019-08-18,8891512.97142857
"NJ",2019-08-19,8891707.2
"NJ",2019-08-20,8891901.42857143
"NJ",2019-08-21,8892095.65714286
"NJ",2019-08-22,8892289.88571429
"NJ",2019-08-23,8892484.11428571
"NJ",2019-08-24,8892678.34285714
"NJ",2019-08-25,8892872.57142857
"NJ",2019-08-26,8893066.8
"NJ",2019-08-27,8893261.02857143
"NJ",2019-08-28,8893455.25714286
"NJ",2019-08-29,8893649.48571429
"NJ",2019-08-30,8893843.71428571
"NJ",2019-08-31,8894037.94285714
"NJ",2019-09-01,8894232.17142857
"NJ",2019-09-02,8894426.4
"NJ",2019-09-03,8894620.62857143
"NJ",2019-09-04,8894814.85714286
"NJ",2019-09-05,8895009.08571429
"NJ",2019-09-06,8895203.31428571
"NJ",2019-09-07,8895397.54285714
"NJ",2019-09-08,8895591.77142857
"NJ",2019-09-09,8895786
"NJ",2019-09-10,8895980.22857143
"NJ",2019-09-11,8896174.45714286
"NJ",2019-09-12,8896368.68571429
"NJ",2019-09-13,8896562.91428571
"NJ",2019-09-14,8896757.14285714
"NJ",2019-09-15,8896951.37142857
"NJ",2019-09-16,8897145.6
"NJ",2019-09-17,8897339.82857143
"NJ",2019-09-18,8897534.05714286
"NJ",2019-09-19,8897728.28571429
"NJ",2019-09-20,8897922.51428571
"NJ",2019-09-21,8898116.74285714
"NJ",2019-09-22,8898310.97142857
"NJ",2019-09-23,8898505.2
"NJ",2019-09-24,8898699.42857143
"NJ",2019-09-25,8898893.65714286
"NJ",2019-09-26,8899087.88571429
"NJ",2019-09-27,8899282.11428571
"NJ",2019-09-28,8899476.34285714
"NJ",2019-09-29,8899670.57142857
"NJ",2019-09-30,8899864.8
"NJ",2019-10-01,8900059.02857143
"NJ",2019-10-02,8900253.25714286
"NJ",2019-10-03,8900447.48571429
"NJ",2019-10-04,8900641.71428571
"NJ",2019-10-05,8900835.94285714
"NJ",2019-10-06,8901030.17142857
"NJ",2019-10-07,8901224.4
