"State","Date","Population"
"KY",2019-01-26,4464886.36986301
"KY",2019-01-27,4464904.23287671
"KY",2019-01-28,4464922.09589041
"KY",2019-01-29,4464939.95890411
"KY",2019-01-30,4464957.82191781
"KY",2019-01-31,4464975.68493151
"KY",2019-02-01,4464993.54794521
"KY",2019-02-02,4465011.4109589
"KY",2019-02-03,4465029.2739726
"KY",2019-02-04,4465047.1369863
"KY",2019-02-05,4465065
"KY",2019-02-06,4465082.8630137
"KY",2019-02-07,4465100.7260274
"KY",2019-02-08,4465118.5890411
"KY",2019-02-09,4465136.45205479
"KY",2019-02-10,4465154.31506849
"KY",2019-02-11,4465172.17808219
"KY",2019-02-12,4465190.04109589
"KY",2019-02-13,4465207.90410959
"KY",2019-02-14,4465225.76712329
"KY",2019-02-15,4465243.63013699
"KY",2019-02-16,4465261.49315068
"KY",2019-02-17,4465279.35616438
"KY",2019-02-18,4465297.21917808
"KY",2019-02-19,4465315.08219178
"KY",2019-02-20,4465332.94520548
"KY",2019-02-21,4465350.80821918
"KY",2019-02-22,4465368.67123288
"KY",2019-02-23,4465386.53424658
"KY",2019-02-24,4465404.39726027
"KY",2019-02-25,4465422.26027397
"KY",2019-02-26,4465440.12328767
"KY",2019-02-27,4465457.98630137
"KY",2019-02-28,4465475.84931507
"KY",2019-03-01,4465493.71232877
"KY",2019-03-02,4465511.57534247
"KY",2019-03-03,4465529.43835616
"KY",2019-03-04,4465547.30136986
"KY",2019-03-05,4465565.16438356
"KY",2019-03-06,4465583.02739726
"KY",2019-03-07,4465600.89041096
"KY",2019-03-08,4465618.75342466
"KY",2019-03-09,4465636.61643836
"KY",2019-03-10,4465654.47945205
"KY",2019-03-11,4465672.34246575
"KY",2019-03-12,4465690.20547945
"KY",2019-03-13,4465708.06849315
"KY",2019-03-14,4465725.93150685
"KY",2019-03-15,4465743.79452055
"KY",2019-03-16,4465761.65753425
"KY",2019-03-17,4465779.52054795
"KY",2019-03-18,4465797.38356164
"KY",2019-03-19,4465815.24657534
"KY",2019-03-20,4465833.10958904
"KY",2019-03-21,4465850.97260274
"KY",2019-03-22,4465868.83561644
"KY",2019-03-23,4465886.69863014
"KY",2019-03-24,4465904.56164384
"KY",2019-03-25,4465922.42465753
"KY",2019-03-26,4465940.28767123
"KY",2019-03-27,4465958.15068493
"KY",2019-03-28,4465976.01369863
"KY",2019-03-29,4465993.87671233
"KY",2019-03-30,4466011.73972603
"KY",2019-03-31,4466029.60273973
"KY",2019-04-01,4466047.46575342
"KY",2019-04-02,4466065.32876712
"KY",2019-04-03,4466083.19178082
"KY",2019-04-04,4466101.05479452
"KY",2019-04-05,4466118.91780822
"KY",2019-04-06,4466136.78082192
"KY",2019-04-07,4466154.64383562
"KY",2019-04-08,4466172.50684932
"KY",2019-04-09,4466190.36986301
"KY",2019-04-10,4466208.23287671
"KY",2019-04-11,4466226.09589041
"KY",2019-04-12,4466243.95890411
"KY",2019-04-13,4466261.82191781
"KY",2019-04-14,4466279.68493151
"KY",2019-04-15,4466297.54794521
"KY",2019-04-16,4466315.4109589
"KY",2019-04-17,4466333.2739726
"KY",2019-04-18,4466351.1369863
"KY",2019-04-19,4466369
"KY",2019-04-20,4466386.8630137
"KY",2019-04-21,4466404.7260274
"KY",2019-04-22,4466422.5890411
"KY",2019-04-23,4466440.45205479
"KY",2019-04-24,4466458.31506849
"KY",2019-04-25,4466476.17808219
"KY",2019-04-26,4466494.04109589
"KY",2019-04-27,4466511.90410959
"KY",2019-04-28,4466529.76712329
"KY",2019-04-29,4466547.63013699
"KY",2019-04-30,4466565.49315068
"KY",2019-05-01,4466583.35616438
"KY",2019-05-02,4466601.21917808
"KY",2019-05-03,4466619.08219178
"KY",2019-05-04,4466636.94520548
"KY",2019-05-05,4466654.80821918
"KY",2019-05-06,4466672.67123288
"KY",2019-05-07,4466690.53424658
"KY",2019-05-08,4466708.39726027
"KY",2019-05-09,4466726.26027397
"KY",2019-05-10,4466744.12328767
"KY",2019-05-11,4466761.98630137
"KY",2019-05-12,4466779.84931507
"KY",2019-05-13,4466797.71232877
"KY",2019-05-14,4466815.57534247
"KY",2019-05-15,4466833.43835616
"KY",2019-05-16,4466851.30136986
"KY",2019-05-17,4466869.16438356
"KY",2019-05-18,4466887.02739726
"KY",2019-05-19,4466904.89041096
"KY",2019-05-20,4466922.75342466
"KY",2019-05-21,4466940.61643836
"KY",2019-05-22,4466958.47945205
"KY",2019-05-23,4466976.34246575
"KY",2019-05-24,4466994.20547945
"KY",2019-05-25,4467012.06849315
"KY",2019-05-26,4467029.93150685
"KY",2019-05-27,4467047.79452055
"KY",2019-05-28,4467065.65753425
"KY",2019-05-29,4467083.52054795
"KY",2019-05-30,4467101.38356164
"KY",2019-05-31,4467119.24657534
"KY",2019-06-01,4467137.10958904
"KY",2019-06-02,4467154.97260274
"KY",2019-06-03,4467172.83561644
"KY",2019-06-04,4467190.69863014
"KY",2019-06-05,4467208.56164384
"KY",2019-06-06,4467226.42465753
"KY",2019-06-07,4467244.28767123
"KY",2019-06-08,4467262.15068493
"KY",2019-06-09,4467280.01369863
"KY",2019-06-10,4467297.87671233
"KY",2019-06-11,4467315.73972603
"KY",2019-06-12,4467333.60273973
"KY",2019-06-13,4467351.46575342
"KY",2019-06-14,4467369.32876712
"KY",2019-06-15,4467387.19178082
"KY",2019-06-16,4467405.05479452
"KY",2019-06-17,4467422.91780822
"KY",2019-06-18,4467440.78082192
"KY",2019-06-19,4467458.64383562
"KY",2019-06-20,4467476.50684932
"KY",2019-06-21,4467494.36986301
"KY",2019-06-22,4467512.23287671
"KY",2019-06-23,4467530.09589041
"KY",2019-06-24,4467547.95890411
"KY",2019-06-25,4467565.82191781
"KY",2019-06-26,4467583.68493151
"KY",2019-06-27,4467601.54794521
"KY",2019-06-28,4467619.4109589
"KY",2019-06-29,4467637.2739726
"KY",2019-06-30,4467655.1369863
"KY",2019-07-01,4467673
"KY",2019-07-02,4467787.35357143
"KY",2019-07-03,4467901.70714286
"KY",2019-07-04,4468016.06071429
"KY",2019-07-05,4468130.41428571
"KY",2019-07-06,4468244.76785714
"KY",2019-07-07,4468359.12142857
"KY",2019-07-08,4468473.475
"KY",2019-07-09,4468587.82857143
"KY",2019-07-10,4468702.18214286
"KY",2019-07-11,4468816.53571429
"KY",2019-07-12,4468930.88928571
"KY",2019-07-13,4469045.24285714
"KY",2019-07-14,4469159.59642857
"KY",2019-07-15,4469273.95
"KY",2019-07-16,4469388.30357143
"KY",2019-07-17,4469502.65714286
"KY",2019-07-18,4469617.01071429
"KY",2019-07-19,4469731.36428571
"KY",2019-07-20,4469845.71785714
"KY",2019-07-21,4469960.07142857
"KY",2019-07-22,4470074.425
"KY",2019-07-23,4470188.77857143
"KY",2019-07-24,4470303.13214286
"KY",2019-07-25,4470417.48571429
"KY",2019-07-26,4470531.83928571
"KY",2019-07-27,4470646.19285714
"KY",2019-07-28,4470760.54642857
"KY",2019-07-29,4470874.9
"KY",2019-07-30,4470989.25357143
"KY",2019-07-31,4471103.60714286
"KY",2019-08-01,4471217.96071429
"KY",2019-08-02,4471332.31428571
"KY",2019-08-03,4471446.66785714
"KY",2019-08-04,4471561.02142857
"KY",2019-08-05,4471675.375
"KY",2019-08-06,4471789.72857143
"KY",2019-08-07,4471904.08214286
"KY",2019-08-08,4472018.43571429
"KY",2019-08-09,4472132.78928571
"KY",2019-08-10,4472247.14285714
"KY",2019-08-11,4472361.49642857
"KY",2019-08-12,4472475.85
"KY",2019-08-13,4472590.20357143
"KY",2019-08-14,4472704.55714286
"KY",2019-08-15,4472818.91071429
"KY",2019-08-16,4472933.26428571
"KY",2019-08-17,4473047.61785714
"KY",2019-08-18,4473161.97142857
"KY",2019-08-19,4473276.325
"KY",2019-08-20,4473390.67857143
"KY",2019-08-21,4473505.03214286
"KY",2019-08-22,4473619.38571429
"KY",2019-08-23,4473733.73928571
"KY",2019-08-24,4473848.09285714
"KY",2019-08-25,4473962.44642857
"KY",2019-08-26,4474076.8
"KY",2019-08-27,4474191.15357143
"KY",2019-08-28,4474305.50714286
"KY",2019-08-29,4474419.86071429
"KY",2019-08-30,4474534.21428571
"KY",2019-08-31,4474648.56785714
"KY",2019-09-01,4474762.92142857
"KY",2019-09-02,4474877.275
"KY",2019-09-03,4474991.62857143
"KY",2019-09-04,4475105.98214286
"KY",2019-09-05,4475220.33571429
"KY",2019-09-06,4475334.68928571
"KY",2019-09-07,4475449.04285714
"KY",2019-09-08,4475563.39642857
"KY",2019-09-09,4475677.75
"KY",2019-09-10,4475792.10357143
"KY",2019-09-11,4475906.45714286
"KY",2019-09-12,4476020.81071429
"KY",2019-09-13,4476135.16428571
"KY",2019-09-14,4476249.51785714
"KY",2019-09-15,4476363.87142857
"KY",2019-09-16,4476478.225
"KY",2019-09-17,4476592.57857143
"KY",2019-09-18,4476706.93214286
"KY",2019-09-19,4476821.28571429
"KY",2019-09-20,4476935.63928571
"KY",2019-09-21,4477049.99285714
"KY",2019-09-22,4477164.34642857
"KY",2019-09-23,4477278.7
"KY",2019-09-24,4477393.05357143
"KY",2019-09-25,4477507.40714286
"KY",2019-09-26,4477621.76071429
"KY",2019-09-27,4477736.11428571
"KY",2019-09-28,4477850.46785714
"KY",2019-09-29,4477964.82142857
"KY",2019-09-30,4478079.175
"KY",2019-10-01,4478193.52857143
"KY",2019-10-02,4478307.88214286
"KY",2019-10-03,4478422.23571429
"KY",2019-10-04,4478536.58928571
"KY",2019-10-05,4478650.94285714
"KY",2019-10-06,4478765.29642857
"KY",2019-10-07,4478879.65
"KY",2019-10-08,4478994.00357143
"KY",2019-10-09,4479108.35714286
"KY",2019-10-10,4479222.71071429
"KY",2019-10-11,4479337.06428571
"KY",2019-10-12,4479451.41785714
"KY",2019-10-13,4479565.77142857
"KY",2019-10-14,4479680.125
"KY",2019-10-15,4479794.47857143
"KY",2019-10-16,4479908.83214286
"KY",2019-10-17,4480023.18571429
"KY",2019-10-18,4480137.53928571
"KY",2019-10-19,4480251.89285714
"KY",2019-10-20,4480366.24642857
"KY",2019-10-21,4480480.6
"KY",2019-10-22,4480594.95357143
"KY",2019-10-23,4480709.30714286
"KY",2019-10-24,4480823.66071429
"KY",2019-10-25,4480938.01428571
"KY",2019-10-26,4481052.36785714
"KY",2019-10-27,4481166.72142857
"KY",2019-10-28,4481281.075
"KY",2019-10-29,4481395.42857143
"KY",2019-10-30,4481509.78214286
"KY",2019-10-31,4481624.13571429
"KY",2019-11-01,4481738.48928571
"KY",2019-11-02,4481852.84285714
"KY",2019-11-03,4481967.19642857
"KY",2019-11-04,4482081.55
"KY",2019-11-05,4482195.90357143
"KY",2019-11-06,4482310.25714286
"KY",2019-11-07,4482424.61071429
"KY",2019-11-08,4482538.96428571
"KY",2019-11-09,4482653.31785714
"KY",2019-11-10,4482767.67142857
"KY",2019-11-11,4482882.025
"KY",2019-11-12,4482996.37857143
"KY",2019-11-13,4483110.73214286
"KY",2019-11-14,4483225.08571429
"KY",2019-11-15,4483339.43928571
"KY",2019-11-16,4483453.79285714
"KY",2019-11-17,4483568.14642857
"KY",2019-11-18,4483682.5
"KY",2019-11-19,4483796.85357143
"KY",2019-11-20,4483911.20714286
"KY",2019-11-21,4484025.56071429
"KY",2019-11-22,4484139.91428571
"KY",2019-11-23,4484254.26785714
"KY",2019-11-24,4484368.62142857
"KY",2019-11-25,4484482.975
"KY",2019-11-26,4484597.32857143
"KY",2019-11-27,4484711.68214286
"KY",2019-11-28,4484826.03571429
"KY",2019-11-29,4484940.38928571
"KY",2019-11-30,4485054.74285714
"KY",2019-12-01,4485169.09642857
"KY",2019-12-02,4485283.45
"KY",2019-12-03,4485397.80357143
"KY",2019-12-04,4485512.15714286
"KY",2019-12-05,4485626.51071429
"KY",2019-12-06,4485740.86428571
"KY",2019-12-07,4485855.21785714
"KY",2019-12-08,4485969.57142857
"KY",2019-12-09,4486083.925
"KY",2019-12-10,4486198.27857143
"KY",2019-12-11,4486312.63214286
"KY",2019-12-12,4486426.98571429
"KY",2019-12-13,4486541.33928571
"KY",2019-12-14,4486655.69285714
"KY",2019-12-15,4486770.04642857
"KY",2019-12-16,4486884.4
"KY",2019-12-17,4486998.75357143
"KY",2019-12-18,4487113.10714286
"KY",2019-12-19,4487227.46071429
"KY",2019-12-20,4487341.81428571
"KY",2019-12-21,4487456.16785714
"KY",2019-12-22,4487570.52142857
"KY",2019-12-23,4487684.875
"KY",2019-12-24,4487799.22857143
"KY",2019-12-25,4487913.58214286
"KY",2019-12-26,4488027.93571429
"KY",2019-12-27,4488142.28928571
"KY",2019-12-28,4488256.64285714
"KY",2019-12-29,4488370.99642857
"KY",2019-12-30,4488485.35
"KY",2019-12-31,4488599.70357143
"LA",2016-02-08,4672820.7704918
"LA",2016-02-09,4672857.67486339
"LA",2016-02-10,4672894.57923497
"LA",2016-02-11,4672931.48360656
"LA",2016-02-12,4672968.38797814
"LA",2016-02-13,4673005.29234973
"LA",2016-02-14,4673042.19672131
"LA",2016-02-15,4673079.1010929
"LA",2016-02-16,4673116.00546448
"LA",2016-02-17,4673152.90983607
"LA",2016-02-18,4673189.81420765
"LA",2016-02-19,4673226.71857923
"LA",2016-02-20,4673263.62295082
"LA",2016-02-21,4673300.5273224
"LA",2016-02-22,4673337.43169399
"LA",2016-02-23,4673374.33606557
"LA",2016-02-24,4673411.24043716
"LA",2016-02-25,4673448.14480874
"LA",2016-02-26,4673485.04918033
"LA",2016-02-27,4673521.95355191
"LA",2016-02-28,4673558.8579235
"LA",2016-02-29,4673595.76229508
"LA",2016-03-01,4673632.66666667
"LA",2016-03-02,4673669.57103825
"LA",2016-03-03,4673706.47540984
"LA",2016-03-04,4673743.37978142
"LA",2016-03-05,4673780.28415301
"LA",2016-03-06,4673817.18852459
"LA",2016-03-07,4673854.09289617
"LA",2016-03-08,4673890.99726776
"LA",2016-03-09,4673927.90163934
"LA",2016-03-10,4673964.80601093
"LA",2016-03-11,4674001.71038251
"LA",2016-03-12,4674038.6147541
"LA",2016-03-13,4674075.51912568
"LA",2016-03-14,4674112.42349727
"LA",2016-03-15,4674149.32786885
"LA",2016-03-16,4674186.23224044
"LA",2016-03-17,4674223.13661202
"LA",2016-03-18,4674260.04098361
"LA",2016-03-19,4674296.94535519
"LA",2016-03-20,4674333.84972678
"LA",2016-03-21,4674370.75409836
"LA",2016-03-22,4674407.65846995
"LA",2016-03-23,4674444.56284153
"LA",2016-03-24,4674481.46721311
"LA",2016-03-25,4674518.3715847
"LA",2016-03-26,4674555.27595628
"LA",2016-03-27,4674592.18032787
"LA",2016-03-28,4674629.08469945
"LA",2016-03-29,4674665.98907104
"LA",2016-03-30,4674702.89344262
"LA",2016-03-31,4674739.79781421
"LA",2016-04-01,4674776.70218579
"LA",2016-04-02,4674813.60655738
"LA",2016-04-03,4674850.51092896
"LA",2016-04-04,4674887.41530055
"LA",2016-04-05,4674924.31967213
"LA",2016-04-06,4674961.22404372
"LA",2016-04-07,4674998.1284153
"LA",2016-04-08,4675035.03278689
"LA",2016-04-09,4675071.93715847
"LA",2016-04-10,4675108.84153005
"LA",2016-04-11,4675145.74590164
"LA",2016-04-12,4675182.65027322
"LA",2016-04-13,4675219.55464481
"LA",2016-04-14,4675256.45901639
"LA",2016-04-15,4675293.36338798
"LA",2016-04-16,4675330.26775956
"LA",2016-04-17,4675367.17213115
"LA",2016-04-18,4675404.07650273
"LA",2016-04-19,4675440.98087432
"LA",2016-04-20,4675477.8852459
"LA",2016-04-21,4675514.78961749
"LA",2016-04-22,4675551.69398907
"LA",2016-04-23,4675588.59836066
"LA",2016-04-24,4675625.50273224
"LA",2016-04-25,4675662.40710383
"LA",2016-04-26,4675699.31147541
"LA",2016-04-27,4675736.21584699
"LA",2016-04-28,4675773.12021858
"LA",2016-04-29,4675810.02459016
"LA",2016-04-30,4675846.92896175
"LA",2016-05-01,4675883.83333333
"LA",2016-05-02,4675920.73770492
"LA",2016-05-03,4675957.6420765
"LA",2016-05-04,4675994.54644809
"LA",2016-05-05,4676031.45081967
"LA",2016-05-06,4676068.35519126
"LA",2016-05-07,4676105.25956284
"LA",2016-05-08,4676142.16393443
"LA",2016-05-09,4676179.06830601
"LA",2016-05-10,4676215.9726776
"LA",2016-05-11,4676252.87704918
"LA",2016-05-12,4676289.78142077
"LA",2016-05-13,4676326.68579235
"LA",2016-05-14,4676363.59016393
"LA",2016-05-15,4676400.49453552
"LA",2016-05-16,4676437.3989071
"LA",2016-05-17,4676474.30327869
"LA",2016-05-18,4676511.20765027
"LA",2016-05-19,4676548.11202186
"LA",2016-05-20,4676585.01639344
"LA",2016-05-21,4676621.92076503
"LA",2016-05-22,4676658.82513661
"LA",2016-05-23,4676695.7295082
"LA",2016-05-24,4676732.63387978
"LA",2016-05-25,4676769.53825137
"LA",2016-05-26,4676806.44262295
"LA",2016-05-27,4676843.34699454
"LA",2016-05-28,4676880.25136612
"LA",2016-05-29,4676917.1557377
"LA",2016-05-30,4676954.06010929
"LA",2016-05-31,4676990.96448087
"LA",2016-06-01,4677027.86885246
"LA",2016-06-02,4677064.77322404
"LA",2016-06-03,4677101.67759563
"LA",2016-06-04,4677138.58196721
"LA",2016-06-05,4677175.4863388
"LA",2016-06-06,4677212.39071038
"LA",2016-06-07,4677249.29508197
"LA",2016-06-08,4677286.19945355
"LA",2016-06-09,4677323.10382514
"LA",2016-06-10,4677360.00819672
"LA",2016-06-11,4677396.91256831
"LA",2016-06-12,4677433.81693989
"LA",2016-06-13,4677470.72131148
"LA",2016-06-14,4677507.62568306
"LA",2016-06-15,4677544.53005464
"LA",2016-06-16,4677581.43442623
"LA",2016-06-17,4677618.33879781
"LA",2016-06-18,4677655.2431694
"LA",2016-06-19,4677692.14754098
"LA",2016-06-20,4677729.05191257
"LA",2016-06-21,4677765.95628415
"LA",2016-06-22,4677802.86065574
"LA",2016-06-23,4677839.76502732
"LA",2016-06-24,4677876.66939891
"LA",2016-06-25,4677913.57377049
"LA",2016-06-26,4677950.47814208
"LA",2016-06-27,4677987.38251366
"LA",2016-06-28,4678024.28688525
"LA",2016-06-29,4678061.19125683
"LA",2016-06-30,4678098.09562842
"LA",2016-07-01,4678135
"LA",2016-07-02,4678114.24657534
"LA",2016-07-03,4678093.49315068
"LA",2016-07-04,4678072.73972603
"LA",2016-07-05,4678051.98630137
"LA",2016-07-06,4678031.23287671
"LA",2016-07-07,4678010.47945205
"LA",2016-07-08,4677989.7260274
"LA",2016-07-09,4677968.97260274
