"State","Date","RMV"
"GA",2017-09-23,8216852.45214521
"GA",2017-09-24,8217189.60726073
"GA",2017-09-25,8217526.76237624
"GA",2017-09-26,8217863.91749175
"GA",2017-09-27,8218201.07260726
"GA",2017-09-28,8218538.22772277
"GA",2017-09-29,8218875.38283828
"GA",2017-09-30,8219212.53795379
"GA",2017-10-01,8219549.69306931
"GA",2017-10-02,8219886.84818482
"GA",2017-10-03,8220224.00330033
"GA",2017-10-04,8220561.15841584
"GA",2017-10-05,8220898.31353135
"GA",2017-10-06,8221235.46864686
"GA",2017-10-07,8221572.62376238
"GA",2017-10-08,8221909.77887789
"GA",2017-10-09,8222246.9339934
"GA",2017-10-10,8222584.08910891
"GA",2017-10-11,8222921.24422442
"GA",2017-10-12,8223258.39933993
"GA",2017-10-13,8223595.55445545
"GA",2017-10-14,8223932.70957096
"GA",2017-10-15,8224269.86468647
"GA",2017-10-16,8224607.01980198
"GA",2017-10-17,8224944.17491749
"GA",2017-10-18,8225281.330033
"GA",2017-10-19,8225618.48514851
"GA",2017-10-20,8225955.64026403
"GA",2017-10-21,8226292.79537954
"GA",2017-10-22,8226629.95049505
"GA",2017-10-23,8226967.10561056
"GA",2017-10-24,8227304.26072607
"GA",2017-10-25,8227641.41584158
"GA",2017-10-26,8227978.5709571
"GA",2017-10-27,8228315.72607261
"GA",2017-10-28,8228652.88118812
"GA",2017-10-29,8228990.03630363
"GA",2017-10-30,8229327.19141914
"GA",2017-10-31,8229664.34653465
"GA",2017-11-01,8230001.50165016
"GA",2017-11-02,8230338.65676568
"GA",2017-11-03,8230675.81188119
"GA",2017-11-04,8231012.9669967
"GA",2017-11-05,8231350.12211221
"GA",2017-11-06,8231687.27722772
"GA",2017-11-07,8232024.43234323
"GA",2017-11-08,8232361.58745875
"GA",2017-11-09,8232698.74257426
"GA",2017-11-10,8233035.89768977
"GA",2017-11-11,8233373.05280528
"GA",2017-11-12,8233710.20792079
"GA",2017-11-13,8234047.3630363
"GA",2017-11-14,8234384.51815182
"GA",2017-11-15,8234721.67326733
"GA",2017-11-16,8235058.82838284
"GA",2017-11-17,8235395.98349835
"GA",2017-11-18,8235733.13861386
"GA",2017-11-19,8236070.29372937
"GA",2017-11-20,8236407.44884488
"GA",2017-11-21,8236744.6039604
"GA",2017-11-22,8237081.75907591
"GA",2017-11-23,8237418.91419142
"GA",2017-11-24,8237756.06930693
"GA",2017-11-25,8238093.22442244
"GA",2017-11-26,8238430.37953795
"GA",2017-11-27,8238767.53465347
"GA",2017-11-28,8239104.68976898
"GA",2017-11-29,8239441.84488449
"GA",2017-11-30,8239779
"GA",2017-12-01,8240253.34660422
"GA",2017-12-02,8240727.69320843
"GA",2017-12-03,8241202.03981265
"GA",2017-12-04,8241676.38641686
"GA",2017-12-05,8242150.73302108
"GA",2017-12-06,8242625.07962529
"GA",2017-12-07,8243099.42622951
"GA",2017-12-08,8243573.77283372
"GA",2017-12-09,8244048.11943794
"GA",2017-12-10,8244522.46604215
"GA",2017-12-11,8244996.81264637
"GA",2017-12-12,8245471.15925059
"GA",2017-12-13,8245945.5058548
"GA",2017-12-14,8246419.85245902
"GA",2017-12-15,8246894.19906323
"GA",2017-12-16,8247368.54566745
"GA",2017-12-17,8247842.89227166
"GA",2017-12-18,8248317.23887588
"GA",2017-12-19,8248791.58548009
"GA",2017-12-20,8249265.93208431
"GA",2017-12-21,8249740.27868852
"GA",2017-12-22,8250214.62529274
"GA",2017-12-23,8250688.97189696
"GA",2017-12-24,8251163.31850117
"GA",2017-12-25,8251637.66510539
"GA",2017-12-26,8252112.0117096
"GA",2017-12-27,8252586.35831382
"GA",2017-12-28,8253060.70491803
"GA",2017-12-29,8253535.05152225
"GA",2017-12-30,8254009.39812646
"GA",2017-12-31,8254483.74473068
"GA",2018-01-01,8254958.09133489
"GA",2018-01-02,8255432.43793911
"GA",2018-01-03,8255906.78454333
"GA",2018-01-04,8256381.13114754
"GA",2018-01-05,8256855.47775176
"GA",2018-01-06,8257329.82435597
"GA",2018-01-07,8257804.17096019
"GA",2018-01-08,8258278.5175644
"GA",2018-01-09,8258752.86416862
"GA",2018-01-10,8259227.21077283
"GA",2018-01-11,8259701.55737705
"GA",2018-01-12,8260175.90398126
"GA",2018-01-13,8260650.25058548
"GA",2018-01-14,8261124.5971897
"GA",2018-01-15,8261598.94379391
"GA",2018-01-16,8262073.29039813
"GA",2018-01-17,8262547.63700234
"GA",2018-01-18,8263021.98360656
"GA",2018-01-19,8263496.33021077
"GA",2018-01-20,8263970.67681499
"GA",2018-01-21,8264445.0234192
"GA",2018-01-22,8264919.37002342
"GA",2018-01-23,8265393.71662764
"GA",2018-01-24,8265868.06323185
"GA",2018-01-25,8266342.40983607
"GA",2018-01-26,8266816.75644028
"GA",2018-01-27,8267291.1030445
"GA",2018-01-28,8267765.44964871
"GA",2018-01-29,8268239.79625293
"GA",2018-01-30,8268714.14285714
"GA",2018-01-31,8269188.48946136
"GA",2018-02-01,8269662.83606557
"GA",2018-02-02,8270137.18266979
"GA",2018-02-03,8270611.529274
"GA",2018-02-04,8271085.87587822
"GA",2018-02-05,8271560.22248244
"GA",2018-02-06,8272034.56908665
"GA",2018-02-07,8272508.91569087
"GA",2018-02-08,8272983.26229508
"GA",2018-02-09,8273457.6088993
"GA",2018-02-10,8273931.95550351
"GA",2018-02-11,8274406.30210773
"GA",2018-02-12,8274880.64871194
"GA",2018-02-13,8275354.99531616
"GA",2018-02-14,8275829.34192037
"GA",2018-02-15,8276303.68852459
"GA",2018-02-16,8276778.03512881
"GA",2018-02-17,8277252.38173302
"GA",2018-02-18,8277726.72833724
"GA",2018-02-19,8278201.07494145
"GA",2018-02-20,8278675.42154567
"GA",2018-02-21,8279149.76814988
"GA",2018-02-22,8279624.1147541
"GA",2018-02-23,8280098.46135831
"GA",2018-02-24,8280572.80796253
"GA",2018-02-25,8281047.15456674
"GA",2018-02-26,8281521.50117096
"GA",2018-02-27,8281995.84777518
"GA",2018-02-28,8282470.19437939
"GA",2018-03-01,8282944.54098361
"GA",2018-03-02,8283418.88758782
"GA",2018-03-03,8283893.23419204
"GA",2018-03-04,8284367.58079625
"GA",2018-03-05,8284841.92740047
"GA",2018-03-06,8285316.27400468
"GA",2018-03-07,8285790.6206089
"GA",2018-03-08,8286264.96721311
"GA",2018-03-09,8286739.31381733
"GA",2018-03-10,8287213.66042155
"GA",2018-03-11,8287688.00702576
"GA",2018-03-12,8288162.35362998
"GA",2018-03-13,8288636.70023419
"GA",2018-03-14,8289111.04683841
"GA",2018-03-15,8289585.39344262
"GA",2018-03-16,8290059.74004684
"GA",2018-03-17,8290534.08665105
"GA",2018-03-18,8291008.43325527
"GA",2018-03-19,8291482.77985949
"GA",2018-03-20,8291957.1264637
"GA",2018-03-21,8292431.47306792
"GA",2018-03-22,8292905.81967213
"GA",2018-03-23,8293380.16627635
"GA",2018-03-24,8293854.51288056
"GA",2018-03-25,8294328.85948478
"GA",2018-03-26,8294803.20608899
"GA",2018-03-27,8295277.55269321
"GA",2018-03-28,8295751.89929742
"GA",2018-03-29,8296226.24590164
"GA",2018-03-30,8296700.59250585
"GA",2018-03-31,8297174.93911007
"GA",2018-04-01,8297649.28571429
"GA",2018-04-02,8298123.6323185
"GA",2018-04-03,8298597.97892272
"GA",2018-04-04,8299072.32552693
"GA",2018-04-05,8299546.67213115
"GA",2018-04-06,8300021.01873536
"GA",2018-04-07,8300495.36533958
"GA",2018-04-08,8300969.71194379
"GA",2018-04-09,8301444.05854801
"GA",2018-04-10,8301918.40515222
"GA",2018-04-11,8302392.75175644
"GA",2018-04-12,8302867.09836066
"GA",2018-04-13,8303341.44496487
"GA",2018-04-14,8303815.79156909
"GA",2018-04-15,8304290.1381733
"GA",2018-04-16,8304764.48477752
"GA",2018-04-17,8305238.83138173
"GA",2018-04-18,8305713.17798595
"GA",2018-04-19,8306187.52459016
"GA",2018-04-20,8306661.87119438
"GA",2018-04-21,8307136.21779859
"GA",2018-04-22,8307610.56440281
"GA",2018-04-23,8308084.91100703
"GA",2018-04-24,8308559.25761124
"GA",2018-04-25,8309033.60421546
"GA",2018-04-26,8309507.95081967
"GA",2018-04-27,8309982.29742389
"GA",2018-04-28,8310456.6440281
"GA",2018-04-29,8310930.99063232
"GA",2018-04-30,8311405.33723653
"GA",2018-05-01,8311879.68384075
"GA",2018-05-02,8312354.03044496
"GA",2018-05-03,8312828.37704918
"GA",2018-05-04,8313302.7236534
"GA",2018-05-05,8313777.07025761
"GA",2018-05-06,8314251.41686183
"GA",2018-05-07,8314725.76346604
"GA",2018-05-08,8315200.11007026
"GA",2018-05-09,8315674.45667447
"GA",2018-05-10,8316148.80327869
"GA",2018-05-11,8316623.1498829
"GA",2018-05-12,8317097.49648712
"GA",2018-05-13,8317571.84309134
"GA",2018-05-14,8318046.18969555
"GA",2018-05-15,8318520.53629977
"GA",2018-05-16,8318994.88290398
"GA",2018-05-17,8319469.2295082
"GA",2018-05-18,8319943.57611241
"GA",2018-05-19,8320417.92271663
"GA",2018-05-20,8320892.26932084
"GA",2018-05-21,8321366.61592506
"GA",2018-05-22,8321840.96252927
"GA",2018-05-23,8322315.30913349
"GA",2018-05-24,8322789.6557377
"GA",2018-05-25,8323264.00234192
"GA",2018-05-26,8323738.34894614
"GA",2018-05-27,8324212.69555035
"GA",2018-05-28,8324687.04215457
"GA",2018-05-29,8325161.38875878
"GA",2018-05-30,8325635.735363
"GA",2018-05-31,8326110.08196721
"GA",2018-06-01,8326584.42857143
"GA",2018-06-02,8327058.77517564
"GA",2018-06-03,8327533.12177986
"GA",2018-06-04,8328007.46838407
"GA",2018-06-05,8328481.81498829
"GA",2018-06-06,8328956.16159251
"GA",2018-06-07,8329430.50819672
"GA",2018-06-08,8329904.85480094
"GA",2018-06-09,8330379.20140515
"GA",2018-06-10,8330853.54800937
"GA",2018-06-11,8331327.89461358
"GA",2018-06-12,8331802.2412178
"GA",2018-06-13,8332276.58782201
"GA",2018-06-14,8332750.93442623
"GA",2018-06-15,8333225.28103045
"GA",2018-06-16,8333699.62763466
"GA",2018-06-17,8334173.97423888
"GA",2018-06-18,8334648.32084309
"GA",2018-06-19,8335122.66744731
"GA",2018-06-20,8335597.01405152
"GA",2018-06-21,8336071.36065574
"GA",2018-06-22,8336545.70725995
"GA",2018-06-23,8337020.05386417
"GA",2018-06-24,8337494.40046838
"GA",2018-06-25,8337968.7470726
"GA",2018-06-26,8338443.09367681
"GA",2018-06-27,8338917.44028103
"GA",2018-06-28,8339391.78688525
"GA",2018-06-29,8339866.13348946
"GA",2018-06-30,8340340.48009368
"GA",2018-07-01,8340814.82669789
"GA",2018-07-02,8341289.17330211
"GA",2018-07-03,8341763.51990632
"GA",2018-07-04,8342237.86651054
"GA",2018-07-05,8342712.21311475
"GA",2018-07-06,8343186.55971897
"GA",2018-07-07,8343660.90632319
"GA",2018-07-08,8344135.2529274
"GA",2018-07-09,8344609.59953162
"GA",2018-07-10,8345083.94613583
"GA",2018-07-11,8345558.29274005
"GA",2018-07-12,8346032.63934426
"GA",2018-07-13,8346506.98594848
"GA",2018-07-14,8346981.33255269
"GA",2018-07-15,8347455.67915691
"GA",2018-07-16,8347930.02576112
"GA",2018-07-17,8348404.37236534
"GA",2018-07-18,8348878.71896955
"GA",2018-07-19,8349353.06557377
"GA",2018-07-20,8349827.41217799
"GA",2018-07-21,8350301.7587822
"GA",2018-07-22,8350776.10538642
"GA",2018-07-23,8351250.45199063
"GA",2018-07-24,8351724.79859485
"GA",2018-07-25,8352199.14519906
"GA",2018-07-26,8352673.49180328
"GA",2018-07-27,8353147.83840749
"GA",2018-07-28,8353622.18501171
"GA",2018-07-29,8354096.53161593
"GA",2018-07-30,8354570.87822014
"GA",2018-07-31,8355045.22482436
"GA",2018-08-01,8355519.57142857
"GA",2018-08-02,8355993.91803279
"GA",2018-08-03,8356468.264637
"GA",2018-08-04,8356942.61124122
"GA",2018-08-05,8357416.95784543
"GA",2018-08-06,8357891.30444965
"GA",2018-08-07,8358365.65105386
"GA",2018-08-08,8358839.99765808
"GA",2018-08-09,8359314.3442623
"GA",2018-08-10,8359788.69086651
"GA",2018-08-11,8360263.03747073
"GA",2018-08-12,8360737.38407494
"GA",2018-08-13,8361211.73067916
"GA",2018-08-14,8361686.07728337
"GA",2018-08-15,8362160.42388759
"GA",2018-08-16,8362634.7704918
"GA",2018-08-17,8363109.11709602
"GA",2018-08-18,8363583.46370023
"GA",2018-08-19,8364057.81030445
"GA",2018-08-20,8364532.15690866
"GA",2018-08-21,8365006.50351288
"GA",2018-08-22,8365480.8501171
"GA",2018-08-23,8365955.19672131
"GA",2018-08-24,8366429.54332553
"GA",2018-08-25,8366903.88992974
"GA",2018-08-26,8367378.23653396
"GA",2018-08-27,8367852.58313817
"GA",2018-08-28,8368326.92974239
"GA",2018-08-29,8368801.2763466
"GA",2018-08-30,8369275.62295082
"GA",2018-08-31,8369749.96955504
"GA",2018-09-01,8370224.31615925
"GA",2018-09-02,8370698.66276347
"GA",2018-09-03,8371173.00936768
"GA",2018-09-04,8371647.3559719
"GA",2018-09-05,8372121.70257611
"GA",2018-09-06,8372596.04918033
"GA",2018-09-07,8373070.39578454
"GA",2018-09-08,8373544.74238876
"GA",2018-09-09,8374019.08899297
"GA",2018-09-10,8374493.43559719
"GA",2018-09-11,8374967.78220141
"GA",2018-09-12,8375442.12880562
"GA",2018-09-13,8375916.47540984
"GA",2018-09-14,8376390.82201405
"GA",2018-09-15,8376865.16861827
"GA",2018-09-16,8377339.51522248
"GA",2018-09-17,8377813.8618267
"GA",2018-09-18,8378288.20843091
"GA",2018-09-19,8378762.55503513
"GA",2018-09-20,8379236.90163934
"GA",2018-09-21,8379711.24824356
"GA",2018-09-22,8380185.59484778
"GA",2018-09-23,8380659.94145199
"GA",2018-09-24,8381134.28805621
"GA",2018-09-25,8381608.63466042
"GA",2018-09-26,8382082.98126464
"GA",2018-09-27,8382557.32786885
"GA",2018-09-28,8383031.67447307
"GA",2018-09-29,8383506.02107728
"GA",2018-09-30,8383980.3676815
"GA",2018-10-01,8384454.71428571
"GA",2018-10-02,8384929.06088993
"GA",2018-10-03,8385403.40749415
"GA",2018-10-04,8385877.75409836
"GA",2018-10-05,8386352.10070258
"GA",2018-10-06,8386826.44730679
"GA",2018-10-07,8387300.79391101
"GA",2018-10-08,8387775.14051522
"GA",2018-10-09,8388249.48711944
"GA",2018-10-10,8388723.83372365
"GA",2018-10-11,8389198.18032787
"GA",2018-10-12,8389672.52693208
"GA",2018-10-13,8390146.8735363
"GA",2018-10-14,8390621.22014051
"GA",2018-10-15,8391095.56674473
"GA",2018-10-16,8391569.91334895
"GA",2018-10-17,8392044.25995316
"GA",2018-10-18,8392518.60655738
"GA",2018-10-19,8392992.95316159
"GA",2018-10-20,8393467.29976581
"GA",2018-10-21,8393941.64637002
"GA",2018-10-22,8394415.99297424
"GA",2018-10-23,8394890.33957845
"GA",2018-10-24,8395364.68618267
"GA",2018-10-25,8395839.03278689
"GA",2018-10-26,8396313.3793911
"GA",2018-10-27,8396787.72599532
"GA",2018-10-28,8397262.07259953
"GA",2018-10-29,8397736.41920375
"GA",2018-10-30,8398210.76580796
"GA",2018-10-31,8398685.11241218
"GA",2018-11-01,8399159.45901639
"GA",2018-11-02,8399633.80562061
"GA",2018-11-03,8400108.15222482
"GA",2018-11-04,8400582.49882904
"GA",2018-11-05,8401056.84543326
"GA",2018-11-06,8401531.19203747
"GA",2018-11-07,8402005.53864169
"GA",2018-11-08,8402479.8852459
"GA",2018-11-09,8402954.23185012
"GA",2018-11-10,8403428.57845433
"GA",2018-11-11,8403902.92505855
"GA",2018-11-12,8404377.27166276
"GA",2018-11-13,8404851.61826698
"GA",2018-11-14,8405325.96487119
"GA",2018-11-15,8405800.31147541
"GA",2018-11-16,8406274.65807963
"GA",2018-11-17,8406749.00468384
"GA",2018-11-18,8407223.35128806
"GA",2018-11-19,8407697.69789227
"GA",2018-11-20,8408172.04449649
"GA",2018-11-21,8408646.3911007
"GA",2018-11-22,8409120.73770492
"GA",2018-11-23,8409595.08430913
"GA",2018-11-24,8410069.43091335
"GA",2018-11-25,8410543.77751756
"GA",2018-11-26,8411018.12412178
"GA",2018-11-27,8411492.47072599
"GA",2018-11-28,8411966.81733021
"GA",2018-11-29,8412441.16393443
"GA",2018-11-30,8412915.51053864
"GA",2018-12-01,8413389.85714286
"GA",2018-12-02,8413864.20374707
"GA",2018-12-03,8414338.55035129
"GA",2018-12-04,8414812.8969555
"GA",2018-12-05,8415287.24355972
"GA",2018-12-06,8415761.59016393
"GA",2018-12-07,8416235.93676815
"GA",2018-12-08,8416710.28337236
"GA",2018-12-09,8417184.62997658
"GA",2018-12-10,8417658.9765808
"GA",2018-12-11,8418133.32318501
"GA",2018-12-12,8418607.66978923
"GA",2018-12-13,8419082.01639344
"GA",2018-12-14,8419556.36299766
"GA",2018-12-15,8420030.70960187
"GA",2018-12-16,8420505.05620609
"GA",2018-12-17,8420979.40281031
"GA",2018-12-18,8421453.74941452
"GA",2018-12-19,8421928.09601874
"GA",2018-12-20,8422402.44262295
"GA",2018-12-21,8422876.78922717
"GA",2018-12-22,8423351.13583138
"GA",2018-12-23,8423825.4824356
"GA",2018-12-24,8424299.82903981
"GA",2018-12-25,8424774.17564403
"GA",2018-12-26,8425248.52224824
"GA",2018-12-27,8425722.86885246
"GA",2018-12-28,8426197.21545667
"GA",2018-12-29,8426671.56206089
"GA",2018-12-30,8427145.90866511
"GA",2018-12-31,8427620.25526932
"GA",2019-01-01,8428094.60187354
"GA",2019-01-02,8428568.94847775
"GA",2019-01-03,8429043.29508197
"GA",2019-01-04,8429517.64168618
"GA",2019-01-05,8429991.9882904
"GA",2019-01-06,8430466.33489461
"GA",2019-01-07,8430940.68149883
"GA",2019-01-08,8431415.02810304
"GA",2019-01-09,8431889.37470726
"GA",2019-01-10,8432363.72131148
"GA",2019-01-11,8432838.06791569
"GA",2019-01-12,8433312.41451991
"GA",2019-01-13,8433786.76112412
"GA",2019-01-14,8434261.10772834
"GA",2019-01-15,8434735.45433255
"GA",2019-01-16,8435209.80093677
"GA",2019-01-17,8435684.14754098
"GA",2019-01-18,8436158.4941452
"GA",2019-01-19,8436632.84074941
"GA",2019-01-20,8437107.18735363
"GA",2019-01-21,8437581.53395784
"GA",2019-01-22,8438055.88056206
"GA",2019-01-23,8438530.22716628
"GA",2019-01-24,8439004.57377049
"GA",2019-01-25,8439478.92037471
"GA",2019-01-26,8439953.26697892
"GA",2019-01-27,8440427.61358314
"GA",2019-01-28,8440901.96018735
"GA",2019-01-29,8441376.30679157
"GA",2019-01-30,8441850.65339579
"GA",2019-01-31,8442325
"GA",2019-02-01,8442535.25520359
"GA",2019-02-02,8442745.51040719
"GA",2019-02-03,8442955.76561078
"GA",2019-02-04,8443166.02081437
"GA",2019-02-05,8443376.27601796
"GA",2019-02-06,8443586.53122156
"GA",2019-02-07,8443796.78642515
"GA",2019-02-08,8444007.04162874
"GA",2019-02-09,8444217.29683234
"GA",2019-02-10,8444427.55203593
"GA",2019-02-11,8444637.80723952
"GA",2019-02-12,8444848.06244311
"GA",2019-02-13,8445058.31764671
"GA",2019-02-14,8445268.5728503
"GA",2019-02-15,8445478.82805389
"GA",2019-02-16,8445689.08325749
"GA",2019-02-17,8445899.33846108
"GA",2019-02-18,8446109.59366467
"GA",2019-02-19,8446319.84886826
"GA",2019-02-20,8446530.10407186
"GA",2019-02-21,8446740.35927545
"GA",2019-02-22,8446950.61447904
"GA",2019-02-23,8447160.86968263
"GA",2019-02-24,8447371.12488623
"GA",2019-02-25,8447581.38008982
"GA",2019-02-26,8447791.63529341
"GA",2019-02-27,8448001.89049701
"GA",2019-02-28,8448212.1457006
"GA",2019-03-01,8448422.40090419
"GA",2019-03-02,8448632.65610779
"GA",2019-03-03,8448842.91131138
"GA",2019-03-04,8449053.16651497
"GA",2019-03-05,8449263.42171856
"GA",2019-03-06,8449473.67692216
"GA",2019-03-07,8449683.93212575
"GA",2019-03-08,8449894.18732934
"GA",2019-03-09,8450104.44253293
"GA",2019-03-10,8450314.69773653
"GA",2019-03-11,8450524.95294012
"GA",2019-03-12,8450735.20814371
"GA",2019-03-13,8450945.4633473
"GA",2019-03-14,8451155.7185509
"GA",2019-03-15,8451365.97375449
"GA",2019-03-16,8451576.22895808
"GA",2019-03-17,8451786.48416168
"GA",2019-03-18,8451996.73936527
"GA",2019-03-19,8452206.99456886
"GA",2019-03-20,8452417.24977246
"GA",2019-03-21,8452627.50497605
"GA",2019-03-22,8452837.76017964
"GA",2019-03-23,8453048.01538323
"GA",2019-03-24,8453258.27058683
"GA",2019-03-25,8453468.52579042
"GA",2019-03-26,8453678.78099401
"GA",2019-03-27,8453889.0361976
"GA",2019-03-28,8454099.2914012
"GA",2019-03-29,8454309.54660479
"GA",2019-03-30,8454519.80180838
"GA",2019-03-31,8454730.05701198
"GA",2019-04-01,8454940.31221557
"GA",2019-04-02,8455150.56741916
"GA",2019-04-03,8455360.82262275
"GA",2019-04-04,8455571.07782635
"GA",2019-04-05,8455781.33302994
"GA",2019-04-06,8455991.58823353
"GA",2019-04-07,8456201.84343713
"GA",2019-04-08,8456412.09864072
"GA",2019-04-09,8456622.35384431
"GA",2019-04-10,8456832.6090479
"GA",2019-04-11,8457042.8642515
"GA",2019-04-12,8457253.11945509
"GA",2019-04-13,8457463.37465868
"GA",2019-04-14,8457673.62986227
"GA",2019-04-15,8457883.88506587
"GA",2019-04-16,8458094.14026946
"GA",2019-04-17,8458304.39547305
"GA",2019-04-18,8458514.65067665
"GA",2019-04-19,8458724.90588024
"GA",2019-04-20,8458935.16108383
"GA",2019-04-21,8459145.41628743
"GA",2019-04-22,8459355.67149102
"GA",2019-04-23,8459565.92669461
"GA",2019-04-24,8459776.1818982
"GA",2019-04-25,8459986.4371018
"GA",2019-04-26,8460196.69230539
"GA",2019-04-27,8460406.94750898
"GA",2019-04-28,8460617.20271257
"GA",2019-04-29,8460827.45791617
"GA",2019-04-30,8461037.71311976
"GA",2019-05-01,8461247.96832335
"GA",2019-05-02,8461458.22352695
"GA",2019-05-03,8461668.47873054
"GA",2019-05-04,8461878.73393413
"GA",2019-05-05,8462088.98913772
"GA",2019-05-06,8462299.24434132
"GA",2019-05-07,8462509.49954491
"GA",2019-05-08,8462719.7547485
"GA",2019-05-09,8462930.0099521
"GA",2019-05-10,8463140.26515569
"GA",2019-05-11,8463350.52035928
"GA",2019-05-12,8463560.77556287
"GA",2019-05-13,8463771.03076647
"GA",2019-05-14,8463981.28597006
"GA",2019-05-15,8464191.54117365
"GA",2019-05-16,8464401.79637725
"GA",2019-05-17,8464612.05158084
"GA",2019-05-18,8464822.30678443
"GA",2019-05-19,8465032.56198802
"GA",2019-05-20,8465242.81719162
"GA",2019-05-21,8465453.07239521
"GA",2019-05-22,8465663.3275988
"GA",2019-05-23,8465873.58280239
"GA",2019-05-24,8466083.83800599
"GA",2019-05-25,8466294.09320958
"GA",2019-05-26,8466504.34841317
"GA",2019-05-27,8466714.60361677
"GA",2019-05-28,8466924.85882036
"GA",2019-05-29,8467135.11402395
"GA",2019-05-30,8467345.36922755
"GA",2019-05-31,8467555.62443114
"GA",2019-06-01,8467765.87963473
"GA",2019-06-02,8467976.13483832
"GA",2019-06-03,8468186.39004192
"GA",2019-06-04,8468396.64524551
"GA",2019-06-05,8468606.9004491
"GA",2019-06-06,8468817.15565269
"GA",2019-06-07,8469027.41085629
"GA",2019-06-08,8469237.66605988
"GA",2019-06-09,8469447.92126347
"GA",2019-06-10,8469658.17646707
"GA",2019-06-11,8469868.43167066
"GA",2019-06-12,8470078.68687425
"GA",2019-06-13,8470288.94207784
"GA",2019-06-14,8470499.19728144
"GA",2019-06-15,8470709.45248503
"GA",2019-06-16,8470919.70768862
"GA",2019-06-17,8471129.96289222
"GA",2019-06-18,8471340.21809581
"GA",2019-06-19,8471550.4732994
"GA",2019-06-20,8471760.72850299
"GA",2019-06-21,8471970.98370659
"GA",2019-06-22,8472181.23891018
"GA",2019-06-23,8472391.49411377
"GA",2019-06-24,8472601.74931736
"GA",2019-06-25,8472812.00452096
"GA",2019-06-26,8473022.25972455
"GA",2019-06-27,8473232.51492814
"GA",2019-06-28,8473442.77013174
"GA",2019-06-29,8473653.02533533
"GA",2019-06-30,8473863.28053892
"GA",2019-07-01,8474073.53574252
"GA",2019-07-02,8474283.79094611
"GA",2019-07-03,8474494.0461497
"GA",2019-07-04,8474704.30135329
"GA",2019-07-05,8474914.55655689
"GA",2019-07-06,8475124.81176048
"GA",2019-07-07,8475335.06696407
"GA",2019-07-08,8475545.32216766
"GA",2019-07-09,8475755.57737126
"GA",2019-07-10,8475965.83257485
"GA",2019-07-11,8476176.08777844
"GA",2019-07-12,8476386.34298204
"GA",2019-07-13,8476596.59818563
"GA",2019-07-14,8476806.85338922
"GA",2019-07-15,8477017.10859281
"GA",2019-07-16,8477227.36379641
"GA",2019-07-17,8477437.619
"GA",2019-07-18,8477647.87420359
"GA",2019-07-19,8477858.12940719
"GA",2019-07-20,8478068.38461078
"GA",2019-07-21,8478278.63981437
"GA",2019-07-22,8478488.89501796
"GA",2019-07-23,8478699.15022156
"GA",2019-07-24,8478909.40542515
"GA",2019-07-25,8479119.66062874
"GA",2019-07-26,8479329.91583234
"GA",2019-07-27,8479540.17103593
"GA",2019-07-28,8479750.42623952
"GA",2019-07-29,8479960.68144311
"GA",2019-07-30,8480170.93664671
"GA",2019-07-31,8480381.1918503
"GA",2019-08-01,8480591.44705389
"GA",2019-08-02,8480801.70225748
"GA",2019-08-03,8481011.95746108
"GA",2019-08-04,8481222.21266467
"GA",2019-08-05,8481432.46786826
"GA",2019-08-06,8481642.72307186
"GA",2019-08-07,8481852.97827545
"GA",2019-08-08,8482063.23347904
"GA",2019-08-09,8482273.48868264
"GA",2019-08-10,8482483.74388623
"GA",2019-08-11,8482693.99908982
"GA",2019-08-12,8482904.25429341
"GA",2019-08-13,8483114.50949701
"GA",2019-08-14,8483324.7647006
"GA",2019-08-15,8483535.01990419
"GA",2019-08-16,8483745.27510778
"GA",2019-08-17,8483955.53031138
"GA",2019-08-18,8484165.78551497
"GA",2019-08-19,8484376.04071856
"GA",2019-08-20,8484586.29592216
"GA",2019-08-21,8484796.55112575
"GA",2019-08-22,8485006.80632934
"GA",2019-08-23,8485217.06153293
"GA",2019-08-24,8485427.31673653
"GA",2019-08-25,8485637.57194012
"GA",2019-08-26,8485847.82714371
"GA",2019-08-27,8486058.08234731
"GA",2019-08-28,8486268.3375509
"GA",2019-08-29,8486478.59275449
"GA",2019-08-30,8486688.84795808
"GA",2019-08-31,8486899.10316168
"GA",2019-09-01,8487109.35836527
"GA",2019-09-02,8487319.61356886
"GA",2019-09-03,8487529.86877245
"GA",2019-09-04,8487740.12397605
"GA",2019-09-05,8487950.37917964
"GA",2019-09-06,8488160.63438323
"GA",2019-09-07,8488370.88958683
"GA",2019-09-08,8488581.14479042
"GA",2019-09-09,8488791.39999401
"GA",2019-09-10,8489001.65519761
"GA",2019-09-11,8489211.9104012
"GA",2019-09-12,8489422.16560479
"GA",2019-09-13,8489632.42080838
"GA",2019-09-14,8489842.67601198
"GA",2019-09-15,8490052.93121557
"GA",2019-09-16,8490263.18641916
"GA",2019-09-17,8490473.44162275
"GA",2019-09-18,8490683.69682635
"GA",2019-09-19,8490893.95202994
"GA",2019-09-20,8491104.20723353
"GA",2019-09-21,8491314.46243712
"GA",2019-09-22,8491524.71764072
"GA",2019-09-23,8491734.97284431
"GA",2019-09-24,8491945.2280479
"GA",2019-09-25,8492155.4832515
"GA",2019-09-26,8492365.73845509
"GA",2019-09-27,8492575.99365868
"GA",2019-09-28,8492786.24886228
"GA",2019-09-29,8492996.50406587
