"State","Date","RMV"
"MA",2017-06-04,5069583.81188119
"MA",2017-06-05,5069583.67326733
"MA",2017-06-06,5069583.53465347
"MA",2017-06-07,5069583.3960396
"MA",2017-06-08,5069583.25742574
"MA",2017-06-09,5069583.11881188
"MA",2017-06-10,5069582.98019802
"MA",2017-06-11,5069582.84158416
"MA",2017-06-12,5069582.7029703
"MA",2017-06-13,5069582.56435644
"MA",2017-06-14,5069582.42574257
"MA",2017-06-15,5069582.28712871
"MA",2017-06-16,5069582.14851485
"MA",2017-06-17,5069582.00990099
"MA",2017-06-18,5069581.87128713
"MA",2017-06-19,5069581.73267327
"MA",2017-06-20,5069581.59405941
"MA",2017-06-21,5069581.45544554
"MA",2017-06-22,5069581.31683168
"MA",2017-06-23,5069581.17821782
"MA",2017-06-24,5069581.03960396
"MA",2017-06-25,5069580.9009901
"MA",2017-06-26,5069580.76237624
"MA",2017-06-27,5069580.62376238
"MA",2017-06-28,5069580.48514851
"MA",2017-06-29,5069580.34653465
"MA",2017-06-30,5069580.20792079
"MA",2017-07-01,5069580.06930693
"MA",2017-07-02,5069579.93069307
"MA",2017-07-03,5069579.79207921
"MA",2017-07-04,5069579.65346535
"MA",2017-07-05,5069579.51485149
"MA",2017-07-06,5069579.37623762
"MA",2017-07-07,5069579.23762376
"MA",2017-07-08,5069579.0990099
"MA",2017-07-09,5069578.96039604
"MA",2017-07-10,5069578.82178218
"MA",2017-07-11,5069578.68316832
"MA",2017-07-12,5069578.54455446
"MA",2017-07-13,5069578.40594059
"MA",2017-07-14,5069578.26732673
"MA",2017-07-15,5069578.12871287
"MA",2017-07-16,5069577.99009901
"MA",2017-07-17,5069577.85148515
"MA",2017-07-18,5069577.71287129
"MA",2017-07-19,5069577.57425743
"MA",2017-07-20,5069577.43564356
"MA",2017-07-21,5069577.2970297
"MA",2017-07-22,5069577.15841584
"MA",2017-07-23,5069577.01980198
"MA",2017-07-24,5069576.88118812
"MA",2017-07-25,5069576.74257426
"MA",2017-07-26,5069576.6039604
"MA",2017-07-27,5069576.46534653
"MA",2017-07-28,5069576.32673267
"MA",2017-07-29,5069576.18811881
"MA",2017-07-30,5069576.04950495
"MA",2017-07-31,5069575.91089109
"MA",2017-08-01,5069575.77227723
"MA",2017-08-02,5069575.63366337
"MA",2017-08-03,5069575.4950495
"MA",2017-08-04,5069575.35643564
"MA",2017-08-05,5069575.21782178
"MA",2017-08-06,5069575.07920792
"MA",2017-08-07,5069574.94059406
"MA",2017-08-08,5069574.8019802
"MA",2017-08-09,5069574.66336634
"MA",2017-08-10,5069574.52475248
"MA",2017-08-11,5069574.38613861
"MA",2017-08-12,5069574.24752475
"MA",2017-08-13,5069574.10891089
"MA",2017-08-14,5069573.97029703
"MA",2017-08-15,5069573.83168317
"MA",2017-08-16,5069573.69306931
"MA",2017-08-17,5069573.55445545
"MA",2017-08-18,5069573.41584158
"MA",2017-08-19,5069573.27722772
"MA",2017-08-20,5069573.13861386
"MA",2017-08-21,5069573
"MA",2017-08-22,5069572.86138614
"MA",2017-08-23,5069572.72277228
"MA",2017-08-24,5069572.58415842
"MA",2017-08-25,5069572.44554455
"MA",2017-08-26,5069572.30693069
"MA",2017-08-27,5069572.16831683
"MA",2017-08-28,5069572.02970297
"MA",2017-08-29,5069571.89108911
"MA",2017-08-30,5069571.75247525
"MA",2017-08-31,5069571.61386139
"MA",2017-09-01,5069571.47524752
"MA",2017-09-02,5069571.33663366
"MA",2017-09-03,5069571.1980198
"MA",2017-09-04,5069571.05940594
"MA",2017-09-05,5069570.92079208
"MA",2017-09-06,5069570.78217822
"MA",2017-09-07,5069570.64356436
"MA",2017-09-08,5069570.5049505
"MA",2017-09-09,5069570.36633663
"MA",2017-09-10,5069570.22772277
"MA",2017-09-11,5069570.08910891
"MA",2017-09-12,5069569.95049505
"MA",2017-09-13,5069569.81188119
"MA",2017-09-14,5069569.67326733
"MA",2017-09-15,5069569.53465347
"MA",2017-09-16,5069569.3960396
"MA",2017-09-17,5069569.25742574
"MA",2017-09-18,5069569.11881188
"MA",2017-09-19,5069568.98019802
"MA",2017-09-20,5069568.84158416
"MA",2017-09-21,5069568.7029703
"MA",2017-09-22,5069568.56435644
"MA",2017-09-23,5069568.42574257
"MA",2017-09-24,5069568.28712871
"MA",2017-09-25,5069568.14851485
"MA",2017-09-26,5069568.00990099
"MA",2017-09-27,5069567.87128713
"MA",2017-09-28,5069567.73267327
"MA",2017-09-29,5069567.59405941
"MA",2017-09-30,5069567.45544554
"MA",2017-10-01,5069567.31683168
"MA",2017-10-02,5069567.17821782
"MA",2017-10-03,5069567.03960396
"MA",2017-10-04,5069566.9009901
"MA",2017-10-05,5069566.76237624
"MA",2017-10-06,5069566.62376238
"MA",2017-10-07,5069566.48514851
"MA",2017-10-08,5069566.34653465
"MA",2017-10-09,5069566.20792079
"MA",2017-10-10,5069566.06930693
"MA",2017-10-11,5069565.93069307
"MA",2017-10-12,5069565.79207921
"MA",2017-10-13,5069565.65346535
"MA",2017-10-14,5069565.51485149
"MA",2017-10-15,5069565.37623762
"MA",2017-10-16,5069565.23762376
"MA",2017-10-17,5069565.0990099
"MA",2017-10-18,5069564.96039604
"MA",2017-10-19,5069564.82178218
"MA",2017-10-20,5069564.68316832
"MA",2017-10-21,5069564.54455446
"MA",2017-10-22,5069564.40594059
"MA",2017-10-23,5069564.26732673
"MA",2017-10-24,5069564.12871287
"MA",2017-10-25,5069563.99009901
"MA",2017-10-26,5069563.85148515
"MA",2017-10-27,5069563.71287129
"MA",2017-10-28,5069563.57425743
"MA",2017-10-29,5069563.43564356
"MA",2017-10-30,5069563.2970297
"MA",2017-10-31,5069563.15841584
"MA",2017-11-01,5069563.01980198
"MA",2017-11-02,5069562.88118812
"MA",2017-11-03,5069562.74257426
"MA",2017-11-04,5069562.6039604
"MA",2017-11-05,5069562.46534653
"MA",2017-11-06,5069562.32673267
"MA",2017-11-07,5069562.18811881
"MA",2017-11-08,5069562.04950495
"MA",2017-11-09,5069561.91089109
"MA",2017-11-10,5069561.77227723
"MA",2017-11-11,5069561.63366337
"MA",2017-11-12,5069561.4950495
"MA",2017-11-13,5069561.35643564
"MA",2017-11-14,5069561.21782178
"MA",2017-11-15,5069561.07920792
"MA",2017-11-16,5069560.94059406
"MA",2017-11-17,5069560.8019802
"MA",2017-11-18,5069560.66336634
"MA",2017-11-19,5069560.52475248
"MA",2017-11-20,5069560.38613861
"MA",2017-11-21,5069560.24752475
"MA",2017-11-22,5069560.10891089
"MA",2017-11-23,5069559.97029703
"MA",2017-11-24,5069559.83168317
"MA",2017-11-25,5069559.69306931
"MA",2017-11-26,5069559.55445545
"MA",2017-11-27,5069559.41584158
"MA",2017-11-28,5069559.27722772
"MA",2017-11-29,5069559.13861386
"MA",2017-11-30,5069559
"MA",2017-12-01,5069548.84074941
"MA",2017-12-02,5069538.68149883
"MA",2017-12-03,5069528.52224824
"MA",2017-12-04,5069518.36299766
"MA",2017-12-05,5069508.20374707
"MA",2017-12-06,5069498.04449649
"MA",2017-12-07,5069487.8852459
"MA",2017-12-08,5069477.72599532
"MA",2017-12-09,5069467.56674473
"MA",2017-12-10,5069457.40749415
"MA",2017-12-11,5069447.24824356
"MA",2017-12-12,5069437.08899297
"MA",2017-12-13,5069426.92974239
"MA",2017-12-14,5069416.7704918
"MA",2017-12-15,5069406.61124122
"MA",2017-12-16,5069396.45199063
"MA",2017-12-17,5069386.29274005
"MA",2017-12-18,5069376.13348946
"MA",2017-12-19,5069365.97423888
"MA",2017-12-20,5069355.81498829
"MA",2017-12-21,5069345.6557377
"MA",2017-12-22,5069335.49648712
"MA",2017-12-23,5069325.33723653
"MA",2017-12-24,5069315.17798595
"MA",2017-12-25,5069305.01873536
"MA",2017-12-26,5069294.85948478
"MA",2017-12-27,5069284.70023419
"MA",2017-12-28,5069274.54098361
"MA",2017-12-29,5069264.38173302
"MA",2017-12-30,5069254.22248244
"MA",2017-12-31,5069244.06323185
"MA",2018-01-01,5069233.90398126
"MA",2018-01-02,5069223.74473068
"MA",2018-01-03,5069213.58548009
"MA",2018-01-04,5069203.42622951
"MA",2018-01-05,5069193.26697892
"MA",2018-01-06,5069183.10772834
"MA",2018-01-07,5069172.94847775
"MA",2018-01-08,5069162.78922717
"MA",2018-01-09,5069152.62997658
"MA",2018-01-10,5069142.470726
"MA",2018-01-11,5069132.31147541
"MA",2018-01-12,5069122.15222482
"MA",2018-01-13,5069111.99297424
"MA",2018-01-14,5069101.83372365
"MA",2018-01-15,5069091.67447307
"MA",2018-01-16,5069081.51522248
"MA",2018-01-17,5069071.3559719
"MA",2018-01-18,5069061.19672131
"MA",2018-01-19,5069051.03747073
"MA",2018-01-20,5069040.87822014
"MA",2018-01-21,5069030.71896955
"MA",2018-01-22,5069020.55971897
"MA",2018-01-23,5069010.40046838
"MA",2018-01-24,5069000.2412178
"MA",2018-01-25,5068990.08196721
"MA",2018-01-26,5068979.92271663
"MA",2018-01-27,5068969.76346604
"MA",2018-01-28,5068959.60421546
"MA",2018-01-29,5068949.44496487
"MA",2018-01-30,5068939.28571429
"MA",2018-01-31,5068929.1264637
"MA",2018-02-01,5068918.96721311
"MA",2018-02-02,5068908.80796253
"MA",2018-02-03,5068898.64871194
"MA",2018-02-04,5068888.48946136
"MA",2018-02-05,5068878.33021077
"MA",2018-02-06,5068868.17096019
"MA",2018-02-07,5068858.0117096
"MA",2018-02-08,5068847.85245902
"MA",2018-02-09,5068837.69320843
"MA",2018-02-10,5068827.53395785
"MA",2018-02-11,5068817.37470726
"MA",2018-02-12,5068807.21545667
"MA",2018-02-13,5068797.05620609
"MA",2018-02-14,5068786.8969555
"MA",2018-02-15,5068776.73770492
"MA",2018-02-16,5068766.57845433
"MA",2018-02-17,5068756.41920375
"MA",2018-02-18,5068746.25995316
"MA",2018-02-19,5068736.10070258
"MA",2018-02-20,5068725.94145199
"MA",2018-02-21,5068715.78220141
"MA",2018-02-22,5068705.62295082
"MA",2018-02-23,5068695.46370023
"MA",2018-02-24,5068685.30444965
"MA",2018-02-25,5068675.14519906
"MA",2018-02-26,5068664.98594848
"MA",2018-02-27,5068654.82669789
"MA",2018-02-28,5068644.66744731
"MA",2018-03-01,5068634.50819672
"MA",2018-03-02,5068624.34894614
"MA",2018-03-03,5068614.18969555
"MA",2018-03-04,5068604.03044496
"MA",2018-03-05,5068593.87119438
"MA",2018-03-06,5068583.71194379
"MA",2018-03-07,5068573.55269321
"MA",2018-03-08,5068563.39344262
"MA",2018-03-09,5068553.23419204
"MA",2018-03-10,5068543.07494145
"MA",2018-03-11,5068532.91569087
"MA",2018-03-12,5068522.75644028
"MA",2018-03-13,5068512.5971897
"MA",2018-03-14,5068502.43793911
"MA",2018-03-15,5068492.27868852
"MA",2018-03-16,5068482.11943794
"MA",2018-03-17,5068471.96018735
"MA",2018-03-18,5068461.80093677
"MA",2018-03-19,5068451.64168618
"MA",2018-03-20,5068441.4824356
"MA",2018-03-21,5068431.32318501
"MA",2018-03-22,5068421.16393443
"MA",2018-03-23,5068411.00468384
"MA",2018-03-24,5068400.84543326
"MA",2018-03-25,5068390.68618267
"MA",2018-03-26,5068380.52693208
"MA",2018-03-27,5068370.3676815
"MA",2018-03-28,5068360.20843091
"MA",2018-03-29,5068350.04918033
"MA",2018-03-30,5068339.88992974
"MA",2018-03-31,5068329.73067916
"MA",2018-04-01,5068319.57142857
"MA",2018-04-02,5068309.41217799
"MA",2018-04-03,5068299.2529274
"MA",2018-04-04,5068289.09367681
"MA",2018-04-05,5068278.93442623
"MA",2018-04-06,5068268.77517564
"MA",2018-04-07,5068258.61592506
"MA",2018-04-08,5068248.45667447
"MA",2018-04-09,5068238.29742389
"MA",2018-04-10,5068228.1381733
"MA",2018-04-11,5068217.97892272
"MA",2018-04-12,5068207.81967213
"MA",2018-04-13,5068197.66042155
"MA",2018-04-14,5068187.50117096
"MA",2018-04-15,5068177.34192037
"MA",2018-04-16,5068167.18266979
"MA",2018-04-17,5068157.0234192
"MA",2018-04-18,5068146.86416862
"MA",2018-04-19,5068136.70491803
"MA",2018-04-20,5068126.54566745
"MA",2018-04-21,5068116.38641686
"MA",2018-04-22,5068106.22716628
"MA",2018-04-23,5068096.06791569
"MA",2018-04-24,5068085.90866511
"MA",2018-04-25,5068075.74941452
"MA",2018-04-26,5068065.59016393
"MA",2018-04-27,5068055.43091335
"MA",2018-04-28,5068045.27166276
"MA",2018-04-29,5068035.11241218
"MA",2018-04-30,5068024.95316159
"MA",2018-05-01,5068014.79391101
"MA",2018-05-02,5068004.63466042
"MA",2018-05-03,5067994.47540984
"MA",2018-05-04,5067984.31615925
"MA",2018-05-05,5067974.15690866
"MA",2018-05-06,5067963.99765808
"MA",2018-05-07,5067953.83840749
"MA",2018-05-08,5067943.67915691
"MA",2018-05-09,5067933.51990632
"MA",2018-05-10,5067923.36065574
"MA",2018-05-11,5067913.20140515
"MA",2018-05-12,5067903.04215457
"MA",2018-05-13,5067892.88290398
"MA",2018-05-14,5067882.7236534
"MA",2018-05-15,5067872.56440281
"MA",2018-05-16,5067862.40515222
"MA",2018-05-17,5067852.24590164
"MA",2018-05-18,5067842.08665105
"MA",2018-05-19,5067831.92740047
"MA",2018-05-20,5067821.76814988
"MA",2018-05-21,5067811.6088993
"MA",2018-05-22,5067801.44964871
"MA",2018-05-23,5067791.29039813
"MA",2018-05-24,5067781.13114754
"MA",2018-05-25,5067770.97189696
"MA",2018-05-26,5067760.81264637
"MA",2018-05-27,5067750.65339578
"MA",2018-05-28,5067740.4941452
"MA",2018-05-29,5067730.33489461
"MA",2018-05-30,5067720.17564403
"MA",2018-05-31,5067710.01639344
"MA",2018-06-01,5067699.85714286
"MA",2018-06-02,5067689.69789227
"MA",2018-06-03,5067679.53864169
"MA",2018-06-04,5067669.3793911
"MA",2018-06-05,5067659.22014051
"MA",2018-06-06,5067649.06088993
"MA",2018-06-07,5067638.90163934
"MA",2018-06-08,5067628.74238876
"MA",2018-06-09,5067618.58313817
"MA",2018-06-10,5067608.42388759
"MA",2018-06-11,5067598.264637
"MA",2018-06-12,5067588.10538642
"MA",2018-06-13,5067577.94613583
"MA",2018-06-14,5067567.78688525
"MA",2018-06-15,5067557.62763466
"MA",2018-06-16,5067547.46838407
"MA",2018-06-17,5067537.30913349
"MA",2018-06-18,5067527.1498829
"MA",2018-06-19,5067516.99063232
"MA",2018-06-20,5067506.83138173
"MA",2018-06-21,5067496.67213115
"MA",2018-06-22,5067486.51288056
"MA",2018-06-23,5067476.35362998
"MA",2018-06-24,5067466.19437939
"MA",2018-06-25,5067456.03512881
"MA",2018-06-26,5067445.87587822
"MA",2018-06-27,5067435.71662764
"MA",2018-06-28,5067425.55737705
"MA",2018-06-29,5067415.39812646
"MA",2018-06-30,5067405.23887588
"MA",2018-07-01,5067395.07962529
"MA",2018-07-02,5067384.92037471
"MA",2018-07-03,5067374.76112412
"MA",2018-07-04,5067364.60187354
"MA",2018-07-05,5067354.44262295
"MA",2018-07-06,5067344.28337236
"MA",2018-07-07,5067334.12412178
"MA",2018-07-08,5067323.96487119
"MA",2018-07-09,5067313.80562061
"MA",2018-07-10,5067303.64637002
"MA",2018-07-11,5067293.48711944
"MA",2018-07-12,5067283.32786885
"MA",2018-07-13,5067273.16861827
"MA",2018-07-14,5067263.00936768
"MA",2018-07-15,5067252.8501171
"MA",2018-07-16,5067242.69086651
"MA",2018-07-17,5067232.53161593
"MA",2018-07-18,5067222.37236534
"MA",2018-07-19,5067212.21311475
"MA",2018-07-20,5067202.05386417
"MA",2018-07-21,5067191.89461358
"MA",2018-07-22,5067181.735363
"MA",2018-07-23,5067171.57611241
"MA",2018-07-24,5067161.41686183
"MA",2018-07-25,5067151.25761124
"MA",2018-07-26,5067141.09836066
"MA",2018-07-27,5067130.93911007
"MA",2018-07-28,5067120.77985949
"MA",2018-07-29,5067110.6206089
"MA",2018-07-30,5067100.46135831
"MA",2018-07-31,5067090.30210773
"MA",2018-08-01,5067080.14285714
"MA",2018-08-02,5067069.98360656
"MA",2018-08-03,5067059.82435597
"MA",2018-08-04,5067049.66510539
"MA",2018-08-05,5067039.5058548
"MA",2018-08-06,5067029.34660422
"MA",2018-08-07,5067019.18735363
"MA",2018-08-08,5067009.02810304
"MA",2018-08-09,5066998.86885246
"MA",2018-08-10,5066988.70960187
"MA",2018-08-11,5066978.55035129
"MA",2018-08-12,5066968.3911007
"MA",2018-08-13,5066958.23185012
"MA",2018-08-14,5066948.07259953
"MA",2018-08-15,5066937.91334895
"MA",2018-08-16,5066927.75409836
"MA",2018-08-17,5066917.59484778
"MA",2018-08-18,5066907.43559719
"MA",2018-08-19,5066897.2763466
"MA",2018-08-20,5066887.11709602
"MA",2018-08-21,5066876.95784543
"MA",2018-08-22,5066866.79859485
"MA",2018-08-23,5066856.63934426
"MA",2018-08-24,5066846.48009368
"MA",2018-08-25,5066836.32084309
"MA",2018-08-26,5066826.16159251
"MA",2018-08-27,5066816.00234192
"MA",2018-08-28,5066805.84309134
"MA",2018-08-29,5066795.68384075
"MA",2018-08-30,5066785.52459016
"MA",2018-08-31,5066775.36533958
"MA",2018-09-01,5066765.20608899
"MA",2018-09-02,5066755.04683841
"MA",2018-09-03,5066744.88758782
"MA",2018-09-04,5066734.72833724
"MA",2018-09-05,5066724.56908665
"MA",2018-09-06,5066714.40983607
"MA",2018-09-07,5066704.25058548
"MA",2018-09-08,5066694.09133489
"MA",2018-09-09,5066683.93208431
"MA",2018-09-10,5066673.77283372
"MA",2018-09-11,5066663.61358314
"MA",2018-09-12,5066653.45433255
"MA",2018-09-13,5066643.29508197
"MA",2018-09-14,5066633.13583138
"MA",2018-09-15,5066622.9765808
"MA",2018-09-16,5066612.81733021
"MA",2018-09-17,5066602.65807963
"MA",2018-09-18,5066592.49882904
"MA",2018-09-19,5066582.33957845
"MA",2018-09-20,5066572.18032787
"MA",2018-09-21,5066562.02107728
"MA",2018-09-22,5066551.8618267
"MA",2018-09-23,5066541.70257611
"MA",2018-09-24,5066531.54332553
"MA",2018-09-25,5066521.38407494
"MA",2018-09-26,5066511.22482436
"MA",2018-09-27,5066501.06557377
"MA",2018-09-28,5066490.90632319
"MA",2018-09-29,5066480.7470726
"MA",2018-09-30,5066470.58782201
"MA",2018-10-01,5066460.42857143
"MA",2018-10-02,5066450.26932084
"MA",2018-10-03,5066440.11007026
"MA",2018-10-04,5066429.95081967
"MA",2018-10-05,5066419.79156909
"MA",2018-10-06,5066409.6323185
"MA",2018-10-07,5066399.47306792
"MA",2018-10-08,5066389.31381733
"MA",2018-10-09,5066379.15456674
"MA",2018-10-10,5066368.99531616
"MA",2018-10-11,5066358.83606557
"MA",2018-10-12,5066348.67681499
"MA",2018-10-13,5066338.5175644
"MA",2018-10-14,5066328.35831382
"MA",2018-10-15,5066318.19906323
"MA",2018-10-16,5066308.03981265
"MA",2018-10-17,5066297.88056206
"MA",2018-10-18,5066287.72131148
"MA",2018-10-19,5066277.56206089
"MA",2018-10-20,5066267.4028103
"MA",2018-10-21,5066257.24355972
"MA",2018-10-22,5066247.08430913
"MA",2018-10-23,5066236.92505855
"MA",2018-10-24,5066226.76580796
"MA",2018-10-25,5066216.60655738
"MA",2018-10-26,5066206.44730679
"MA",2018-10-27,5066196.28805621
"MA",2018-10-28,5066186.12880562
"MA",2018-10-29,5066175.96955504
"MA",2018-10-30,5066165.81030445
"MA",2018-10-31,5066155.65105386
"MA",2018-11-01,5066145.49180328
"MA",2018-11-02,5066135.33255269
"MA",2018-11-03,5066125.17330211
"MA",2018-11-04,5066115.01405152
"MA",2018-11-05,5066104.85480094
"MA",2018-11-06,5066094.69555035
"MA",2018-11-07,5066084.53629977
"MA",2018-11-08,5066074.37704918
"MA",2018-11-09,5066064.21779859
"MA",2018-11-10,5066054.05854801
"MA",2018-11-11,5066043.89929742
"MA",2018-11-12,5066033.74004684
"MA",2018-11-13,5066023.58079625
"MA",2018-11-14,5066013.42154567
"MA",2018-11-15,5066003.26229508
"MA",2018-11-16,5065993.1030445
"MA",2018-11-17,5065982.94379391
"MA",2018-11-18,5065972.78454333
"MA",2018-11-19,5065962.62529274
"MA",2018-11-20,5065952.46604215
"MA",2018-11-21,5065942.30679157
"MA",2018-11-22,5065932.14754098
"MA",2018-11-23,5065921.9882904
"MA",2018-11-24,5065911.82903981
"MA",2018-11-25,5065901.66978923
"MA",2018-11-26,5065891.51053864
"MA",2018-11-27,5065881.35128806
"MA",2018-11-28,5065871.19203747
"MA",2018-11-29,5065861.03278689
"MA",2018-11-30,5065850.8735363
"MA",2018-12-01,5065840.71428571
"MA",2018-12-02,5065830.55503513
"MA",2018-12-03,5065820.39578454
"MA",2018-12-04,5065810.23653396
"MA",2018-12-05,5065800.07728337
"MA",2018-12-06,5065789.91803279
"MA",2018-12-07,5065779.7587822
"MA",2018-12-08,5065769.59953162
"MA",2018-12-09,5065759.44028103
"MA",2018-12-10,5065749.28103045
"MA",2018-12-11,5065739.12177986
"MA",2018-12-12,5065728.96252927
"MA",2018-12-13,5065718.80327869
"MA",2018-12-14,5065708.6440281
"MA",2018-12-15,5065698.48477752
"MA",2018-12-16,5065688.32552693
"MA",2018-12-17,5065678.16627635
"MA",2018-12-18,5065668.00702576
"MA",2018-12-19,5065657.84777518
"MA",2018-12-20,5065647.68852459
"MA",2018-12-21,5065637.529274
"MA",2018-12-22,5065627.37002342
"MA",2018-12-23,5065617.21077283
"MA",2018-12-24,5065607.05152225
"MA",2018-12-25,5065596.89227166
"MA",2018-12-26,5065586.73302108
"MA",2018-12-27,5065576.57377049
"MA",2018-12-28,5065566.41451991
"MA",2018-12-29,5065556.25526932
"MA",2018-12-30,5065546.09601874
"MA",2018-12-31,5065535.93676815
"MA",2019-01-01,5065525.77751756
"MA",2019-01-02,5065515.61826698
"MA",2019-01-03,5065505.45901639
"MA",2019-01-04,5065495.29976581
"MA",2019-01-05,5065485.14051522
"MA",2019-01-06,5065474.98126464
"MA",2019-01-07,5065464.82201405
"MA",2019-01-08,5065454.66276347
"MA",2019-01-09,5065444.50351288
"MA",2019-01-10,5065434.3442623
"MA",2019-01-11,5065424.18501171
"MA",2019-01-12,5065414.02576112
"MA",2019-01-13,5065403.86651054
"MA",2019-01-14,5065393.70725995
"MA",2019-01-15,5065383.54800937
"MA",2019-01-16,5065373.38875878
"MA",2019-01-17,5065363.2295082
"MA",2019-01-18,5065353.07025761
"MA",2019-01-19,5065342.91100703
"MA",2019-01-20,5065332.75175644
"MA",2019-01-21,5065322.59250585
"MA",2019-01-22,5065312.43325527
"MA",2019-01-23,5065302.27400468
"MA",2019-01-24,5065292.1147541
"MA",2019-01-25,5065281.95550351
"MA",2019-01-26,5065271.79625293
"MA",2019-01-27,5065261.63700234
"MA",2019-01-28,5065251.47775176
"MA",2019-01-29,5065241.31850117
"MA",2019-01-30,5065231.15925059
"MA",2019-01-31,5065221
"MA",2019-02-01,5065209.85508982
"MA",2019-02-02,5065198.71017964
"MA",2019-02-03,5065187.56526946
"MA",2019-02-04,5065176.42035928
"MA",2019-02-05,5065165.2754491
"MA",2019-02-06,5065154.13053892
"MA",2019-02-07,5065142.98562874
"MA",2019-02-08,5065131.84071856
"MA",2019-02-09,5065120.69580838
"MA",2019-02-10,5065109.5508982
"MA",2019-02-11,5065098.40598802
"MA",2019-02-12,5065087.26107784
"MA",2019-02-13,5065076.11616766
"MA",2019-02-14,5065064.97125749
"MA",2019-02-15,5065053.82634731
"MA",2019-02-16,5065042.68143713
"MA",2019-02-17,5065031.53652695
"MA",2019-02-18,5065020.39161677
"MA",2019-02-19,5065009.24670659
"MA",2019-02-20,5064998.10179641
"MA",2019-02-21,5064986.95688623
"MA",2019-02-22,5064975.81197605
"MA",2019-02-23,5064964.66706587
"MA",2019-02-24,5064953.52215569
"MA",2019-02-25,5064942.37724551
"MA",2019-02-26,5064931.23233533
"MA",2019-02-27,5064920.08742515
"MA",2019-02-28,5064908.94251497
"MA",2019-03-01,5064897.79760479
"MA",2019-03-02,5064886.65269461
"MA",2019-03-03,5064875.50778443
"MA",2019-03-04,5064864.36287425
"MA",2019-03-05,5064853.21796407
"MA",2019-03-06,5064842.07305389
"MA",2019-03-07,5064830.92814371
"MA",2019-03-08,5064819.78323353
"MA",2019-03-09,5064808.63832335
"MA",2019-03-10,5064797.49341317
"MA",2019-03-11,5064786.34850299
"MA",2019-03-12,5064775.20359281
"MA",2019-03-13,5064764.05868263
"MA",2019-03-14,5064752.91377246
"MA",2019-03-15,5064741.76886228
"MA",2019-03-16,5064730.6239521
"MA",2019-03-17,5064719.47904192
"MA",2019-03-18,5064708.33413174
"MA",2019-03-19,5064697.18922156
"MA",2019-03-20,5064686.04431138
"MA",2019-03-21,5064674.8994012
"MA",2019-03-22,5064663.75449102
"MA",2019-03-23,5064652.60958084
"MA",2019-03-24,5064641.46467066
"MA",2019-03-25,5064630.31976048
"MA",2019-03-26,5064619.1748503
"MA",2019-03-27,5064608.02994012
"MA",2019-03-28,5064596.88502994
"MA",2019-03-29,5064585.74011976
"MA",2019-03-30,5064574.59520958
"MA",2019-03-31,5064563.4502994
"MA",2019-04-01,5064552.30538922
"MA",2019-04-02,5064541.16047904
"MA",2019-04-03,5064530.01556886
"MA",2019-04-04,5064518.87065868
"MA",2019-04-05,5064507.7257485
"MA",2019-04-06,5064496.58083832
"MA",2019-04-07,5064485.43592814
"MA",2019-04-08,5064474.29101796
"MA",2019-04-09,5064463.14610778
"MA",2019-04-10,5064452.0011976
"MA",2019-04-11,5064440.85628743
"MA",2019-04-12,5064429.71137725
"MA",2019-04-13,5064418.56646707
"MA",2019-04-14,5064407.42155689
"MA",2019-04-15,5064396.27664671
"MA",2019-04-16,5064385.13173653
"MA",2019-04-17,5064373.98682635
"MA",2019-04-18,5064362.84191617
"MA",2019-04-19,5064351.69700599
"MA",2019-04-20,5064340.55209581
"MA",2019-04-21,5064329.40718563
"MA",2019-04-22,5064318.26227545
"MA",2019-04-23,5064307.11736527
"MA",2019-04-24,5064295.97245509
"MA",2019-04-25,5064284.82754491
"MA",2019-04-26,5064273.68263473
"MA",2019-04-27,5064262.53772455
"MA",2019-04-28,5064251.39281437
"MA",2019-04-29,5064240.24790419
"MA",2019-04-30,5064229.10299401
"MA",2019-05-01,5064217.95808383
"MA",2019-05-02,5064206.81317365
"MA",2019-05-03,5064195.66826347
"MA",2019-05-04,5064184.52335329
"MA",2019-05-05,5064173.37844311
"MA",2019-05-06,5064162.23353293
"MA",2019-05-07,5064151.08862275
"MA",2019-05-08,5064139.94371257
"MA",2019-05-09,5064128.7988024
"MA",2019-05-10,5064117.65389222
"MA",2019-05-11,5064106.50898204
"MA",2019-05-12,5064095.36407186
"MA",2019-05-13,5064084.21916168
"MA",2019-05-14,5064073.0742515
"MA",2019-05-15,5064061.92934132
"MA",2019-05-16,5064050.78443114
"MA",2019-05-17,5064039.63952096
"MA",2019-05-18,5064028.49461078
"MA",2019-05-19,5064017.3497006
"MA",2019-05-20,5064006.20479042
"MA",2019-05-21,5063995.05988024
"MA",2019-05-22,5063983.91497006
"MA",2019-05-23,5063972.77005988
"MA",2019-05-24,5063961.6251497
"MA",2019-05-25,5063950.48023952
"MA",2019-05-26,5063939.33532934
"MA",2019-05-27,5063928.19041916
"MA",2019-05-28,5063917.04550898
"MA",2019-05-29,5063905.9005988
"MA",2019-05-30,5063894.75568862
"MA",2019-05-31,5063883.61077844
"MA",2019-06-01,5063872.46586826
"MA",2019-06-02,5063861.32095808
"MA",2019-06-03,5063850.1760479
"MA",2019-06-04,5063839.03113772
"MA",2019-06-05,5063827.88622754
"MA",2019-06-06,5063816.74131737
"MA",2019-06-07,5063805.59640719
"MA",2019-06-08,5063794.45149701
"MA",2019-06-09,5063783.30658683
"MA",2019-06-10,5063772.16167665
