"State","Date","Urban_Mileage"
"MA",2019-12-10,65180.0392419355
"MA",2019-12-11,65180.4408521505
"MA",2019-12-12,65180.8424623656
"MA",2019-12-13,65181.2440725806
"MA",2019-12-14,65181.6456827957
"MA",2019-12-15,65182.0472930107
"MA",2019-12-16,65182.4489032258
"MA",2019-12-17,65182.8505134409
"MA",2019-12-18,65183.2521236559
"MA",2019-12-19,65183.653733871
"MA",2019-12-20,65184.055344086
"MA",2019-12-21,65184.4569543011
"MA",2019-12-22,65184.8585645161
"MA",2019-12-23,65185.2601747312
"MA",2019-12-24,65185.6617849462
"MA",2019-12-25,65186.0633951613
"MA",2019-12-26,65186.4650053763
"MA",2019-12-27,65186.8666155914
"MA",2019-12-28,65187.2682258064
"MA",2019-12-29,65187.6698360215
"MA",2019-12-30,65188.0714462366
"MA",2019-12-31,65188.4730564516
"MD",2016-02-08,42579.8100491803
"MD",2016-02-09,42580.0385409836
"MD",2016-02-10,42580.2670327869
"MD",2016-02-11,42580.4955245902
"MD",2016-02-12,42580.7240163934
"MD",2016-02-13,42580.9525081967
"MD",2016-02-14,42581.181
"MD",2016-02-15,42581.4094918033
"MD",2016-02-16,42581.6379836066
"MD",2016-02-17,42581.8664754098
"MD",2016-02-18,42582.0949672131
"MD",2016-02-19,42582.3234590164
"MD",2016-02-20,42582.5519508197
"MD",2016-02-21,42582.7804426229
"MD",2016-02-22,42583.0089344262
"MD",2016-02-23,42583.2374262295
"MD",2016-02-24,42583.4659180328
"MD",2016-02-25,42583.6944098361
"MD",2016-02-26,42583.9229016393
"MD",2016-02-27,42584.1513934426
"MD",2016-02-28,42584.3798852459
"MD",2016-02-29,42584.6083770492
"MD",2016-03-01,42584.8368688525
"MD",2016-03-02,42585.0653606557
"MD",2016-03-03,42585.293852459
"MD",2016-03-04,42585.5223442623
"MD",2016-03-05,42585.7508360656
"MD",2016-03-06,42585.9793278689
"MD",2016-03-07,42586.2078196721
"MD",2016-03-08,42586.4363114754
"MD",2016-03-09,42586.6648032787
"MD",2016-03-10,42586.893295082
"MD",2016-03-11,42587.1217868852
"MD",2016-03-12,42587.3502786885
"MD",2016-03-13,42587.5787704918
"MD",2016-03-14,42587.8072622951
"MD",2016-03-15,42588.0357540984
"MD",2016-03-16,42588.2642459016
"MD",2016-03-17,42588.4927377049
"MD",2016-03-18,42588.7212295082
"MD",2016-03-19,42588.9497213115
"MD",2016-03-20,42589.1782131148
"MD",2016-03-21,42589.406704918
"MD",2016-03-22,42589.6351967213
"MD",2016-03-23,42589.8636885246
"MD",2016-03-24,42590.0921803279
"MD",2016-03-25,42590.3206721312
"MD",2016-03-26,42590.5491639344
"MD",2016-03-27,42590.7776557377
"MD",2016-03-28,42591.006147541
"MD",2016-03-29,42591.2346393443
"MD",2016-03-30,42591.4631311475
"MD",2016-03-31,42591.6916229508
"MD",2016-04-01,42591.9201147541
"MD",2016-04-02,42592.1486065574
"MD",2016-04-03,42592.3770983607
"MD",2016-04-04,42592.6055901639
"MD",2016-04-05,42592.8340819672
"MD",2016-04-06,42593.0625737705
"MD",2016-04-07,42593.2910655738
"MD",2016-04-08,42593.519557377
"MD",2016-04-09,42593.7480491803
"MD",2016-04-10,42593.9765409836
"MD",2016-04-11,42594.2050327869
"MD",2016-04-12,42594.4335245902
"MD",2016-04-13,42594.6620163934
"MD",2016-04-14,42594.8905081967
"MD",2016-04-15,42595.119
"MD",2016-04-16,42595.3474918033
"MD",2016-04-17,42595.5759836066
"MD",2016-04-18,42595.8044754098
"MD",2016-04-19,42596.0329672131
"MD",2016-04-20,42596.2614590164
"MD",2016-04-21,42596.4899508197
"MD",2016-04-22,42596.718442623
"MD",2016-04-23,42596.9469344262
"MD",2016-04-24,42597.1754262295
"MD",2016-04-25,42597.4039180328
"MD",2016-04-26,42597.6324098361
"MD",2016-04-27,42597.8609016393
"MD",2016-04-28,42598.0893934426
"MD",2016-04-29,42598.3178852459
"MD",2016-04-30,42598.5463770492
"MD",2016-05-01,42598.7748688525
"MD",2016-05-02,42599.0033606557
"MD",2016-05-03,42599.231852459
"MD",2016-05-04,42599.4603442623
"MD",2016-05-05,42599.6888360656
"MD",2016-05-06,42599.9173278689
"MD",2016-05-07,42600.1458196721
"MD",2016-05-08,42600.3743114754
"MD",2016-05-09,42600.6028032787
"MD",2016-05-10,42600.831295082
"MD",2016-05-11,42601.0597868852
"MD",2016-05-12,42601.2882786885
"MD",2016-05-13,42601.5167704918
"MD",2016-05-14,42601.7452622951
"MD",2016-05-15,42601.9737540984
"MD",2016-05-16,42602.2022459016
"MD",2016-05-17,42602.4307377049
"MD",2016-05-18,42602.6592295082
"MD",2016-05-19,42602.8877213115
"MD",2016-05-20,42603.1162131148
"MD",2016-05-21,42603.344704918
"MD",2016-05-22,42603.5731967213
"MD",2016-05-23,42603.8016885246
"MD",2016-05-24,42604.0301803279
"MD",2016-05-25,42604.2586721311
"MD",2016-05-26,42604.4871639344
"MD",2016-05-27,42604.7156557377
"MD",2016-05-28,42604.944147541
"MD",2016-05-29,42605.1726393443
"MD",2016-05-30,42605.4011311475
"MD",2016-05-31,42605.6296229508
"MD",2016-06-01,42605.8581147541
"MD",2016-06-02,42606.0866065574
"MD",2016-06-03,42606.3150983607
"MD",2016-06-04,42606.5435901639
"MD",2016-06-05,42606.7720819672
"MD",2016-06-06,42607.0005737705
"MD",2016-06-07,42607.2290655738
"MD",2016-06-08,42607.457557377
"MD",2016-06-09,42607.6860491803
"MD",2016-06-10,42607.9145409836
"MD",2016-06-11,42608.1430327869
"MD",2016-06-12,42608.3715245902
"MD",2016-06-13,42608.6000163934
"MD",2016-06-14,42608.8285081967
"MD",2016-06-15,42609.057
"MD",2016-06-16,42609.2854918033
"MD",2016-06-17,42609.5139836066
"MD",2016-06-18,42609.7424754098
"MD",2016-06-19,42609.9709672131
"MD",2016-06-20,42610.1994590164
"MD",2016-06-21,42610.4279508197
"MD",2016-06-22,42610.656442623
"MD",2016-06-23,42610.8849344262
"MD",2016-06-24,42611.1134262295
"MD",2016-06-25,42611.3419180328
"MD",2016-06-26,42611.5704098361
"MD",2016-06-27,42611.7989016393
"MD",2016-06-28,42612.0273934426
"MD",2016-06-29,42612.2558852459
"MD",2016-06-30,42612.4843770492
"MD",2016-07-01,42612.7128688525
"MD",2016-07-02,42612.9413606557
"MD",2016-07-03,42613.169852459
"MD",2016-07-04,42613.3983442623
"MD",2016-07-05,42613.6268360656
"MD",2016-07-06,42613.8553278688
"MD",2016-07-07,42614.0838196721
"MD",2016-07-08,42614.3123114754
"MD",2016-07-09,42614.5408032787
"MD",2016-07-10,42614.769295082
"MD",2016-07-11,42614.9977868852
"MD",2016-07-12,42615.2262786885
"MD",2016-07-13,42615.4547704918
"MD",2016-07-14,42615.6832622951
"MD",2016-07-15,42615.9117540984
"MD",2016-07-16,42616.1402459016
"MD",2016-07-17,42616.3687377049
"MD",2016-07-18,42616.5972295082
"MD",2016-07-19,42616.8257213115
"MD",2016-07-20,42617.0542131148
"MD",2016-07-21,42617.282704918
"MD",2016-07-22,42617.5111967213
"MD",2016-07-23,42617.7396885246
"MD",2016-07-24,42617.9681803279
"MD",2016-07-25,42618.1966721311
"MD",2016-07-26,42618.4251639344
"MD",2016-07-27,42618.6536557377
"MD",2016-07-28,42618.882147541
"MD",2016-07-29,42619.1106393443
"MD",2016-07-30,42619.3391311475
"MD",2016-07-31,42619.5676229508
"MD",2016-08-01,42619.7961147541
"MD",2016-08-02,42620.0246065574
"MD",2016-08-03,42620.2530983607
"MD",2016-08-04,42620.4815901639
"MD",2016-08-05,42620.7100819672
"MD",2016-08-06,42620.9385737705
"MD",2016-08-07,42621.1670655738
"MD",2016-08-08,42621.3955573771
"MD",2016-08-09,42621.6240491803
"MD",2016-08-10,42621.8525409836
"MD",2016-08-11,42622.0810327869
"MD",2016-08-12,42622.3095245902
"MD",2016-08-13,42622.5380163934
"MD",2016-08-14,42622.7665081967
"MD",2016-08-15,42622.995
"MD",2016-08-16,42623.2234918033
"MD",2016-08-17,42623.4519836066
"MD",2016-08-18,42623.6804754098
"MD",2016-08-19,42623.9089672131
"MD",2016-08-20,42624.1374590164
"MD",2016-08-21,42624.3659508197
"MD",2016-08-22,42624.5944426229
"MD",2016-08-23,42624.8229344262
"MD",2016-08-24,42625.0514262295
"MD",2016-08-25,42625.2799180328
"MD",2016-08-26,42625.5084098361
"MD",2016-08-27,42625.7369016393
"MD",2016-08-28,42625.9653934426
"MD",2016-08-29,42626.1938852459
"MD",2016-08-30,42626.4223770492
"MD",2016-08-31,42626.6508688525
"MD",2016-09-01,42626.8793606557
"MD",2016-09-02,42627.107852459
"MD",2016-09-03,42627.3363442623
"MD",2016-09-04,42627.5648360656
"MD",2016-09-05,42627.7933278689
"MD",2016-09-06,42628.0218196721
"MD",2016-09-07,42628.2503114754
"MD",2016-09-08,42628.4788032787
"MD",2016-09-09,42628.707295082
"MD",2016-09-10,42628.9357868852
"MD",2016-09-11,42629.1642786885
"MD",2016-09-12,42629.3927704918
"MD",2016-09-13,42629.6212622951
"MD",2016-09-14,42629.8497540984
"MD",2016-09-15,42630.0782459016
"MD",2016-09-16,42630.3067377049
"MD",2016-09-17,42630.5352295082
"MD",2016-09-18,42630.7637213115
"MD",2016-09-19,42630.9922131148
"MD",2016-09-20,42631.220704918
"MD",2016-09-21,42631.4491967213
"MD",2016-09-22,42631.6776885246
"MD",2016-09-23,42631.9061803279
"MD",2016-09-24,42632.1346721311
"MD",2016-09-25,42632.3631639344
"MD",2016-09-26,42632.5916557377
"MD",2016-09-27,42632.820147541
"MD",2016-09-28,42633.0486393443
"MD",2016-09-29,42633.2771311475
"MD",2016-09-30,42633.5056229508
"MD",2016-10-01,42633.7341147541
"MD",2016-10-02,42633.9626065574
"MD",2016-10-03,42634.1910983607
"MD",2016-10-04,42634.4195901639
"MD",2016-10-05,42634.6480819672
"MD",2016-10-06,42634.8765737705
"MD",2016-10-07,42635.1050655738
"MD",2016-10-08,42635.333557377
"MD",2016-10-09,42635.5620491803
"MD",2016-10-10,42635.7905409836
"MD",2016-10-11,42636.0190327869
"MD",2016-10-12,42636.2475245902
"MD",2016-10-13,42636.4760163934
"MD",2016-10-14,42636.7045081967
"MD",2016-10-15,42636.933
"MD",2016-10-16,42637.1614918033
"MD",2016-10-17,42637.3899836066
"MD",2016-10-18,42637.6184754098
"MD",2016-10-19,42637.8469672131
"MD",2016-10-20,42638.0754590164
"MD",2016-10-21,42638.3039508197
"MD",2016-10-22,42638.5324426229
"MD",2016-10-23,42638.7609344262
"MD",2016-10-24,42638.9894262295
"MD",2016-10-25,42639.2179180328
"MD",2016-10-26,42639.4464098361
"MD",2016-10-27,42639.6749016393
"MD",2016-10-28,42639.9033934426
"MD",2016-10-29,42640.1318852459
"MD",2016-10-30,42640.3603770492
"MD",2016-10-31,42640.5888688525
"MD",2016-11-01,42640.8173606557
"MD",2016-11-02,42641.045852459
"MD",2016-11-03,42641.2743442623
"MD",2016-11-04,42641.5028360656
"MD",2016-11-05,42641.7313278689
"MD",2016-11-06,42641.9598196721
"MD",2016-11-07,42642.1883114754
"MD",2016-11-08,42642.4168032787
"MD",2016-11-09,42642.645295082
"MD",2016-11-10,42642.8737868852
"MD",2016-11-11,42643.1022786885
"MD",2016-11-12,42643.3307704918
"MD",2016-11-13,42643.5592622951
"MD",2016-11-14,42643.7877540984
"MD",2016-11-15,42644.0162459016
"MD",2016-11-16,42644.2447377049
"MD",2016-11-17,42644.4732295082
"MD",2016-11-18,42644.7017213115
"MD",2016-11-19,42644.9302131148
"MD",2016-11-20,42645.158704918
"MD",2016-11-21,42645.3871967213
"MD",2016-11-22,42645.6156885246
"MD",2016-11-23,42645.8441803279
"MD",2016-11-24,42646.0726721311
"MD",2016-11-25,42646.3011639344
"MD",2016-11-26,42646.5296557377
"MD",2016-11-27,42646.758147541
"MD",2016-11-28,42646.9866393443
"MD",2016-11-29,42647.2151311475
"MD",2016-11-30,42647.4436229508
"MD",2016-12-01,42647.6721147541
"MD",2016-12-02,42647.9006065574
"MD",2016-12-03,42648.1290983607
"MD",2016-12-04,42648.3575901639
"MD",2016-12-05,42648.5860819672
"MD",2016-12-06,42648.8145737705
"MD",2016-12-07,42649.0430655738
"MD",2016-12-08,42649.271557377
"MD",2016-12-09,42649.5000491803
"MD",2016-12-10,42649.7285409836
"MD",2016-12-11,42649.9570327869
"MD",2016-12-12,42650.1855245902
"MD",2016-12-13,42650.4140163934
"MD",2016-12-14,42650.6425081967
"MD",2016-12-15,42650.871
"MD",2016-12-16,42651.3249711191
"MD",2016-12-17,42651.7789422383
"MD",2016-12-18,42652.2329133574
"MD",2016-12-19,42652.6868844765
"MD",2016-12-20,42653.1408555957
"MD",2016-12-21,42653.5948267148
"MD",2016-12-22,42654.0487978339
"MD",2016-12-23,42654.5027689531
"MD",2016-12-24,42654.9567400722
"MD",2016-12-25,42655.4107111913
"MD",2016-12-26,42655.8646823105
"MD",2016-12-27,42656.3186534296
"MD",2016-12-28,42656.7726245487
"MD",2016-12-29,42657.2265956679
"MD",2016-12-30,42657.680566787
"MD",2016-12-31,42658.1345379061
"MD",2017-01-01,42658.5885090253
"MD",2017-01-02,42659.0424801444
"MD",2017-01-03,42659.4964512635
"MD",2017-01-04,42659.9504223827
"MD",2017-01-05,42660.4043935018
"MD",2017-01-06,42660.8583646209
"MD",2017-01-07,42661.3123357401
"MD",2017-01-08,42661.7663068592
"MD",2017-01-09,42662.2202779783
"MD",2017-01-10,42662.6742490975
"MD",2017-01-11,42663.1282202166
"MD",2017-01-12,42663.5821913357
"MD",2017-01-13,42664.0361624549
"MD",2017-01-14,42664.490133574
"MD",2017-01-15,42664.9441046931
"MD",2017-01-16,42665.3980758123
"MD",2017-01-17,42665.8520469314
"MD",2017-01-18,42666.3060180505
"MD",2017-01-19,42666.7599891697
"MD",2017-01-20,42667.2139602888
"MD",2017-01-21,42667.6679314079
"MD",2017-01-22,42668.1219025271
"MD",2017-01-23,42668.5758736462
"MD",2017-01-24,42669.0298447653
"MD",2017-01-25,42669.4838158845
"MD",2017-01-26,42669.9377870036
"MD",2017-01-27,42670.3917581227
"MD",2017-01-28,42670.8457292419
"MD",2017-01-29,42671.299700361
"MD",2017-01-30,42671.7536714801
"MD",2017-01-31,42672.2076425993
"MD",2017-02-01,42672.6616137184
"MD",2017-02-02,42673.1155848375
"MD",2017-02-03,42673.5695559567
"MD",2017-02-04,42674.0235270758
"MD",2017-02-05,42674.4774981949
"MD",2017-02-06,42674.9314693141
"MD",2017-02-07,42675.3854404332
"MD",2017-02-08,42675.8394115523
"MD",2017-02-09,42676.2933826715
"MD",2017-02-10,42676.7473537906
"MD",2017-02-11,42677.2013249097
"MD",2017-02-12,42677.6552960289
"MD",2017-02-13,42678.109267148
"MD",2017-02-14,42678.5632382671
"MD",2017-02-15,42679.0172093863
"MD",2017-02-16,42679.4711805054
"MD",2017-02-17,42679.9251516245
"MD",2017-02-18,42680.3791227437
"MD",2017-02-19,42680.8330938628
"MD",2017-02-20,42681.2870649819
"MD",2017-02-21,42681.7410361011
"MD",2017-02-22,42682.1950072202
"MD",2017-02-23,42682.6489783393
"MD",2017-02-24,42683.1029494585
"MD",2017-02-25,42683.5569205776
"MD",2017-02-26,42684.0108916968
"MD",2017-02-27,42684.4648628159
"MD",2017-02-28,42684.918833935
"MD",2017-03-01,42685.3728050542
"MD",2017-03-02,42685.8267761733
"MD",2017-03-03,42686.2807472924
"MD",2017-03-04,42686.7347184115
"MD",2017-03-05,42687.1886895307
"MD",2017-03-06,42687.6426606498
"MD",2017-03-07,42688.096631769
"MD",2017-03-08,42688.5506028881
"MD",2017-03-09,42689.0045740072
"MD",2017-03-10,42689.4585451264
"MD",2017-03-11,42689.9125162455
"MD",2017-03-12,42690.3664873646
"MD",2017-03-13,42690.8204584838
"MD",2017-03-14,42691.2744296029
"MD",2017-03-15,42691.728400722
"MD",2017-03-16,42692.1823718412
"MD",2017-03-17,42692.6363429603
"MD",2017-03-18,42693.0903140794
"MD",2017-03-19,42693.5442851986
"MD",2017-03-20,42693.9982563177
"MD",2017-03-21,42694.4522274368
"MD",2017-03-22,42694.906198556
"MD",2017-03-23,42695.3601696751
"MD",2017-03-24,42695.8141407942
"MD",2017-03-25,42696.2681119134
"MD",2017-03-26,42696.7220830325
"MD",2017-03-27,42697.1760541516
"MD",2017-03-28,42697.6300252708
"MD",2017-03-29,42698.0839963899
"MD",2017-03-30,42698.537967509
"MD",2017-03-31,42698.9919386282
"MD",2017-04-01,42699.4459097473
"MD",2017-04-02,42699.8998808664
"MD",2017-04-03,42700.3538519856
"MD",2017-04-04,42700.8078231047
"MD",2017-04-05,42701.2617942238
"MD",2017-04-06,42701.715765343
"MD",2017-04-07,42702.1697364621
"MD",2017-04-08,42702.6237075812
"MD",2017-04-09,42703.0776787004
"MD",2017-04-10,42703.5316498195
"MD",2017-04-11,42703.9856209386
"MD",2017-04-12,42704.4395920578
"MD",2017-04-13,42704.8935631769
"MD",2017-04-14,42705.347534296
"MD",2017-04-15,42705.8015054152
"MD",2017-04-16,42706.2554765343
"MD",2017-04-17,42706.7094476534
"MD",2017-04-18,42707.1634187726
"MD",2017-04-19,42707.6173898917
"MD",2017-04-20,42708.0713610108
"MD",2017-04-21,42708.52533213
"MD",2017-04-22,42708.9793032491
"MD",2017-04-23,42709.4332743682
"MD",2017-04-24,42709.8872454874
"MD",2017-04-25,42710.3412166065
"MD",2017-04-26,42710.7951877256
"MD",2017-04-27,42711.2491588448
"MD",2017-04-28,42711.7031299639
"MD",2017-04-29,42712.157101083
"MD",2017-04-30,42712.6110722022
"MD",2017-05-01,42713.0650433213
"MD",2017-05-02,42713.5190144404
"MD",2017-05-03,42713.9729855596
"MD",2017-05-04,42714.4269566787
"MD",2017-05-05,42714.8809277978
"MD",2017-05-06,42715.334898917
"MD",2017-05-07,42715.7888700361
"MD",2017-05-08,42716.2428411552
"MD",2017-05-09,42716.6968122744
"MD",2017-05-10,42717.1507833935
"MD",2017-05-11,42717.6047545126
"MD",2017-05-12,42718.0587256318
"MD",2017-05-13,42718.5126967509
"MD",2017-05-14,42718.96666787
"MD",2017-05-15,42719.4206389892
"MD",2017-05-16,42719.8746101083
"MD",2017-05-17,42720.3285812274
"MD",2017-05-18,42720.7825523466
"MD",2017-05-19,42721.2365234657
"MD",2017-05-20,42721.6904945848
"MD",2017-05-21,42722.144465704
"MD",2017-05-22,42722.5984368231
"MD",2017-05-23,42723.0524079422
"MD",2017-05-24,42723.5063790614
"MD",2017-05-25,42723.9603501805
"MD",2017-05-26,42724.4143212996
"MD",2017-05-27,42724.8682924188
"MD",2017-05-28,42725.3222635379
"MD",2017-05-29,42725.776234657
"MD",2017-05-30,42726.2302057762
"MD",2017-05-31,42726.6841768953
"MD",2017-06-01,42727.1381480144
"MD",2017-06-02,42727.5921191336
"MD",2017-06-03,42728.0460902527
"MD",2017-06-04,42728.5000613718
"MD",2017-06-05,42728.954032491
"MD",2017-06-06,42729.4080036101
"MD",2017-06-07,42729.8619747292
"MD",2017-06-08,42730.3159458484
"MD",2017-06-09,42730.7699169675
"MD",2017-06-10,42731.2238880866
"MD",2017-06-11,42731.6778592058
"MD",2017-06-12,42732.1318303249
"MD",2017-06-13,42732.585801444
"MD",2017-06-14,42733.0397725632
"MD",2017-06-15,42733.4937436823
"MD",2017-06-16,42733.9477148014
"MD",2017-06-17,42734.4016859206
"MD",2017-06-18,42734.8556570397
"MD",2017-06-19,42735.3096281588
"MD",2017-06-20,42735.763599278
"MD",2017-06-21,42736.2175703971
"MD",2017-06-22,42736.6715415162
"MD",2017-06-23,42737.1255126354
"MD",2017-06-24,42737.5794837545
"MD",2017-06-25,42738.0334548736
"MD",2017-06-26,42738.4874259928
"MD",2017-06-27,42738.9413971119
"MD",2017-06-28,42739.395368231
"MD",2017-06-29,42739.8493393502
"MD",2017-06-30,42740.3033104693
"MD",2017-07-01,42740.7572815884
"MD",2017-07-02,42741.2112527076
"MD",2017-07-03,42741.6652238267
"MD",2017-07-04,42742.1191949458
"MD",2017-07-05,42742.573166065
"MD",2017-07-06,42743.0271371841
"MD",2017-07-07,42743.4811083032
"MD",2017-07-08,42743.9350794224
"MD",2017-07-09,42744.3890505415
"MD",2017-07-10,42744.8430216607
"MD",2017-07-11,42745.2969927798
"MD",2017-07-12,42745.7509638989
"MD",2017-07-13,42746.2049350181
"MD",2017-07-14,42746.6589061372
"MD",2017-07-15,42747.1128772563
"MD",2017-07-16,42747.5668483754
"MD",2017-07-17,42748.0208194946
"MD",2017-07-18,42748.4747906137
"MD",2017-07-19,42748.9287617329
"MD",2017-07-20,42749.382732852
"MD",2017-07-21,42749.8367039711
"MD",2017-07-22,42750.2906750903
"MD",2017-07-23,42750.7446462094
"MD",2017-07-24,42751.1986173285
"MD",2017-07-25,42751.6525884477
"MD",2017-07-26,42752.1065595668
"MD",2017-07-27,42752.5605306859
"MD",2017-07-28,42753.0145018051
"MD",2017-07-29,42753.4684729242
"MD",2017-07-30,42753.9224440433
"MD",2017-07-31,42754.3764151625
"MD",2017-08-01,42754.8303862816
"MD",2017-08-02,42755.2843574007
"MD",2017-08-03,42755.7383285199
"MD",2017-08-04,42756.192299639
"MD",2017-08-05,42756.6462707581
"MD",2017-08-06,42757.1002418773
"MD",2017-08-07,42757.5542129964
"MD",2017-08-08,42758.0081841155
"MD",2017-08-09,42758.4621552347
"MD",2017-08-10,42758.9161263538
"MD",2017-08-11,42759.3700974729
"MD",2017-08-12,42759.8240685921
"MD",2017-08-13,42760.2780397112
"MD",2017-08-14,42760.7320108303
"MD",2017-08-15,42761.1859819495
"MD",2017-08-16,42761.6399530686
"MD",2017-08-17,42762.0939241877
"MD",2017-08-18,42762.5478953069
"MD",2017-08-19,42763.001866426
"MD",2017-08-20,42763.4558375451
"MD",2017-08-21,42763.9098086643
"MD",2017-08-22,42764.3637797834
"MD",2017-08-23,42764.8177509025
"MD",2017-08-24,42765.2717220217
"MD",2017-08-25,42765.7256931408
"MD",2017-08-26,42766.1796642599
"MD",2017-08-27,42766.6336353791
"MD",2017-08-28,42767.0876064982
"MD",2017-08-29,42767.5415776173
"MD",2017-08-30,42767.9955487365
"MD",2017-08-31,42768.4495198556
"MD",2017-09-01,42768.9034909747
"MD",2017-09-02,42769.3574620939
"MD",2017-09-03,42769.811433213
"MD",2017-09-04,42770.2654043321
"MD",2017-09-05,42770.7193754513
"MD",2017-09-06,42771.1733465704
"MD",2017-09-07,42771.6273176895
"MD",2017-09-08,42772.0812888087
"MD",2017-09-09,42772.5352599278
"MD",2017-09-10,42772.9892310469
"MD",2017-09-11,42773.4432021661
"MD",2017-09-12,42773.8971732852
"MD",2017-09-13,42774.3511444043
"MD",2017-09-14,42774.8051155235
"MD",2017-09-15,42775.2590866426
"MD",2017-09-16,42775.7130577617
"MD",2017-09-17,42776.1670288809
"MD",2017-09-18,42776.621
"MD",2017-09-19,42776.7060914454
"MD",2017-09-20,42776.7911828909
"MD",2017-09-21,42776.8762743363
"MD",2017-09-22,42776.9613657817
"MD",2017-09-23,42777.0464572271
"MD",2017-09-24,42777.1315486726
"MD",2017-09-25,42777.216640118
"MD",2017-09-26,42777.3017315634
"MD",2017-09-27,42777.3868230088
"MD",2017-09-28,42777.4719144543
"MD",2017-09-29,42777.5570058997
"MD",2017-09-30,42777.6420973451
"MD",2017-10-01,42777.7271887906
"MD",2017-10-02,42777.812280236
"MD",2017-10-03,42777.8973716814
"MD",2017-10-04,42777.9824631268
"MD",2017-10-05,42778.0675545723
"MD",2017-10-06,42778.1526460177
"MD",2017-10-07,42778.2377374631
"MD",2017-10-08,42778.3228289086
"MD",2017-10-09,42778.407920354
"MD",2017-10-10,42778.4930117994
"MD",2017-10-11,42778.5781032448
"MD",2017-10-12,42778.6631946903
"MD",2017-10-13,42778.7482861357
"MD",2017-10-14,42778.8333775811
"MD",2017-10-15,42778.9184690265
"MD",2017-10-16,42779.003560472
"MD",2017-10-17,42779.0886519174
"MD",2017-10-18,42779.1737433628
"MD",2017-10-19,42779.2588348083
"MD",2017-10-20,42779.3439262537
"MD",2017-10-21,42779.4290176991
"MD",2017-10-22,42779.5141091445
"MD",2017-10-23,42779.59920059
"MD",2017-10-24,42779.6842920354
"MD",2017-10-25,42779.7693834808
"MD",2017-10-26,42779.8544749263
"MD",2017-10-27,42779.9395663717
"MD",2017-10-28,42780.0246578171
"MD",2017-10-29,42780.1097492625
"MD",2017-10-30,42780.194840708
"MD",2017-10-31,42780.2799321534
"MD",2017-11-01,42780.3650235988
"MD",2017-11-02,42780.4501150442
"MD",2017-11-03,42780.5352064897
"MD",2017-11-04,42780.6202979351
"MD",2017-11-05,42780.7053893805
"MD",2017-11-06,42780.790480826
"MD",2017-11-07,42780.8755722714
"MD",2017-11-08,42780.9606637168
"MD",2017-11-09,42781.0457551622
"MD",2017-11-10,42781.1308466077
"MD",2017-11-11,42781.2159380531
"MD",2017-11-12,42781.3010294985
"MD",2017-11-13,42781.3861209439
"MD",2017-11-14,42781.4712123894
"MD",2017-11-15,42781.5563038348
"MD",2017-11-16,42781.6413952802
"MD",2017-11-17,42781.7264867257
"MD",2017-11-18,42781.8115781711
"MD",2017-11-19,42781.8966696165
"MD",2017-11-20,42781.9817610619
"MD",2017-11-21,42782.0668525074
"MD",2017-11-22,42782.1519439528
"MD",2017-11-23,42782.2370353982
"MD",2017-11-24,42782.3221268437
"MD",2017-11-25,42782.4072182891
"MD",2017-11-26,42782.4923097345
"MD",2017-11-27,42782.5774011799
"MD",2017-11-28,42782.6624926254
"MD",2017-11-29,42782.7475840708
"MD",2017-11-30,42782.8326755162
"MD",2017-12-01,42782.9177669616
"MD",2017-12-02,42783.0028584071
"MD",2017-12-03,42783.0879498525
"MD",2017-12-04,42783.1730412979
"MD",2017-12-05,42783.2581327434
"MD",2017-12-06,42783.3432241888
"MD",2017-12-07,42783.4283156342
"MD",2017-12-08,42783.5134070796
"MD",2017-12-09,42783.5984985251
"MD",2017-12-10,42783.6835899705
"MD",2017-12-11,42783.7686814159
"MD",2017-12-12,42783.8537728614
"MD",2017-12-13,42783.9388643068
"MD",2017-12-14,42784.0239557522
"MD",2017-12-15,42784.1090471976
"MD",2017-12-16,42784.1941386431
"MD",2017-12-17,42784.2792300885
"MD",2017-12-18,42784.3643215339
"MD",2017-12-19,42784.4494129794
"MD",2017-12-20,42784.5345044248
"MD",2017-12-21,42784.6195958702
"MD",2017-12-22,42784.7046873156
"MD",2017-12-23,42784.7897787611
"MD",2017-12-24,42784.8748702065
"MD",2017-12-25,42784.9599616519
"MD",2017-12-26,42785.0450530973
"MD",2017-12-27,42785.1301445428
"MD",2017-12-28,42785.2152359882
"MD",2017-12-29,42785.3003274336
"MD",2017-12-30,42785.3854188791
"MD",2017-12-31,42785.4705103245
"MD",2018-01-01,42785.5556017699
"MD",2018-01-02,42785.6406932153
"MD",2018-01-03,42785.7257846608
"MD",2018-01-04,42785.8108761062
"MD",2018-01-05,42785.8959675516
"MD",2018-01-06,42785.9810589971
"MD",2018-01-07,42786.0661504425
"MD",2018-01-08,42786.1512418879
"MD",2018-01-09,42786.2363333333
"MD",2018-01-10,42786.3214247788
"MD",2018-01-11,42786.4065162242
"MD",2018-01-12,42786.4916076696
"MD",2018-01-13,42786.576699115
"MD",2018-01-14,42786.6617905605
"MD",2018-01-15,42786.7468820059
"MD",2018-01-16,42786.8319734513
"MD",2018-01-17,42786.9170648968
"MD",2018-01-18,42787.0021563422
"MD",2018-01-19,42787.0872477876
"MD",2018-01-20,42787.172339233
"MD",2018-01-21,42787.2574306785
"MD",2018-01-22,42787.3425221239
"MD",2018-01-23,42787.4276135693
"MD",2018-01-24,42787.5127050147
"MD",2018-01-25,42787.5977964602
