"State","Date","Urban_Mileage"
"FL",2018-03-31,196219.273887906
"FL",2018-04-01,196220.322495575
"FL",2018-04-02,196221.371103245
"FL",2018-04-03,196222.419710914
"FL",2018-04-04,196223.468318584
"FL",2018-04-05,196224.516926254
"FL",2018-04-06,196225.565533923
"FL",2018-04-07,196226.614141593
"FL",2018-04-08,196227.662749263
"FL",2018-04-09,196228.711356932
"FL",2018-04-10,196229.759964602
"FL",2018-04-11,196230.808572271
"FL",2018-04-12,196231.857179941
"FL",2018-04-13,196232.905787611
"FL",2018-04-14,196233.95439528
"FL",2018-04-15,196235.00300295
"FL",2018-04-16,196236.051610619
"FL",2018-04-17,196237.100218289
"FL",2018-04-18,196238.148825959
"FL",2018-04-19,196239.197433628
"FL",2018-04-20,196240.246041298
"FL",2018-04-21,196241.294648968
"FL",2018-04-22,196242.343256637
"FL",2018-04-23,196243.391864307
"FL",2018-04-24,196244.440471976
"FL",2018-04-25,196245.489079646
"FL",2018-04-26,196246.537687316
"FL",2018-04-27,196247.586294985
"FL",2018-04-28,196248.634902655
"FL",2018-04-29,196249.683510324
"FL",2018-04-30,196250.732117994
"FL",2018-05-01,196251.780725664
"FL",2018-05-02,196252.829333333
"FL",2018-05-03,196253.877941003
"FL",2018-05-04,196254.926548673
"FL",2018-05-05,196255.975156342
"FL",2018-05-06,196257.023764012
"FL",2018-05-07,196258.072371681
"FL",2018-05-08,196259.120979351
"FL",2018-05-09,196260.169587021
"FL",2018-05-10,196261.21819469
"FL",2018-05-11,196262.26680236
"FL",2018-05-12,196263.315410029
"FL",2018-05-13,196264.364017699
"FL",2018-05-14,196265.412625369
"FL",2018-05-15,196266.461233038
"FL",2018-05-16,196267.509840708
"FL",2018-05-17,196268.558448378
"FL",2018-05-18,196269.607056047
"FL",2018-05-19,196270.655663717
"FL",2018-05-20,196271.704271386
"FL",2018-05-21,196272.752879056
"FL",2018-05-22,196273.801486726
"FL",2018-05-23,196274.850094395
"FL",2018-05-24,196275.898702065
"FL",2018-05-25,196276.947309735
"FL",2018-05-26,196277.995917404
"FL",2018-05-27,196279.044525074
"FL",2018-05-28,196280.093132743
"FL",2018-05-29,196281.141740413
"FL",2018-05-30,196282.190348083
"FL",2018-05-31,196283.238955752
"FL",2018-06-01,196284.287563422
"FL",2018-06-02,196285.336171091
"FL",2018-06-03,196286.384778761
"FL",2018-06-04,196287.433386431
"FL",2018-06-05,196288.4819941
"FL",2018-06-06,196289.53060177
"FL",2018-06-07,196290.57920944
"FL",2018-06-08,196291.627817109
"FL",2018-06-09,196292.676424779
"FL",2018-06-10,196293.725032448
"FL",2018-06-11,196294.773640118
"FL",2018-06-12,196295.822247788
"FL",2018-06-13,196296.870855457
"FL",2018-06-14,196297.919463127
"FL",2018-06-15,196298.968070796
"FL",2018-06-16,196300.016678466
"FL",2018-06-17,196301.065286136
"FL",2018-06-18,196302.113893805
"FL",2018-06-19,196303.162501475
"FL",2018-06-20,196304.211109145
"FL",2018-06-21,196305.259716814
"FL",2018-06-22,196306.308324484
"FL",2018-06-23,196307.356932153
"FL",2018-06-24,196308.405539823
"FL",2018-06-25,196309.454147493
"FL",2018-06-26,196310.502755162
"FL",2018-06-27,196311.551362832
"FL",2018-06-28,196312.599970501
"FL",2018-06-29,196313.648578171
"FL",2018-06-30,196314.697185841
"FL",2018-07-01,196315.74579351
"FL",2018-07-02,196316.79440118
"FL",2018-07-03,196317.84300885
"FL",2018-07-04,196318.891616519
"FL",2018-07-05,196319.940224189
"FL",2018-07-06,196320.988831858
"FL",2018-07-07,196322.037439528
"FL",2018-07-08,196323.086047198
"FL",2018-07-09,196324.134654867
"FL",2018-07-10,196325.183262537
"FL",2018-07-11,196326.231870206
"FL",2018-07-12,196327.280477876
"FL",2018-07-13,196328.329085546
"FL",2018-07-14,196329.377693215
"FL",2018-07-15,196330.426300885
"FL",2018-07-16,196331.474908555
"FL",2018-07-17,196332.523516224
"FL",2018-07-18,196333.572123894
"FL",2018-07-19,196334.620731563
"FL",2018-07-20,196335.669339233
"FL",2018-07-21,196336.717946903
"FL",2018-07-22,196337.766554572
"FL",2018-07-23,196338.815162242
"FL",2018-07-24,196339.863769911
"FL",2018-07-25,196340.912377581
"FL",2018-07-26,196341.960985251
"FL",2018-07-27,196343.00959292
"FL",2018-07-28,196344.05820059
"FL",2018-07-29,196345.10680826
"FL",2018-07-30,196346.155415929
"FL",2018-07-31,196347.204023599
"FL",2018-08-01,196348.252631268
"FL",2018-08-02,196349.301238938
"FL",2018-08-03,196350.349846608
"FL",2018-08-04,196351.398454277
"FL",2018-08-05,196352.447061947
"FL",2018-08-06,196353.495669617
"FL",2018-08-07,196354.544277286
"FL",2018-08-08,196355.592884956
"FL",2018-08-09,196356.641492625
"FL",2018-08-10,196357.690100295
"FL",2018-08-11,196358.738707965
"FL",2018-08-12,196359.787315634
"FL",2018-08-13,196360.835923304
"FL",2018-08-14,196361.884530973
"FL",2018-08-15,196362.933138643
"FL",2018-08-16,196363.981746313
"FL",2018-08-17,196365.030353982
"FL",2018-08-18,196366.078961652
"FL",2018-08-19,196367.127569322
"FL",2018-08-20,196368.176176991
"FL",2018-08-21,196369.224784661
"FL",2018-08-22,196370.27339233
"FL",2018-08-23,196371.322
"FL",2018-08-24,196372.65325
"FL",2018-08-25,196373.9845
"FL",2018-08-26,196375.31575
"FL",2018-08-27,196376.647
"FL",2018-08-28,196377.97825
"FL",2018-08-29,196379.3095
"FL",2018-08-30,196380.64075
"FL",2018-08-31,196381.972
"FL",2018-09-01,196383.30325
"FL",2018-09-02,196384.6345
"FL",2018-09-03,196385.96575
"FL",2018-09-04,196387.297
"FL",2018-09-05,196388.62825
"FL",2018-09-06,196389.9595
"FL",2018-09-07,196391.29075
"FL",2018-09-08,196392.622
"FL",2018-09-09,196393.95325
"FL",2018-09-10,196395.2845
"FL",2018-09-11,196396.61575
"FL",2018-09-12,196397.947
"FL",2018-09-13,196399.27825
"FL",2018-09-14,196400.6095
"FL",2018-09-15,196401.94075
"FL",2018-09-16,196403.272
"FL",2018-09-17,196404.60325
"FL",2018-09-18,196405.9345
"FL",2018-09-19,196407.26575
"FL",2018-09-20,196408.597
"FL",2018-09-21,196409.92825
"FL",2018-09-22,196411.2595
"FL",2018-09-23,196412.59075
"FL",2018-09-24,196413.922
"FL",2018-09-25,196415.25325
"FL",2018-09-26,196416.5845
"FL",2018-09-27,196417.91575
"FL",2018-09-28,196419.247
"FL",2018-09-29,196420.57825
"FL",2018-09-30,196421.9095
"FL",2018-10-01,196423.24075
"FL",2018-10-02,196424.572
"FL",2018-10-03,196425.90325
"FL",2018-10-04,196427.2345
"FL",2018-10-05,196428.56575
"FL",2018-10-06,196429.897
"FL",2018-10-07,196431.22825
"FL",2018-10-08,196432.5595
"FL",2018-10-09,196433.89075
"FL",2018-10-10,196435.222
"FL",2018-10-11,196436.55325
"FL",2018-10-12,196437.8845
"FL",2018-10-13,196439.21575
"FL",2018-10-14,196440.547
"FL",2018-10-15,196441.87825
"FL",2018-10-16,196443.2095
"FL",2018-10-17,196444.54075
"FL",2018-10-18,196445.872
"FL",2018-10-19,196447.20325
"FL",2018-10-20,196448.5345
"FL",2018-10-21,196449.86575
"FL",2018-10-22,196451.197
"FL",2018-10-23,196452.52825
"FL",2018-10-24,196453.8595
"FL",2018-10-25,196455.19075
"FL",2018-10-26,196456.522
"FL",2018-10-27,196457.85325
"FL",2018-10-28,196459.1845
"FL",2018-10-29,196460.51575
"FL",2018-10-30,196461.847
"FL",2018-10-31,196463.17825
"FL",2018-11-01,196464.5095
"FL",2018-11-02,196465.84075
"FL",2018-11-03,196467.172
"FL",2018-11-04,196468.50325
"FL",2018-11-05,196469.8345
"FL",2018-11-06,196471.16575
"FL",2018-11-07,196472.497
"FL",2018-11-08,196473.82825
"FL",2018-11-09,196475.1595
"FL",2018-11-10,196476.49075
"FL",2018-11-11,196477.822
"FL",2018-11-12,196479.15325
"FL",2018-11-13,196480.4845
"FL",2018-11-14,196481.81575
"FL",2018-11-15,196483.147
"FL",2018-11-16,196484.47825
"FL",2018-11-17,196485.8095
"FL",2018-11-18,196487.14075
"FL",2018-11-19,196488.472
"FL",2018-11-20,196489.80325
"FL",2018-11-21,196491.1345
"FL",2018-11-22,196492.46575
"FL",2018-11-23,196493.797
"FL",2018-11-24,196495.12825
"FL",2018-11-25,196496.4595
"FL",2018-11-26,196497.79075
"FL",2018-11-27,196499.122
"FL",2018-11-28,196500.45325
"FL",2018-11-29,196501.7845
"FL",2018-11-30,196503.11575
"FL",2018-12-01,196504.447
"FL",2018-12-02,196505.77825
"FL",2018-12-03,196507.1095
"FL",2018-12-04,196508.44075
"FL",2018-12-05,196509.772
"FL",2018-12-06,196511.10325
"FL",2018-12-07,196512.4345
"FL",2018-12-08,196513.76575
"FL",2018-12-09,196515.097
"FL",2018-12-10,196516.42825
"FL",2018-12-11,196517.7595
"FL",2018-12-12,196519.09075
"FL",2018-12-13,196520.422
"FL",2018-12-14,196521.75325
"FL",2018-12-15,196523.0845
"FL",2018-12-16,196524.41575
"FL",2018-12-17,196525.747
"FL",2018-12-18,196527.07825
"FL",2018-12-19,196528.4095
"FL",2018-12-20,196529.74075
"FL",2018-12-21,196531.072
"FL",2018-12-22,196532.40325
"FL",2018-12-23,196533.7345
"FL",2018-12-24,196535.06575
"FL",2018-12-25,196536.397
"FL",2018-12-26,196537.72825
"FL",2018-12-27,196539.0595
"FL",2018-12-28,196540.39075
"FL",2018-12-29,196541.722
"FL",2018-12-30,196543.05325
"FL",2018-12-31,196544.3845
"FL",2019-01-01,196545.71575
"FL",2019-01-02,196547.047
"FL",2019-01-03,196548.37825
"FL",2019-01-04,196549.7095
"FL",2019-01-05,196551.04075
"FL",2019-01-06,196552.372
"FL",2019-01-07,196553.70325
"FL",2019-01-08,196555.0345
"FL",2019-01-09,196556.36575
"FL",2019-01-10,196557.697
"FL",2019-01-11,196559.02825
"FL",2019-01-12,196560.3595
"FL",2019-01-13,196561.69075
"FL",2019-01-14,196563.022
"FL",2019-01-15,196564.35325
"FL",2019-01-16,196565.6845
"FL",2019-01-17,196567.01575
"FL",2019-01-18,196568.347
"FL",2019-01-19,196569.67825
"FL",2019-01-20,196571.0095
"FL",2019-01-21,196572.34075
"FL",2019-01-22,196573.672
"FL",2019-01-23,196575.00325
"FL",2019-01-24,196576.3345
"FL",2019-01-25,196577.66575
"FL",2019-01-26,196578.997
"FL",2019-01-27,196580.32825
"FL",2019-01-28,196581.6595
"FL",2019-01-29,196582.99075
"FL",2019-01-30,196584.322
"FL",2019-01-31,196585.65325
"FL",2019-02-01,196586.9845
"FL",2019-02-02,196588.31575
"FL",2019-02-03,196589.647
"FL",2019-02-04,196590.97825
"FL",2019-02-05,196592.3095
"FL",2019-02-06,196593.64075
"FL",2019-02-07,196594.972
"FL",2019-02-08,196596.30325
"FL",2019-02-09,196597.6345
"FL",2019-02-10,196598.96575
"FL",2019-02-11,196600.297
"FL",2019-02-12,196601.62825
"FL",2019-02-13,196602.9595
"FL",2019-02-14,196604.29075
"FL",2019-02-15,196605.622
"FL",2019-02-16,196606.95325
"FL",2019-02-17,196608.2845
"FL",2019-02-18,196609.61575
"FL",2019-02-19,196610.947
"FL",2019-02-20,196612.27825
"FL",2019-02-21,196613.6095
"FL",2019-02-22,196614.94075
"FL",2019-02-23,196616.272
"FL",2019-02-24,196617.60325
"FL",2019-02-25,196618.9345
"FL",2019-02-26,196620.26575
"FL",2019-02-27,196621.597
"FL",2019-02-28,196622.92825
"FL",2019-03-01,196624.2595
"FL",2019-03-02,196625.59075
"FL",2019-03-03,196626.922
"FL",2019-03-04,196628.25325
"FL",2019-03-05,196629.5845
"FL",2019-03-06,196630.91575
"FL",2019-03-07,196632.247
"FL",2019-03-08,196633.57825
"FL",2019-03-09,196634.9095
"FL",2019-03-10,196636.24075
"FL",2019-03-11,196637.572
"FL",2019-03-12,196638.90325
"FL",2019-03-13,196640.2345
"FL",2019-03-14,196641.56575
"FL",2019-03-15,196642.897
"FL",2019-03-16,196644.22825
"FL",2019-03-17,196645.5595
"FL",2019-03-18,196646.89075
"FL",2019-03-19,196648.222
"FL",2019-03-20,196649.55325
"FL",2019-03-21,196650.8845
"FL",2019-03-22,196652.21575
"FL",2019-03-23,196653.547
"FL",2019-03-24,196654.87825
"FL",2019-03-25,196656.2095
"FL",2019-03-26,196657.54075
"FL",2019-03-27,196658.872
"FL",2019-03-28,196660.20325
"FL",2019-03-29,196661.5345
"FL",2019-03-30,196662.86575
"FL",2019-03-31,196664.197
"FL",2019-04-01,196665.52825
"FL",2019-04-02,196666.8595
"FL",2019-04-03,196668.19075
"FL",2019-04-04,196669.522
"FL",2019-04-05,196670.85325
"FL",2019-04-06,196672.1845
"FL",2019-04-07,196673.51575
"FL",2019-04-08,196674.847
"FL",2019-04-09,196676.17825
"FL",2019-04-10,196677.5095
"FL",2019-04-11,196678.84075
"FL",2019-04-12,196680.172
"FL",2019-04-13,196681.50325
"FL",2019-04-14,196682.8345
"FL",2019-04-15,196684.16575
"FL",2019-04-16,196685.497
"FL",2019-04-17,196686.82825
"FL",2019-04-18,196688.1595
"FL",2019-04-19,196689.49075
"FL",2019-04-20,196690.822
"FL",2019-04-21,196692.15325
"FL",2019-04-22,196693.4845
"FL",2019-04-23,196694.81575
"FL",2019-04-24,196696.147
"FL",2019-04-25,196697.47825
"FL",2019-04-26,196698.8095
"FL",2019-04-27,196700.14075
"FL",2019-04-28,196701.472
"FL",2019-04-29,196702.80325
"FL",2019-04-30,196704.1345
"FL",2019-05-01,196705.46575
"FL",2019-05-02,196706.797
"FL",2019-05-03,196708.12825
"FL",2019-05-04,196709.4595
"FL",2019-05-05,196710.79075
"FL",2019-05-06,196712.122
"FL",2019-05-07,196713.45325
"FL",2019-05-08,196714.7845
"FL",2019-05-09,196716.11575
"FL",2019-05-10,196717.447
"FL",2019-05-11,196718.77825
"FL",2019-05-12,196720.1095
"FL",2019-05-13,196721.44075
"FL",2019-05-14,196722.772
"FL",2019-05-15,196724.10325
"FL",2019-05-16,196725.4345
"FL",2019-05-17,196726.76575
"FL",2019-05-18,196728.097
"FL",2019-05-19,196729.42825
"FL",2019-05-20,196730.7595
"FL",2019-05-21,196732.09075
"FL",2019-05-22,196733.422
"FL",2019-05-23,196734.75325
"FL",2019-05-24,196736.0845
"FL",2019-05-25,196737.41575
"FL",2019-05-26,196738.747
"FL",2019-05-27,196740.07825
"FL",2019-05-28,196741.4095
"FL",2019-05-29,196742.74075
"FL",2019-05-30,196744.072
"FL",2019-05-31,196745.40325
"FL",2019-06-01,196746.7345
"FL",2019-06-02,196748.06575
"FL",2019-06-03,196749.397
"FL",2019-06-04,196750.72825
"FL",2019-06-05,196752.0595
"FL",2019-06-06,196753.39075
"FL",2019-06-07,196754.722
"FL",2019-06-08,196756.05325
"FL",2019-06-09,196757.3845
"FL",2019-06-10,196758.71575
"FL",2019-06-11,196760.047
"FL",2019-06-12,196761.37825
"FL",2019-06-13,196762.7095
"FL",2019-06-14,196764.04075
"FL",2019-06-15,196765.372
"FL",2019-06-16,196766.70325
"FL",2019-06-17,196768.0345
"FL",2019-06-18,196769.36575
"FL",2019-06-19,196770.697
"FL",2019-06-20,196772.02825
"FL",2019-06-21,196773.3595
"FL",2019-06-22,196774.69075
"FL",2019-06-23,196776.022
"FL",2019-06-24,196777.35325
"FL",2019-06-25,196778.6845
"FL",2019-06-26,196780.01575
"FL",2019-06-27,196781.347
"FL",2019-06-28,196782.67825
"FL",2019-06-29,196784.0095
"FL",2019-06-30,196785.34075
"FL",2019-07-01,196786.672
"FL",2019-07-02,196788.00325
"FL",2019-07-03,196789.3345
"FL",2019-07-04,196790.66575
"FL",2019-07-05,196791.997
"FL",2019-07-06,196793.32825
"FL",2019-07-07,196794.6595
"FL",2019-07-08,196795.99075
"FL",2019-07-09,196797.322
"FL",2019-07-10,196798.65325
"FL",2019-07-11,196799.9845
"FL",2019-07-12,196801.31575
"FL",2019-07-13,196802.647
"FL",2019-07-14,196803.97825
"FL",2019-07-15,196805.3095
"FL",2019-07-16,196806.64075
"FL",2019-07-17,196807.972
"FL",2019-07-18,196809.30325
"FL",2019-07-19,196810.6345
"FL",2019-07-20,196811.96575
"FL",2019-07-21,196813.297
"FL",2019-07-22,196814.62825
"FL",2019-07-23,196815.9595
"FL",2019-07-24,196817.29075
"FL",2019-07-25,196818.622
"FL",2019-07-26,196819.95325
"FL",2019-07-27,196821.2845
"FL",2019-07-28,196822.61575
"FL",2019-07-29,196823.947
"FL",2019-07-30,196825.27825
"FL",2019-07-31,196826.6095
"FL",2019-08-01,196827.94075
"FL",2019-08-02,196829.272
"FL",2019-08-03,196830.60325
"FL",2019-08-04,196831.9345
"FL",2019-08-05,196833.26575
"FL",2019-08-06,196834.597
"FL",2019-08-07,196835.92825
"FL",2019-08-08,196837.2595
"FL",2019-08-09,196838.59075
"FL",2019-08-10,196839.922
"FL",2019-08-11,196841.25325
"FL",2019-08-12,196842.5845
"FL",2019-08-13,196843.91575
"FL",2019-08-14,196845.247
"FL",2019-08-15,196846.57825
"FL",2019-08-16,196847.9095
"FL",2019-08-17,196849.24075
"FL",2019-08-18,196850.572
"FL",2019-08-19,196851.90325
"FL",2019-08-20,196853.2345
"FL",2019-08-21,196854.56575
"FL",2019-08-22,196855.897
"FL",2019-08-23,196857.22825
"FL",2019-08-24,196858.5595
"FL",2019-08-25,196859.89075
"FL",2019-08-26,196861.222
"FL",2019-08-27,196862.55325
"FL",2019-08-28,196863.8845
"FL",2019-08-29,196865.21575
"FL",2019-08-30,196866.547
"FL",2019-08-31,196867.87825
"FL",2019-09-01,196869.2095
"FL",2019-09-02,196870.54075
"FL",2019-09-03,196871.872
"FL",2019-09-04,196873.20325
"FL",2019-09-05,196874.5345
"FL",2019-09-06,196875.86575
"FL",2019-09-07,196877.197
"FL",2019-09-08,196878.52825
"FL",2019-09-09,196879.8595
"FL",2019-09-10,196881.19075
"FL",2019-09-11,196882.522
"FL",2019-09-12,196883.85325
"FL",2019-09-13,196885.1845
"FL",2019-09-14,196886.51575
"FL",2019-09-15,196887.847
"FL",2019-09-16,196889.17825
"FL",2019-09-17,196890.5095
"FL",2019-09-18,196891.84075
"FL",2019-09-19,196893.172
"FL",2019-09-20,196894.50325
"FL",2019-09-21,196895.8345
"FL",2019-09-22,196897.16575
"FL",2019-09-23,196898.497
"FL",2019-09-24,196899.82825
"FL",2019-09-25,196901.1595
"FL",2019-09-26,196902.49075
"FL",2019-09-27,196903.822
"FL",2019-09-28,196905.15325
"FL",2019-09-29,196906.4845
"FL",2019-09-30,196907.81575
"FL",2019-10-01,196909.147
"FL",2019-10-02,196910.47825
"FL",2019-10-03,196911.8095
"FL",2019-10-04,196913.14075
"FL",2019-10-05,196914.472
"FL",2019-10-06,196915.80325
"FL",2019-10-07,196917.1345
"FL",2019-10-08,196918.46575
"FL",2019-10-09,196919.797
"FL",2019-10-10,196921.12825
"FL",2019-10-11,196922.4595
"FL",2019-10-12,196923.79075
"FL",2019-10-13,196925.122
"FL",2019-10-14,196926.45325
"FL",2019-10-15,196927.7845
"FL",2019-10-16,196929.11575
"FL",2019-10-17,196930.447
"FL",2019-10-18,196931.77825
"FL",2019-10-19,196933.1095
"FL",2019-10-20,196934.44075
"FL",2019-10-21,196935.772
"FL",2019-10-22,196937.10325
"FL",2019-10-23,196938.4345
"FL",2019-10-24,196939.76575
"FL",2019-10-25,196941.097
"FL",2019-10-26,196942.42825
"FL",2019-10-27,196943.7595
"FL",2019-10-28,196945.09075
"FL",2019-10-29,196946.422
"FL",2019-10-30,196947.75325
"FL",2019-10-31,196949.0845
"FL",2019-11-01,196950.41575
"FL",2019-11-02,196951.747
"FL",2019-11-03,196953.07825
"FL",2019-11-04,196954.4095
"FL",2019-11-05,196955.74075
"FL",2019-11-06,196957.072
"FL",2019-11-07,196958.40325
"FL",2019-11-08,196959.7345
"FL",2019-11-09,196961.06575
"FL",2019-11-10,196962.397
"FL",2019-11-11,196963.72825
"FL",2019-11-12,196965.0595
"FL",2019-11-13,196966.39075
"FL",2019-11-14,196967.722
"FL",2019-11-15,196969.05325
"FL",2019-11-16,196970.3845
"FL",2019-11-17,196971.71575
"FL",2019-11-18,196973.047
"FL",2019-11-19,196974.37825
"FL",2019-11-20,196975.7095
"FL",2019-11-21,196977.04075
"FL",2019-11-22,196978.372
"FL",2019-11-23,196979.70325
"FL",2019-11-24,196981.0345
"FL",2019-11-25,196982.36575
"FL",2019-11-26,196983.697
"FL",2019-11-27,196985.02825
"FL",2019-11-28,196986.3595
"FL",2019-11-29,196987.69075
"FL",2019-11-30,196989.022
"FL",2019-12-01,196990.35325
"FL",2019-12-02,196991.6845
"FL",2019-12-03,196993.01575
"FL",2019-12-04,196994.347
"FL",2019-12-05,196995.67825
"FL",2019-12-06,196997.0095
"FL",2019-12-07,196998.34075
"FL",2019-12-08,196999.672
"FL",2019-12-09,197001.00325
"FL",2019-12-10,197002.3345
"FL",2019-12-11,197003.66575
"FL",2019-12-12,197004.997
"FL",2019-12-13,197006.32825
"FL",2019-12-14,197007.6595
"FL",2019-12-15,197008.99075
"FL",2019-12-16,197010.322
"FL",2019-12-17,197011.65325
"FL",2019-12-18,197012.9845
"FL",2019-12-19,197014.31575
"FL",2019-12-20,197015.647
"FL",2019-12-21,197016.97825
"FL",2019-12-22,197018.3095
"FL",2019-12-23,197019.64075
"FL",2019-12-24,197020.972
"FL",2019-12-25,197022.30325
"FL",2019-12-26,197023.6345
"FL",2019-12-27,197024.96575
"FL",2019-12-28,197026.297
"FL",2019-12-29,197027.62825
"FL",2019-12-30,197028.9595
"FL",2019-12-31,197030.29075
"GA",2016-02-08,110928.915138173
"GA",2016-02-09,110929.164234192
"GA",2016-02-10,110929.413330211
"GA",2016-02-11,110929.66242623
"GA",2016-02-12,110929.911522248
"GA",2016-02-13,110930.160618267
"GA",2016-02-14,110930.409714286
"GA",2016-02-15,110930.658810304
"GA",2016-02-16,110930.907906323
"GA",2016-02-17,110931.157002342
"GA",2016-02-18,110931.406098361
"GA",2016-02-19,110931.655194379
"GA",2016-02-20,110931.904290398
"GA",2016-02-21,110932.153386417
"GA",2016-02-22,110932.402482436
"GA",2016-02-23,110932.651578454
"GA",2016-02-24,110932.900674473
"GA",2016-02-25,110933.149770492
"GA",2016-02-26,110933.398866511
"GA",2016-02-27,110933.647962529
"GA",2016-02-28,110933.897058548
"GA",2016-02-29,110934.146154567
"GA",2016-03-01,110934.395250585
"GA",2016-03-02,110934.644346604
"GA",2016-03-03,110934.893442623
"GA",2016-03-04,110935.142538642
"GA",2016-03-05,110935.39163466
"GA",2016-03-06,110935.640730679
"GA",2016-03-07,110935.889826698
"GA",2016-03-08,110936.138922717
"GA",2016-03-09,110936.388018735
"GA",2016-03-10,110936.637114754
"GA",2016-03-11,110936.886210773
"GA",2016-03-12,110937.135306792
"GA",2016-03-13,110937.38440281
"GA",2016-03-14,110937.633498829
"GA",2016-03-15,110937.882594848
"GA",2016-03-16,110938.131690867
"GA",2016-03-17,110938.380786885
"GA",2016-03-18,110938.629882904
"GA",2016-03-19,110938.878978923
"GA",2016-03-20,110939.128074941
"GA",2016-03-21,110939.37717096
"GA",2016-03-22,110939.626266979
"GA",2016-03-23,110939.875362998
"GA",2016-03-24,110940.124459016
"GA",2016-03-25,110940.373555035
"GA",2016-03-26,110940.622651054
"GA",2016-03-27,110940.871747073
"GA",2016-03-28,110941.120843091
"GA",2016-03-29,110941.36993911
"GA",2016-03-30,110941.619035129
"GA",2016-03-31,110941.868131148
"GA",2016-04-01,110942.117227166
"GA",2016-04-02,110942.366323185
"GA",2016-04-03,110942.615419204
"GA",2016-04-04,110942.864515222
"GA",2016-04-05,110943.113611241
"GA",2016-04-06,110943.36270726
"GA",2016-04-07,110943.611803279
"GA",2016-04-08,110943.860899297
"GA",2016-04-09,110944.109995316
"GA",2016-04-10,110944.359091335
"GA",2016-04-11,110944.608187354
"GA",2016-04-12,110944.857283372
"GA",2016-04-13,110945.106379391
"GA",2016-04-14,110945.35547541
"GA",2016-04-15,110945.604571429
"GA",2016-04-16,110945.853667447
"GA",2016-04-17,110946.102763466
"GA",2016-04-18,110946.351859485
"GA",2016-04-19,110946.600955504
"GA",2016-04-20,110946.850051522
"GA",2016-04-21,110947.099147541
"GA",2016-04-22,110947.34824356
"GA",2016-04-23,110947.597339578
"GA",2016-04-24,110947.846435597
"GA",2016-04-25,110948.095531616
"GA",2016-04-26,110948.344627635
"GA",2016-04-27,110948.593723653
"GA",2016-04-28,110948.842819672
"GA",2016-04-29,110949.091915691
"GA",2016-04-30,110949.34101171
"GA",2016-05-01,110949.590107728
"GA",2016-05-02,110949.839203747
"GA",2016-05-03,110950.088299766
"GA",2016-05-04,110950.337395785
"GA",2016-05-05,110950.586491803
"GA",2016-05-06,110950.835587822
"GA",2016-05-07,110951.084683841
"GA",2016-05-08,110951.333779859
"GA",2016-05-09,110951.582875878
"GA",2016-05-10,110951.831971897
"GA",2016-05-11,110952.081067916
"GA",2016-05-12,110952.330163934
"GA",2016-05-13,110952.579259953
"GA",2016-05-14,110952.828355972
"GA",2016-05-15,110953.077451991
"GA",2016-05-16,110953.326548009
"GA",2016-05-17,110953.575644028
"GA",2016-05-18,110953.824740047
"GA",2016-05-19,110954.073836066
"GA",2016-05-20,110954.322932084
"GA",2016-05-21,110954.572028103
"GA",2016-05-22,110954.821124122
"GA",2016-05-23,110955.070220141
"GA",2016-05-24,110955.319316159
"GA",2016-05-25,110955.568412178
"GA",2016-05-26,110955.817508197
"GA",2016-05-27,110956.066604215
"GA",2016-05-28,110956.315700234
"GA",2016-05-29,110956.564796253
"GA",2016-05-30,110956.813892272
"GA",2016-05-31,110957.06298829
"GA",2016-06-01,110957.312084309
"GA",2016-06-02,110957.561180328
"GA",2016-06-03,110957.810276347
"GA",2016-06-04,110958.059372365
"GA",2016-06-05,110958.308468384
"GA",2016-06-06,110958.557564403
"GA",2016-06-07,110958.806660422
"GA",2016-06-08,110959.05575644
"GA",2016-06-09,110959.304852459
"GA",2016-06-10,110959.553948478
"GA",2016-06-11,110959.803044496
"GA",2016-06-12,110960.052140515
"GA",2016-06-13,110960.301236534
"GA",2016-06-14,110960.550332553
"GA",2016-06-15,110960.799428571
"GA",2016-06-16,110961.04852459
"GA",2016-06-17,110961.297620609
"GA",2016-06-18,110961.546716628
"GA",2016-06-19,110961.795812646
"GA",2016-06-20,110962.044908665
"GA",2016-06-21,110962.294004684
"GA",2016-06-22,110962.543100703
"GA",2016-06-23,110962.792196721
"GA",2016-06-24,110963.04129274
"GA",2016-06-25,110963.290388759
"GA",2016-06-26,110963.539484778
"GA",2016-06-27,110963.788580796
"GA",2016-06-28,110964.037676815
"GA",2016-06-29,110964.286772834
"GA",2016-06-30,110964.535868852
"GA",2016-07-01,110964.784964871
"GA",2016-07-02,110965.03406089
"GA",2016-07-03,110965.283156909
"GA",2016-07-04,110965.532252927
"GA",2016-07-05,110965.781348946
"GA",2016-07-06,110966.030444965
"GA",2016-07-07,110966.279540984
"GA",2016-07-08,110966.528637002
"GA",2016-07-09,110966.777733021
"GA",2016-07-10,110967.02682904
"GA",2016-07-11,110967.275925059
"GA",2016-07-12,110967.525021077
"GA",2016-07-13,110967.774117096
"GA",2016-07-14,110968.023213115
"GA",2016-07-15,110968.272309133
"GA",2016-07-16,110968.521405152
"GA",2016-07-17,110968.770501171
"GA",2016-07-18,110969.01959719
"GA",2016-07-19,110969.268693208
"GA",2016-07-20,110969.517789227
"GA",2016-07-21,110969.766885246
"GA",2016-07-22,110970.015981265
"GA",2016-07-23,110970.265077283
"GA",2016-07-24,110970.514173302
"GA",2016-07-25,110970.763269321
"GA",2016-07-26,110971.01236534
