"State","Date","Rural_Mileage"
"CT",2017-04-13,11549.3294584838
"CT",2017-04-14,11549.3725631769
"CT",2017-04-15,11549.41566787
"CT",2017-04-16,11549.4587725632
"CT",2017-04-17,11549.5018772563
"CT",2017-04-18,11549.5449819495
"CT",2017-04-19,11549.5880866426
"CT",2017-04-20,11549.6311913357
"CT",2017-04-21,11549.6742960289
"CT",2017-04-22,11549.717400722
"CT",2017-04-23,11549.7605054152
"CT",2017-04-24,11549.8036101083
"CT",2017-04-25,11549.8467148014
"CT",2017-04-26,11549.8898194946
"CT",2017-04-27,11549.9329241877
"CT",2017-04-28,11549.9760288809
"CT",2017-04-29,11550.019133574
"CT",2017-04-30,11550.0622382671
"CT",2017-05-01,11550.1053429603
"CT",2017-05-02,11550.1484476534
"CT",2017-05-03,11550.1915523466
"CT",2017-05-04,11550.2346570397
"CT",2017-05-05,11550.2777617329
"CT",2017-05-06,11550.320866426
"CT",2017-05-07,11550.3639711191
"CT",2017-05-08,11550.4070758123
"CT",2017-05-09,11550.4501805054
"CT",2017-05-10,11550.4932851986
"CT",2017-05-11,11550.5363898917
"CT",2017-05-12,11550.5794945848
"CT",2017-05-13,11550.622599278
"CT",2017-05-14,11550.6657039711
"CT",2017-05-15,11550.7088086643
"CT",2017-05-16,11550.7519133574
"CT",2017-05-17,11550.7950180505
"CT",2017-05-18,11550.8381227437
"CT",2017-05-19,11550.8812274368
"CT",2017-05-20,11550.92433213
"CT",2017-05-21,11550.9674368231
"CT",2017-05-22,11551.0105415162
"CT",2017-05-23,11551.0536462094
"CT",2017-05-24,11551.0967509025
"CT",2017-05-25,11551.1398555957
"CT",2017-05-26,11551.1829602888
"CT",2017-05-27,11551.2260649819
"CT",2017-05-28,11551.2691696751
"CT",2017-05-29,11551.3122743682
"CT",2017-05-30,11551.3553790614
"CT",2017-05-31,11551.3984837545
"CT",2017-06-01,11551.4415884477
"CT",2017-06-02,11551.4846931408
"CT",2017-06-03,11551.5277978339
"CT",2017-06-04,11551.5709025271
"CT",2017-06-05,11551.6140072202
"CT",2017-06-06,11551.6571119134
"CT",2017-06-07,11551.7002166065
"CT",2017-06-08,11551.7433212996
"CT",2017-06-09,11551.7864259928
"CT",2017-06-10,11551.8295306859
"CT",2017-06-11,11551.8726353791
"CT",2017-06-12,11551.9157400722
"CT",2017-06-13,11551.9588447653
"CT",2017-06-14,11552.0019494585
"CT",2017-06-15,11552.0450541516
"CT",2017-06-16,11552.0881588448
"CT",2017-06-17,11552.1312635379
"CT",2017-06-18,11552.174368231
"CT",2017-06-19,11552.2174729242
"CT",2017-06-20,11552.2605776173
"CT",2017-06-21,11552.3036823105
"CT",2017-06-22,11552.3467870036
"CT",2017-06-23,11552.3898916968
"CT",2017-06-24,11552.4329963899
"CT",2017-06-25,11552.476101083
"CT",2017-06-26,11552.5192057762
"CT",2017-06-27,11552.5623104693
"CT",2017-06-28,11552.6054151625
"CT",2017-06-29,11552.6485198556
"CT",2017-06-30,11552.6916245487
"CT",2017-07-01,11552.7347292419
"CT",2017-07-02,11552.777833935
"CT",2017-07-03,11552.8209386282
"CT",2017-07-04,11552.8640433213
"CT",2017-07-05,11552.9071480144
"CT",2017-07-06,11552.9502527076
"CT",2017-07-07,11552.9933574007
"CT",2017-07-08,11553.0364620939
"CT",2017-07-09,11553.079566787
"CT",2017-07-10,11553.1226714801
"CT",2017-07-11,11553.1657761733
"CT",2017-07-12,11553.2088808664
"CT",2017-07-13,11553.2519855596
"CT",2017-07-14,11553.2950902527
"CT",2017-07-15,11553.3381949458
"CT",2017-07-16,11553.381299639
"CT",2017-07-17,11553.4244043321
"CT",2017-07-18,11553.4675090253
"CT",2017-07-19,11553.5106137184
"CT",2017-07-20,11553.5537184116
"CT",2017-07-21,11553.5968231047
"CT",2017-07-22,11553.6399277978
"CT",2017-07-23,11553.683032491
"CT",2017-07-24,11553.7261371841
"CT",2017-07-25,11553.7692418773
"CT",2017-07-26,11553.8123465704
"CT",2017-07-27,11553.8554512635
"CT",2017-07-28,11553.8985559567
"CT",2017-07-29,11553.9416606498
"CT",2017-07-30,11553.984765343
"CT",2017-07-31,11554.0278700361
"CT",2017-08-01,11554.0709747292
"CT",2017-08-02,11554.1140794224
"CT",2017-08-03,11554.1571841155
"CT",2017-08-04,11554.2002888087
"CT",2017-08-05,11554.2433935018
"CT",2017-08-06,11554.2864981949
"CT",2017-08-07,11554.3296028881
"CT",2017-08-08,11554.3727075812
"CT",2017-08-09,11554.4158122744
"CT",2017-08-10,11554.4589169675
"CT",2017-08-11,11554.5020216606
"CT",2017-08-12,11554.5451263538
"CT",2017-08-13,11554.5882310469
"CT",2017-08-14,11554.6313357401
"CT",2017-08-15,11554.6744404332
"CT",2017-08-16,11554.7175451264
"CT",2017-08-17,11554.7606498195
"CT",2017-08-18,11554.8037545126
"CT",2017-08-19,11554.8468592058
"CT",2017-08-20,11554.8899638989
"CT",2017-08-21,11554.9330685921
"CT",2017-08-22,11554.9761732852
"CT",2017-08-23,11555.0192779783
"CT",2017-08-24,11555.0623826715
"CT",2017-08-25,11555.1054873646
"CT",2017-08-26,11555.1485920578
"CT",2017-08-27,11555.1916967509
"CT",2017-08-28,11555.234801444
"CT",2017-08-29,11555.2779061372
"CT",2017-08-30,11555.3210108303
"CT",2017-08-31,11555.3641155235
"CT",2017-09-01,11555.4072202166
"CT",2017-09-02,11555.4503249097
"CT",2017-09-03,11555.4934296029
"CT",2017-09-04,11555.536534296
"CT",2017-09-05,11555.5796389892
"CT",2017-09-06,11555.6227436823
"CT",2017-09-07,11555.6658483755
"CT",2017-09-08,11555.7089530686
"CT",2017-09-09,11555.7520577617
"CT",2017-09-10,11555.7951624549
"CT",2017-09-11,11555.838267148
"CT",2017-09-12,11555.8813718412
"CT",2017-09-13,11555.9244765343
"CT",2017-09-14,11555.9675812274
"CT",2017-09-15,11556.0106859206
"CT",2017-09-16,11556.0537906137
"CT",2017-09-17,11556.0968953069
"CT",2017-09-18,11556.14
"CT",2017-09-19,11556.1484070796
"CT",2017-09-20,11556.1568141593
"CT",2017-09-21,11556.1652212389
"CT",2017-09-22,11556.1736283186
"CT",2017-09-23,11556.1820353982
"CT",2017-09-24,11556.1904424779
"CT",2017-09-25,11556.1988495575
"CT",2017-09-26,11556.2072566372
"CT",2017-09-27,11556.2156637168
"CT",2017-09-28,11556.2240707965
"CT",2017-09-29,11556.2324778761
"CT",2017-09-30,11556.2408849558
"CT",2017-10-01,11556.2492920354
"CT",2017-10-02,11556.257699115
"CT",2017-10-03,11556.2661061947
"CT",2017-10-04,11556.2745132743
"CT",2017-10-05,11556.282920354
"CT",2017-10-06,11556.2913274336
"CT",2017-10-07,11556.2997345133
"CT",2017-10-08,11556.3081415929
"CT",2017-10-09,11556.3165486726
"CT",2017-10-10,11556.3249557522
"CT",2017-10-11,11556.3333628319
"CT",2017-10-12,11556.3417699115
"CT",2017-10-13,11556.3501769911
"CT",2017-10-14,11556.3585840708
"CT",2017-10-15,11556.3669911504
"CT",2017-10-16,11556.3753982301
"CT",2017-10-17,11556.3838053097
"CT",2017-10-18,11556.3922123894
"CT",2017-10-19,11556.400619469
"CT",2017-10-20,11556.4090265487
"CT",2017-10-21,11556.4174336283
"CT",2017-10-22,11556.425840708
"CT",2017-10-23,11556.4342477876
"CT",2017-10-24,11556.4426548673
"CT",2017-10-25,11556.4510619469
"CT",2017-10-26,11556.4594690265
"CT",2017-10-27,11556.4678761062
"CT",2017-10-28,11556.4762831858
"CT",2017-10-29,11556.4846902655
"CT",2017-10-30,11556.4930973451
"CT",2017-10-31,11556.5015044248
"CT",2017-11-01,11556.5099115044
"CT",2017-11-02,11556.5183185841
"CT",2017-11-03,11556.5267256637
"CT",2017-11-04,11556.5351327434
"CT",2017-11-05,11556.543539823
"CT",2017-11-06,11556.5519469027
"CT",2017-11-07,11556.5603539823
"CT",2017-11-08,11556.5687610619
"CT",2017-11-09,11556.5771681416
"CT",2017-11-10,11556.5855752212
"CT",2017-11-11,11556.5939823009
"CT",2017-11-12,11556.6023893805
"CT",2017-11-13,11556.6107964602
"CT",2017-11-14,11556.6192035398
"CT",2017-11-15,11556.6276106195
"CT",2017-11-16,11556.6360176991
"CT",2017-11-17,11556.6444247788
"CT",2017-11-18,11556.6528318584
"CT",2017-11-19,11556.6612389381
"CT",2017-11-20,11556.6696460177
"CT",2017-11-21,11556.6780530973
"CT",2017-11-22,11556.686460177
"CT",2017-11-23,11556.6948672566
"CT",2017-11-24,11556.7032743363
"CT",2017-11-25,11556.7116814159
"CT",2017-11-26,11556.7200884956
"CT",2017-11-27,11556.7284955752
"CT",2017-11-28,11556.7369026549
"CT",2017-11-29,11556.7453097345
"CT",2017-11-30,11556.7537168142
"CT",2017-12-01,11556.7621238938
"CT",2017-12-02,11556.7705309735
"CT",2017-12-03,11556.7789380531
"CT",2017-12-04,11556.7873451327
"CT",2017-12-05,11556.7957522124
"CT",2017-12-06,11556.804159292
"CT",2017-12-07,11556.8125663717
"CT",2017-12-08,11556.8209734513
"CT",2017-12-09,11556.829380531
"CT",2017-12-10,11556.8377876106
"CT",2017-12-11,11556.8461946903
"CT",2017-12-12,11556.8546017699
"CT",2017-12-13,11556.8630088496
"CT",2017-12-14,11556.8714159292
"CT",2017-12-15,11556.8798230088
"CT",2017-12-16,11556.8882300885
"CT",2017-12-17,11556.8966371681
"CT",2017-12-18,11556.9050442478
"CT",2017-12-19,11556.9134513274
"CT",2017-12-20,11556.9218584071
"CT",2017-12-21,11556.9302654867
"CT",2017-12-22,11556.9386725664
"CT",2017-12-23,11556.947079646
"CT",2017-12-24,11556.9554867257
"CT",2017-12-25,11556.9638938053
"CT",2017-12-26,11556.972300885
"CT",2017-12-27,11556.9807079646
"CT",2017-12-28,11556.9891150442
"CT",2017-12-29,11556.9975221239
"CT",2017-12-30,11557.0059292035
"CT",2017-12-31,11557.0143362832
"CT",2018-01-01,11557.0227433628
"CT",2018-01-02,11557.0311504425
"CT",2018-01-03,11557.0395575221
"CT",2018-01-04,11557.0479646018
"CT",2018-01-05,11557.0563716814
"CT",2018-01-06,11557.0647787611
"CT",2018-01-07,11557.0731858407
"CT",2018-01-08,11557.0815929204
"CT",2018-01-09,11557.09
"CT",2018-01-10,11557.0984070796
"CT",2018-01-11,11557.1068141593
"CT",2018-01-12,11557.1152212389
"CT",2018-01-13,11557.1236283186
"CT",2018-01-14,11557.1320353982
"CT",2018-01-15,11557.1404424779
"CT",2018-01-16,11557.1488495575
"CT",2018-01-17,11557.1572566372
"CT",2018-01-18,11557.1656637168
"CT",2018-01-19,11557.1740707965
"CT",2018-01-20,11557.1824778761
"CT",2018-01-21,11557.1908849558
"CT",2018-01-22,11557.1992920354
"CT",2018-01-23,11557.207699115
"CT",2018-01-24,11557.2161061947
"CT",2018-01-25,11557.2245132743
"CT",2018-01-26,11557.232920354
"CT",2018-01-27,11557.2413274336
"CT",2018-01-28,11557.2497345133
"CT",2018-01-29,11557.2581415929
"CT",2018-01-30,11557.2665486726
"CT",2018-01-31,11557.2749557522
"CT",2018-02-01,11557.2833628319
"CT",2018-02-02,11557.2917699115
"CT",2018-02-03,11557.3001769911
"CT",2018-02-04,11557.3085840708
"CT",2018-02-05,11557.3169911504
"CT",2018-02-06,11557.3253982301
"CT",2018-02-07,11557.3338053097
"CT",2018-02-08,11557.3422123894
"CT",2018-02-09,11557.350619469
"CT",2018-02-10,11557.3590265487
"CT",2018-02-11,11557.3674336283
"CT",2018-02-12,11557.375840708
"CT",2018-02-13,11557.3842477876
"CT",2018-02-14,11557.3926548673
"CT",2018-02-15,11557.4010619469
"CT",2018-02-16,11557.4094690265
"CT",2018-02-17,11557.4178761062
"CT",2018-02-18,11557.4262831858
"CT",2018-02-19,11557.4346902655
"CT",2018-02-20,11557.4430973451
"CT",2018-02-21,11557.4515044248
"CT",2018-02-22,11557.4599115044
"CT",2018-02-23,11557.4683185841
"CT",2018-02-24,11557.4767256637
"CT",2018-02-25,11557.4851327434
"CT",2018-02-26,11557.493539823
"CT",2018-02-27,11557.5019469027
"CT",2018-02-28,11557.5103539823
"CT",2018-03-01,11557.5187610619
"CT",2018-03-02,11557.5271681416
"CT",2018-03-03,11557.5355752212
"CT",2018-03-04,11557.5439823009
"CT",2018-03-05,11557.5523893805
"CT",2018-03-06,11557.5607964602
"CT",2018-03-07,11557.5692035398
"CT",2018-03-08,11557.5776106195
"CT",2018-03-09,11557.5860176991
"CT",2018-03-10,11557.5944247788
"CT",2018-03-11,11557.6028318584
"CT",2018-03-12,11557.6112389381
"CT",2018-03-13,11557.6196460177
"CT",2018-03-14,11557.6280530973
"CT",2018-03-15,11557.636460177
"CT",2018-03-16,11557.6448672566
"CT",2018-03-17,11557.6532743363
"CT",2018-03-18,11557.6616814159
"CT",2018-03-19,11557.6700884956
"CT",2018-03-20,11557.6784955752
"CT",2018-03-21,11557.6869026549
"CT",2018-03-22,11557.6953097345
"CT",2018-03-23,11557.7037168142
"CT",2018-03-24,11557.7121238938
"CT",2018-03-25,11557.7205309735
"CT",2018-03-26,11557.7289380531
"CT",2018-03-27,11557.7373451327
"CT",2018-03-28,11557.7457522124
"CT",2018-03-29,11557.754159292
"CT",2018-03-30,11557.7625663717
"CT",2018-03-31,11557.7709734513
"CT",2018-04-01,11557.779380531
"CT",2018-04-02,11557.7877876106
"CT",2018-04-03,11557.7961946903
"CT",2018-04-04,11557.8046017699
"CT",2018-04-05,11557.8130088496
"CT",2018-04-06,11557.8214159292
"CT",2018-04-07,11557.8298230088
"CT",2018-04-08,11557.8382300885
"CT",2018-04-09,11557.8466371681
"CT",2018-04-10,11557.8550442478
"CT",2018-04-11,11557.8634513274
"CT",2018-04-12,11557.8718584071
"CT",2018-04-13,11557.8802654867
"CT",2018-04-14,11557.8886725664
"CT",2018-04-15,11557.897079646
"CT",2018-04-16,11557.9054867257
"CT",2018-04-17,11557.9138938053
"CT",2018-04-18,11557.922300885
"CT",2018-04-19,11557.9307079646
"CT",2018-04-20,11557.9391150442
"CT",2018-04-21,11557.9475221239
"CT",2018-04-22,11557.9559292035
"CT",2018-04-23,11557.9643362832
"CT",2018-04-24,11557.9727433628
"CT",2018-04-25,11557.9811504425
"CT",2018-04-26,11557.9895575221
"CT",2018-04-27,11557.9979646018
"CT",2018-04-28,11558.0063716814
"CT",2018-04-29,11558.0147787611
"CT",2018-04-30,11558.0231858407
"CT",2018-05-01,11558.0315929204
"CT",2018-05-02,11558.04
"CT",2018-05-03,11558.0484070796
"CT",2018-05-04,11558.0568141593
"CT",2018-05-05,11558.0652212389
"CT",2018-05-06,11558.0736283186
"CT",2018-05-07,11558.0820353982
"CT",2018-05-08,11558.0904424779
"CT",2018-05-09,11558.0988495575
"CT",2018-05-10,11558.1072566372
"CT",2018-05-11,11558.1156637168
"CT",2018-05-12,11558.1240707965
"CT",2018-05-13,11558.1324778761
"CT",2018-05-14,11558.1408849558
"CT",2018-05-15,11558.1492920354
"CT",2018-05-16,11558.157699115
"CT",2018-05-17,11558.1661061947
"CT",2018-05-18,11558.1745132743
"CT",2018-05-19,11558.182920354
"CT",2018-05-20,11558.1913274336
"CT",2018-05-21,11558.1997345133
"CT",2018-05-22,11558.2081415929
"CT",2018-05-23,11558.2165486726
"CT",2018-05-24,11558.2249557522
"CT",2018-05-25,11558.2333628319
"CT",2018-05-26,11558.2417699115
"CT",2018-05-27,11558.2501769912
"CT",2018-05-28,11558.2585840708
"CT",2018-05-29,11558.2669911504
"CT",2018-05-30,11558.2753982301
"CT",2018-05-31,11558.2838053097
"CT",2018-06-01,11558.2922123894
"CT",2018-06-02,11558.300619469
"CT",2018-06-03,11558.3090265487
"CT",2018-06-04,11558.3174336283
"CT",2018-06-05,11558.325840708
"CT",2018-06-06,11558.3342477876
"CT",2018-06-07,11558.3426548673
"CT",2018-06-08,11558.3510619469
"CT",2018-06-09,11558.3594690265
"CT",2018-06-10,11558.3678761062
"CT",2018-06-11,11558.3762831858
"CT",2018-06-12,11558.3846902655
"CT",2018-06-13,11558.3930973451
"CT",2018-06-14,11558.4015044248
"CT",2018-06-15,11558.4099115044
"CT",2018-06-16,11558.4183185841
"CT",2018-06-17,11558.4267256637
"CT",2018-06-18,11558.4351327434
"CT",2018-06-19,11558.443539823
"CT",2018-06-20,11558.4519469027
"CT",2018-06-21,11558.4603539823
"CT",2018-06-22,11558.4687610619
"CT",2018-06-23,11558.4771681416
"CT",2018-06-24,11558.4855752212
"CT",2018-06-25,11558.4939823009
"CT",2018-06-26,11558.5023893805
"CT",2018-06-27,11558.5107964602
"CT",2018-06-28,11558.5192035398
"CT",2018-06-29,11558.5276106195
"CT",2018-06-30,11558.5360176991
"CT",2018-07-01,11558.5444247788
"CT",2018-07-02,11558.5528318584
"CT",2018-07-03,11558.5612389381
"CT",2018-07-04,11558.5696460177
"CT",2018-07-05,11558.5780530973
"CT",2018-07-06,11558.586460177
"CT",2018-07-07,11558.5948672566
"CT",2018-07-08,11558.6032743363
"CT",2018-07-09,11558.6116814159
"CT",2018-07-10,11558.6200884956
"CT",2018-07-11,11558.6284955752
"CT",2018-07-12,11558.6369026549
"CT",2018-07-13,11558.6453097345
"CT",2018-07-14,11558.6537168142
"CT",2018-07-15,11558.6621238938
"CT",2018-07-16,11558.6705309735
"CT",2018-07-17,11558.6789380531
"CT",2018-07-18,11558.6873451327
"CT",2018-07-19,11558.6957522124
"CT",2018-07-20,11558.704159292
"CT",2018-07-21,11558.7125663717
"CT",2018-07-22,11558.7209734513
"CT",2018-07-23,11558.729380531
"CT",2018-07-24,11558.7377876106
"CT",2018-07-25,11558.7461946903
"CT",2018-07-26,11558.7546017699
"CT",2018-07-27,11558.7630088496
"CT",2018-07-28,11558.7714159292
"CT",2018-07-29,11558.7798230089
"CT",2018-07-30,11558.7882300885
"CT",2018-07-31,11558.7966371681
"CT",2018-08-01,11558.8050442478
"CT",2018-08-02,11558.8134513274
"CT",2018-08-03,11558.8218584071
"CT",2018-08-04,11558.8302654867
"CT",2018-08-05,11558.8386725664
"CT",2018-08-06,11558.847079646
"CT",2018-08-07,11558.8554867257
"CT",2018-08-08,11558.8638938053
"CT",2018-08-09,11558.872300885
"CT",2018-08-10,11558.8807079646
"CT",2018-08-11,11558.8891150442
"CT",2018-08-12,11558.8975221239
"CT",2018-08-13,11558.9059292035
"CT",2018-08-14,11558.9143362832
"CT",2018-08-15,11558.9227433628
"CT",2018-08-16,11558.9311504425
"CT",2018-08-17,11558.9395575221
"CT",2018-08-18,11558.9479646018
"CT",2018-08-19,11558.9563716814
"CT",2018-08-20,11558.9647787611
"CT",2018-08-21,11558.9731858407
"CT",2018-08-22,11558.9815929204
"CT",2018-08-23,11558.99
"CT",2018-08-24,11558.9925806452
"CT",2018-08-25,11558.9951612903
"CT",2018-08-26,11558.9977419355
"CT",2018-08-27,11559.0003225806
"CT",2018-08-28,11559.0029032258
"CT",2018-08-29,11559.005483871
"CT",2018-08-30,11559.0080645161
"CT",2018-08-31,11559.0106451613
"CT",2018-09-01,11559.0132258065
"CT",2018-09-02,11559.0158064516
"CT",2018-09-03,11559.0183870968
"CT",2018-09-04,11559.0209677419
"CT",2018-09-05,11559.0235483871
"CT",2018-09-06,11559.0261290323
"CT",2018-09-07,11559.0287096774
"CT",2018-09-08,11559.0312903226
"CT",2018-09-09,11559.0338709677
"CT",2018-09-10,11559.0364516129
"CT",2018-09-11,11559.0390322581
"CT",2018-09-12,11559.0416129032
"CT",2018-09-13,11559.0441935484
"CT",2018-09-14,11559.0467741935
"CT",2018-09-15,11559.0493548387
"CT",2018-09-16,11559.0519354839
"CT",2018-09-17,11559.054516129
"CT",2018-09-18,11559.0570967742
"CT",2018-09-19,11559.0596774194
"CT",2018-09-20,11559.0622580645
"CT",2018-09-21,11559.0648387097
"CT",2018-09-22,11559.0674193548
"CT",2018-09-23,11559.07
"CT",2018-09-24,11559.0725806452
"CT",2018-09-25,11559.0751612903
"CT",2018-09-26,11559.0777419355
"CT",2018-09-27,11559.0803225806
"CT",2018-09-28,11559.0829032258
"CT",2018-09-29,11559.085483871
"CT",2018-09-30,11559.0880645161
"CT",2018-10-01,11559.0906451613
"CT",2018-10-02,11559.0932258065
"CT",2018-10-03,11559.0958064516
"CT",2018-10-04,11559.0983870968
"CT",2018-10-05,11559.1009677419
"CT",2018-10-06,11559.1035483871
"CT",2018-10-07,11559.1061290323
"CT",2018-10-08,11559.1087096774
"CT",2018-10-09,11559.1112903226
"CT",2018-10-10,11559.1138709677
"CT",2018-10-11,11559.1164516129
"CT",2018-10-12,11559.1190322581
"CT",2018-10-13,11559.1216129032
"CT",2018-10-14,11559.1241935484
"CT",2018-10-15,11559.1267741935
"CT",2018-10-16,11559.1293548387
"CT",2018-10-17,11559.1319354839
"CT",2018-10-18,11559.134516129
"CT",2018-10-19,11559.1370967742
"CT",2018-10-20,11559.1396774194
"CT",2018-10-21,11559.1422580645
"CT",2018-10-22,11559.1448387097
"CT",2018-10-23,11559.1474193548
"CT",2018-10-24,11559.15
"CT",2018-10-25,11559.1525806452
"CT",2018-10-26,11559.1551612903
"CT",2018-10-27,11559.1577419355
"CT",2018-10-28,11559.1603225806
"CT",2018-10-29,11559.1629032258
"CT",2018-10-30,11559.165483871
"CT",2018-10-31,11559.1680645161
"CT",2018-11-01,11559.1706451613
"CT",2018-11-02,11559.1732258065
"CT",2018-11-03,11559.1758064516
"CT",2018-11-04,11559.1783870968
"CT",2018-11-05,11559.1809677419
"CT",2018-11-06,11559.1835483871
"CT",2018-11-07,11559.1861290323
"CT",2018-11-08,11559.1887096774
"CT",2018-11-09,11559.1912903226
"CT",2018-11-10,11559.1938709677
"CT",2018-11-11,11559.1964516129
"CT",2018-11-12,11559.1990322581
"CT",2018-11-13,11559.2016129032
"CT",2018-11-14,11559.2041935484
"CT",2018-11-15,11559.2067741935
"CT",2018-11-16,11559.2093548387
"CT",2018-11-17,11559.2119354839
"CT",2018-11-18,11559.214516129
"CT",2018-11-19,11559.2170967742
"CT",2018-11-20,11559.2196774194
"CT",2018-11-21,11559.2222580645
"CT",2018-11-22,11559.2248387097
"CT",2018-11-23,11559.2274193548
"CT",2018-11-24,11559.23
"CT",2018-11-25,11559.2325806452
"CT",2018-11-26,11559.2351612903
"CT",2018-11-27,11559.2377419355
"CT",2018-11-28,11559.2403225806
"CT",2018-11-29,11559.2429032258
"CT",2018-11-30,11559.245483871
"CT",2018-12-01,11559.2480645161
"CT",2018-12-02,11559.2506451613
"CT",2018-12-03,11559.2532258065
"CT",2018-12-04,11559.2558064516
"CT",2018-12-05,11559.2583870968
"CT",2018-12-06,11559.2609677419
"CT",2018-12-07,11559.2635483871
"CT",2018-12-08,11559.2661290323
"CT",2018-12-09,11559.2687096774
"CT",2018-12-10,11559.2712903226
"CT",2018-12-11,11559.2738709677
"CT",2018-12-12,11559.2764516129
"CT",2018-12-13,11559.2790322581
"CT",2018-12-14,11559.2816129032
"CT",2018-12-15,11559.2841935484
"CT",2018-12-16,11559.2867741935
"CT",2018-12-17,11559.2893548387
"CT",2018-12-18,11559.2919354839
"CT",2018-12-19,11559.294516129
"CT",2018-12-20,11559.2970967742
"CT",2018-12-21,11559.2996774194
"CT",2018-12-22,11559.3022580645
"CT",2018-12-23,11559.3048387097
"CT",2018-12-24,11559.3074193548
"CT",2018-12-25,11559.31
"CT",2018-12-26,11559.3125806452
"CT",2018-12-27,11559.3151612903
"CT",2018-12-28,11559.3177419355
"CT",2018-12-29,11559.3203225806
"CT",2018-12-30,11559.3229032258
"CT",2018-12-31,11559.325483871
"CT",2019-01-01,11559.3280645161
"CT",2019-01-02,11559.3306451613
"CT",2019-01-03,11559.3332258065
"CT",2019-01-04,11559.3358064516
"CT",2019-01-05,11559.3383870968
"CT",2019-01-06,11559.3409677419
"CT",2019-01-07,11559.3435483871
"CT",2019-01-08,11559.3461290323
"CT",2019-01-09,11559.3487096774
"CT",2019-01-10,11559.3512903226
"CT",2019-01-11,11559.3538709677
"CT",2019-01-12,11559.3564516129
"CT",2019-01-13,11559.3590322581
"CT",2019-01-14,11559.3616129032
"CT",2019-01-15,11559.3641935484
"CT",2019-01-16,11559.3667741935
"CT",2019-01-17,11559.3693548387
"CT",2019-01-18,11559.3719354839
"CT",2019-01-19,11559.374516129
"CT",2019-01-20,11559.3770967742
"CT",2019-01-21,11559.3796774194
"CT",2019-01-22,11559.3822580645
"CT",2019-01-23,11559.3848387097
"CT",2019-01-24,11559.3874193548
"CT",2019-01-25,11559.39
"CT",2019-01-26,11559.3925806452
"CT",2019-01-27,11559.3951612903
"CT",2019-01-28,11559.3977419355
"CT",2019-01-29,11559.4003225806
"CT",2019-01-30,11559.4029032258
"CT",2019-01-31,11559.405483871
"CT",2019-02-01,11559.4080645161
"CT",2019-02-02,11559.4106451613
"CT",2019-02-03,11559.4132258065
"CT",2019-02-04,11559.4158064516
"CT",2019-02-05,11559.4183870968
"CT",2019-02-06,11559.4209677419
"CT",2019-02-07,11559.4235483871
"CT",2019-02-08,11559.4261290323
"CT",2019-02-09,11559.4287096774
"CT",2019-02-10,11559.4312903226
"CT",2019-02-11,11559.4338709677
"CT",2019-02-12,11559.4364516129
"CT",2019-02-13,11559.4390322581
"CT",2019-02-14,11559.4416129032
"CT",2019-02-15,11559.4441935484
"CT",2019-02-16,11559.4467741935
"CT",2019-02-17,11559.4493548387
"CT",2019-02-18,11559.4519354839
"CT",2019-02-19,11559.454516129
"CT",2019-02-20,11559.4570967742
"CT",2019-02-21,11559.4596774194
"CT",2019-02-22,11559.4622580645
"CT",2019-02-23,11559.4648387097
"CT",2019-02-24,11559.4674193548
"CT",2019-02-25,11559.47
"CT",2019-02-26,11559.4725806452
"CT",2019-02-27,11559.4751612903
"CT",2019-02-28,11559.4777419355
"CT",2019-03-01,11559.4803225806
"CT",2019-03-02,11559.4829032258
"CT",2019-03-03,11559.485483871
"CT",2019-03-04,11559.4880645161
"CT",2019-03-05,11559.4906451613
"CT",2019-03-06,11559.4932258065
"CT",2019-03-07,11559.4958064516
"CT",2019-03-08,11559.4983870968
"CT",2019-03-09,11559.5009677419
"CT",2019-03-10,11559.5035483871
"CT",2019-03-11,11559.5061290323
"CT",2019-03-12,11559.5087096774
"CT",2019-03-13,11559.5112903226
"CT",2019-03-14,11559.5138709677
"CT",2019-03-15,11559.5164516129
"CT",2019-03-16,11559.5190322581
"CT",2019-03-17,11559.5216129032
"CT",2019-03-18,11559.5241935484
"CT",2019-03-19,11559.5267741935
"CT",2019-03-20,11559.5293548387
"CT",2019-03-21,11559.5319354839
"CT",2019-03-22,11559.534516129
"CT",2019-03-23,11559.5370967742
"CT",2019-03-24,11559.5396774194
"CT",2019-03-25,11559.5422580645
"CT",2019-03-26,11559.5448387097
"CT",2019-03-27,11559.5474193548
"CT",2019-03-28,11559.55
"CT",2019-03-29,11559.5525806452
"CT",2019-03-30,11559.5551612903
"CT",2019-03-31,11559.5577419355
"CT",2019-04-01,11559.5603225806
"CT",2019-04-02,11559.5629032258
"CT",2019-04-03,11559.565483871
"CT",2019-04-04,11559.5680645161
"CT",2019-04-05,11559.5706451613
"CT",2019-04-06,11559.5732258065
"CT",2019-04-07,11559.5758064516
"CT",2019-04-08,11559.5783870968
"CT",2019-04-09,11559.5809677419
"CT",2019-04-10,11559.5835483871
"CT",2019-04-11,11559.5861290323
"CT",2019-04-12,11559.5887096774
"CT",2019-04-13,11559.5912903226
"CT",2019-04-14,11559.5938709677
"CT",2019-04-15,11559.5964516129
"CT",2019-04-16,11559.5990322581
"CT",2019-04-17,11559.6016129032
"CT",2019-04-18,11559.6041935484
"CT",2019-04-19,11559.6067741935
"CT",2019-04-20,11559.6093548387
"CT",2019-04-21,11559.6119354839
"CT",2019-04-22,11559.614516129
"CT",2019-04-23,11559.6170967742
