"State","Date","Rural_Mileage"
"AL",2016-02-08,155328.699466042
"AL",2016-02-09,155328.943840749
"AL",2016-02-10,155329.188215457
"AL",2016-02-11,155329.432590164
"AL",2016-02-12,155329.676964871
"AL",2016-02-13,155329.921339578
"AL",2016-02-14,155330.165714286
"AL",2016-02-15,155330.410088993
"AL",2016-02-16,155330.6544637
"AL",2016-02-17,155330.898838408
"AL",2016-02-18,155331.143213115
"AL",2016-02-19,155331.387587822
"AL",2016-02-20,155331.631962529
"AL",2016-02-21,155331.876337237
"AL",2016-02-22,155332.120711944
"AL",2016-02-23,155332.365086651
"AL",2016-02-24,155332.609461358
"AL",2016-02-25,155332.853836066
"AL",2016-02-26,155333.098210773
"AL",2016-02-27,155333.34258548
"AL",2016-02-28,155333.586960187
"AL",2016-02-29,155333.831334895
"AL",2016-03-01,155334.075709602
"AL",2016-03-02,155334.320084309
"AL",2016-03-03,155334.564459016
"AL",2016-03-04,155334.808833724
"AL",2016-03-05,155335.053208431
"AL",2016-03-06,155335.297583138
"AL",2016-03-07,155335.541957845
"AL",2016-03-08,155335.786332553
"AL",2016-03-09,155336.03070726
"AL",2016-03-10,155336.275081967
"AL",2016-03-11,155336.519456674
"AL",2016-03-12,155336.763831382
"AL",2016-03-13,155337.008206089
"AL",2016-03-14,155337.252580796
"AL",2016-03-15,155337.496955504
"AL",2016-03-16,155337.741330211
"AL",2016-03-17,155337.985704918
"AL",2016-03-18,155338.230079625
"AL",2016-03-19,155338.474454333
"AL",2016-03-20,155338.71882904
"AL",2016-03-21,155338.963203747
"AL",2016-03-22,155339.207578454
"AL",2016-03-23,155339.451953162
"AL",2016-03-24,155339.696327869
"AL",2016-03-25,155339.940702576
"AL",2016-03-26,155340.185077283
"AL",2016-03-27,155340.429451991
"AL",2016-03-28,155340.673826698
"AL",2016-03-29,155340.918201405
"AL",2016-03-30,155341.162576112
"AL",2016-03-31,155341.40695082
"AL",2016-04-01,155341.651325527
"AL",2016-04-02,155341.895700234
"AL",2016-04-03,155342.140074941
"AL",2016-04-04,155342.384449649
"AL",2016-04-05,155342.628824356
"AL",2016-04-06,155342.873199063
"AL",2016-04-07,155343.11757377
"AL",2016-04-08,155343.361948478
"AL",2016-04-09,155343.606323185
"AL",2016-04-10,155343.850697892
"AL",2016-04-11,155344.0950726
"AL",2016-04-12,155344.339447307
"AL",2016-04-13,155344.583822014
"AL",2016-04-14,155344.828196721
"AL",2016-04-15,155345.072571429
"AL",2016-04-16,155345.316946136
"AL",2016-04-17,155345.561320843
"AL",2016-04-18,155345.80569555
"AL",2016-04-19,155346.050070258
"AL",2016-04-20,155346.294444965
"AL",2016-04-21,155346.538819672
"AL",2016-04-22,155346.783194379
"AL",2016-04-23,155347.027569087
"AL",2016-04-24,155347.271943794
"AL",2016-04-25,155347.516318501
"AL",2016-04-26,155347.760693208
"AL",2016-04-27,155348.005067916
"AL",2016-04-28,155348.249442623
"AL",2016-04-29,155348.49381733
"AL",2016-04-30,155348.738192037
"AL",2016-05-01,155348.982566745
"AL",2016-05-02,155349.226941452
"AL",2016-05-03,155349.471316159
"AL",2016-05-04,155349.715690867
"AL",2016-05-05,155349.960065574
"AL",2016-05-06,155350.204440281
"AL",2016-05-07,155350.448814988
"AL",2016-05-08,155350.693189696
"AL",2016-05-09,155350.937564403
"AL",2016-05-10,155351.18193911
"AL",2016-05-11,155351.426313817
"AL",2016-05-12,155351.670688525
"AL",2016-05-13,155351.915063232
"AL",2016-05-14,155352.159437939
"AL",2016-05-15,155352.403812646
"AL",2016-05-16,155352.648187354
"AL",2016-05-17,155352.892562061
"AL",2016-05-18,155353.136936768
"AL",2016-05-19,155353.381311475
"AL",2016-05-20,155353.625686183
"AL",2016-05-21,155353.87006089
"AL",2016-05-22,155354.114435597
"AL",2016-05-23,155354.358810304
"AL",2016-05-24,155354.603185012
"AL",2016-05-25,155354.847559719
"AL",2016-05-26,155355.091934426
"AL",2016-05-27,155355.336309134
"AL",2016-05-28,155355.580683841
"AL",2016-05-29,155355.825058548
"AL",2016-05-30,155356.069433255
"AL",2016-05-31,155356.313807963
"AL",2016-06-01,155356.55818267
"AL",2016-06-02,155356.802557377
"AL",2016-06-03,155357.046932084
"AL",2016-06-04,155357.291306792
"AL",2016-06-05,155357.535681499
"AL",2016-06-06,155357.780056206
"AL",2016-06-07,155358.024430913
"AL",2016-06-08,155358.268805621
"AL",2016-06-09,155358.513180328
"AL",2016-06-10,155358.757555035
"AL",2016-06-11,155359.001929742
"AL",2016-06-12,155359.24630445
"AL",2016-06-13,155359.490679157
"AL",2016-06-14,155359.735053864
"AL",2016-06-15,155359.979428571
"AL",2016-06-16,155360.223803279
"AL",2016-06-17,155360.468177986
"AL",2016-06-18,155360.712552693
"AL",2016-06-19,155360.9569274
"AL",2016-06-20,155361.201302108
"AL",2016-06-21,155361.445676815
"AL",2016-06-22,155361.690051522
"AL",2016-06-23,155361.93442623
"AL",2016-06-24,155362.178800937
"AL",2016-06-25,155362.423175644
"AL",2016-06-26,155362.667550351
"AL",2016-06-27,155362.911925059
"AL",2016-06-28,155363.156299766
"AL",2016-06-29,155363.400674473
"AL",2016-06-30,155363.64504918
"AL",2016-07-01,155363.889423888
"AL",2016-07-02,155364.133798595
"AL",2016-07-03,155364.378173302
"AL",2016-07-04,155364.622548009
"AL",2016-07-05,155364.866922717
"AL",2016-07-06,155365.111297424
"AL",2016-07-07,155365.355672131
"AL",2016-07-08,155365.600046838
"AL",2016-07-09,155365.844421546
"AL",2016-07-10,155366.088796253
"AL",2016-07-11,155366.33317096
"AL",2016-07-12,155366.577545667
"AL",2016-07-13,155366.821920375
"AL",2016-07-14,155367.066295082
"AL",2016-07-15,155367.310669789
"AL",2016-07-16,155367.555044496
"AL",2016-07-17,155367.799419204
"AL",2016-07-18,155368.043793911
"AL",2016-07-19,155368.288168618
"AL",2016-07-20,155368.532543326
"AL",2016-07-21,155368.776918033
"AL",2016-07-22,155369.02129274
"AL",2016-07-23,155369.265667447
"AL",2016-07-24,155369.510042155
"AL",2016-07-25,155369.754416862
"AL",2016-07-26,155369.998791569
"AL",2016-07-27,155370.243166276
"AL",2016-07-28,155370.487540984
"AL",2016-07-29,155370.731915691
"AL",2016-07-30,155370.976290398
"AL",2016-07-31,155371.220665105
"AL",2016-08-01,155371.465039813
"AL",2016-08-02,155371.70941452
"AL",2016-08-03,155371.953789227
"AL",2016-08-04,155372.198163934
"AL",2016-08-05,155372.442538642
"AL",2016-08-06,155372.686913349
"AL",2016-08-07,155372.931288056
"AL",2016-08-08,155373.175662763
"AL",2016-08-09,155373.420037471
"AL",2016-08-10,155373.664412178
"AL",2016-08-11,155373.908786885
"AL",2016-08-12,155374.153161593
"AL",2016-08-13,155374.3975363
"AL",2016-08-14,155374.641911007
"AL",2016-08-15,155374.886285714
"AL",2016-08-16,155375.130660422
"AL",2016-08-17,155375.375035129
"AL",2016-08-18,155375.619409836
"AL",2016-08-19,155375.863784543
"AL",2016-08-20,155376.108159251
"AL",2016-08-21,155376.352533958
"AL",2016-08-22,155376.596908665
"AL",2016-08-23,155376.841283372
"AL",2016-08-24,155377.08565808
"AL",2016-08-25,155377.330032787
"AL",2016-08-26,155377.574407494
"AL",2016-08-27,155377.818782201
"AL",2016-08-28,155378.063156909
"AL",2016-08-29,155378.307531616
"AL",2016-08-30,155378.551906323
"AL",2016-08-31,155378.79628103
"AL",2016-09-01,155379.040655738
"AL",2016-09-02,155379.285030445
"AL",2016-09-03,155379.529405152
"AL",2016-09-04,155379.77377986
"AL",2016-09-05,155380.018154567
"AL",2016-09-06,155380.262529274
"AL",2016-09-07,155380.506903981
"AL",2016-09-08,155380.751278689
"AL",2016-09-09,155380.995653396
"AL",2016-09-10,155381.240028103
"AL",2016-09-11,155381.48440281
"AL",2016-09-12,155381.728777518
"AL",2016-09-13,155381.973152225
"AL",2016-09-14,155382.217526932
"AL",2016-09-15,155382.461901639
"AL",2016-09-16,155382.706276347
"AL",2016-09-17,155382.950651054
"AL",2016-09-18,155383.195025761
"AL",2016-09-19,155383.439400468
"AL",2016-09-20,155383.683775176
"AL",2016-09-21,155383.928149883
"AL",2016-09-22,155384.17252459
"AL",2016-09-23,155384.416899297
"AL",2016-09-24,155384.661274005
"AL",2016-09-25,155384.905648712
"AL",2016-09-26,155385.150023419
"AL",2016-09-27,155385.394398126
"AL",2016-09-28,155385.638772834
"AL",2016-09-29,155385.883147541
"AL",2016-09-30,155386.127522248
"AL",2016-10-01,155386.371896956
"AL",2016-10-02,155386.616271663
"AL",2016-10-03,155386.86064637
"AL",2016-10-04,155387.105021077
"AL",2016-10-05,155387.349395785
"AL",2016-10-06,155387.593770492
"AL",2016-10-07,155387.838145199
"AL",2016-10-08,155388.082519906
"AL",2016-10-09,155388.326894614
"AL",2016-10-10,155388.571269321
"AL",2016-10-11,155388.815644028
"AL",2016-10-12,155389.060018735
"AL",2016-10-13,155389.304393443
"AL",2016-10-14,155389.54876815
"AL",2016-10-15,155389.793142857
"AL",2016-10-16,155390.037517564
"AL",2016-10-17,155390.281892272
"AL",2016-10-18,155390.526266979
"AL",2016-10-19,155390.770641686
"AL",2016-10-20,155391.015016393
"AL",2016-10-21,155391.259391101
"AL",2016-10-22,155391.503765808
"AL",2016-10-23,155391.748140515
"AL",2016-10-24,155391.992515222
"AL",2016-10-25,155392.23688993
"AL",2016-10-26,155392.481264637
"AL",2016-10-27,155392.725639344
"AL",2016-10-28,155392.970014052
"AL",2016-10-29,155393.214388759
"AL",2016-10-30,155393.458763466
"AL",2016-10-31,155393.703138173
"AL",2016-11-01,155393.947512881
"AL",2016-11-02,155394.191887588
"AL",2016-11-03,155394.436262295
"AL",2016-11-04,155394.680637002
"AL",2016-11-05,155394.92501171
"AL",2016-11-06,155395.169386417
"AL",2016-11-07,155395.413761124
"AL",2016-11-08,155395.658135831
"AL",2016-11-09,155395.902510539
"AL",2016-11-10,155396.146885246
"AL",2016-11-11,155396.391259953
"AL",2016-11-12,155396.63563466
"AL",2016-11-13,155396.880009368
"AL",2016-11-14,155397.124384075
"AL",2016-11-15,155397.368758782
"AL",2016-11-16,155397.613133489
"AL",2016-11-17,155397.857508197
"AL",2016-11-18,155398.101882904
"AL",2016-11-19,155398.346257611
"AL",2016-11-20,155398.590632319
"AL",2016-11-21,155398.835007026
"AL",2016-11-22,155399.079381733
"AL",2016-11-23,155399.32375644
"AL",2016-11-24,155399.568131148
"AL",2016-11-25,155399.812505855
"AL",2016-11-26,155400.056880562
"AL",2016-11-27,155400.301255269
"AL",2016-11-28,155400.545629977
"AL",2016-11-29,155400.790004684
"AL",2016-11-30,155401.034379391
"AL",2016-12-01,155401.278754098
"AL",2016-12-02,155401.523128806
"AL",2016-12-03,155401.767503513
"AL",2016-12-04,155402.01187822
"AL",2016-12-05,155402.256252927
"AL",2016-12-06,155402.500627635
"AL",2016-12-07,155402.745002342
"AL",2016-12-08,155402.989377049
"AL",2016-12-09,155403.233751756
"AL",2016-12-10,155403.478126464
"AL",2016-12-11,155403.722501171
"AL",2016-12-12,155403.966875878
"AL",2016-12-13,155404.211250586
"AL",2016-12-14,155404.455625293
"AL",2016-12-15,155404.7
"AL",2016-12-16,155396.692602888
"AL",2016-12-17,155388.685205776
"AL",2016-12-18,155380.677808664
"AL",2016-12-19,155372.670411552
"AL",2016-12-20,155364.66301444
"AL",2016-12-21,155356.655617329
"AL",2016-12-22,155348.648220217
"AL",2016-12-23,155340.640823105
"AL",2016-12-24,155332.633425993
"AL",2016-12-25,155324.626028881
"AL",2016-12-26,155316.618631769
"AL",2016-12-27,155308.611234657
"AL",2016-12-28,155300.603837545
"AL",2016-12-29,155292.596440433
"AL",2016-12-30,155284.589043321
"AL",2016-12-31,155276.581646209
"AL",2017-01-01,155268.574249097
"AL",2017-01-02,155260.566851986
"AL",2017-01-03,155252.559454874
"AL",2017-01-04,155244.552057762
"AL",2017-01-05,155236.54466065
"AL",2017-01-06,155228.537263538
"AL",2017-01-07,155220.529866426
"AL",2017-01-08,155212.522469314
"AL",2017-01-09,155204.515072202
"AL",2017-01-10,155196.50767509
"AL",2017-01-11,155188.500277978
"AL",2017-01-12,155180.492880866
"AL",2017-01-13,155172.485483755
"AL",2017-01-14,155164.478086643
"AL",2017-01-15,155156.470689531
"AL",2017-01-16,155148.463292419
"AL",2017-01-17,155140.455895307
"AL",2017-01-18,155132.448498195
"AL",2017-01-19,155124.441101083
"AL",2017-01-20,155116.433703971
"AL",2017-01-21,155108.426306859
"AL",2017-01-22,155100.418909747
"AL",2017-01-23,155092.411512635
"AL",2017-01-24,155084.404115523
"AL",2017-01-25,155076.396718412
"AL",2017-01-26,155068.3893213
"AL",2017-01-27,155060.381924188
"AL",2017-01-28,155052.374527076
"AL",2017-01-29,155044.367129964
"AL",2017-01-30,155036.359732852
"AL",2017-01-31,155028.35233574
"AL",2017-02-01,155020.344938628
"AL",2017-02-02,155012.337541516
"AL",2017-02-03,155004.330144404
"AL",2017-02-04,154996.322747292
"AL",2017-02-05,154988.315350181
"AL",2017-02-06,154980.307953069
"AL",2017-02-07,154972.300555957
"AL",2017-02-08,154964.293158845
"AL",2017-02-09,154956.285761733
"AL",2017-02-10,154948.278364621
"AL",2017-02-11,154940.270967509
"AL",2017-02-12,154932.263570397
"AL",2017-02-13,154924.256173285
"AL",2017-02-14,154916.248776173
"AL",2017-02-15,154908.241379061
"AL",2017-02-16,154900.233981949
"AL",2017-02-17,154892.226584838
"AL",2017-02-18,154884.219187726
"AL",2017-02-19,154876.211790614
"AL",2017-02-20,154868.204393502
"AL",2017-02-21,154860.19699639
"AL",2017-02-22,154852.189599278
"AL",2017-02-23,154844.182202166
"AL",2017-02-24,154836.174805054
"AL",2017-02-25,154828.167407942
"AL",2017-02-26,154820.16001083
"AL",2017-02-27,154812.152613718
"AL",2017-02-28,154804.145216606
"AL",2017-03-01,154796.137819495
"AL",2017-03-02,154788.130422383
"AL",2017-03-03,154780.123025271
"AL",2017-03-04,154772.115628159
"AL",2017-03-05,154764.108231047
"AL",2017-03-06,154756.100833935
"AL",2017-03-07,154748.093436823
"AL",2017-03-08,154740.086039711
"AL",2017-03-09,154732.078642599
"AL",2017-03-10,154724.071245487
"AL",2017-03-11,154716.063848375
"AL",2017-03-12,154708.056451264
"AL",2017-03-13,154700.049054152
"AL",2017-03-14,154692.04165704
"AL",2017-03-15,154684.034259928
"AL",2017-03-16,154676.026862816
"AL",2017-03-17,154668.019465704
"AL",2017-03-18,154660.012068592
"AL",2017-03-19,154652.00467148
"AL",2017-03-20,154643.997274368
"AL",2017-03-21,154635.989877256
"AL",2017-03-22,154627.982480144
"AL",2017-03-23,154619.975083033
"AL",2017-03-24,154611.967685921
"AL",2017-03-25,154603.960288809
"AL",2017-03-26,154595.952891697
"AL",2017-03-27,154587.945494585
"AL",2017-03-28,154579.938097473
"AL",2017-03-29,154571.930700361
"AL",2017-03-30,154563.923303249
"AL",2017-03-31,154555.915906137
"AL",2017-04-01,154547.908509025
"AL",2017-04-02,154539.901111913
"AL",2017-04-03,154531.893714801
"AL",2017-04-04,154523.88631769
"AL",2017-04-05,154515.878920578
"AL",2017-04-06,154507.871523466
"AL",2017-04-07,154499.864126354
"AL",2017-04-08,154491.856729242
"AL",2017-04-09,154483.84933213
"AL",2017-04-10,154475.841935018
"AL",2017-04-11,154467.834537906
"AL",2017-04-12,154459.827140794
"AL",2017-04-13,154451.819743682
"AL",2017-04-14,154443.81234657
"AL",2017-04-15,154435.804949458
"AL",2017-04-16,154427.797552347
"AL",2017-04-17,154419.790155235
"AL",2017-04-18,154411.782758123
"AL",2017-04-19,154403.775361011
"AL",2017-04-20,154395.767963899
"AL",2017-04-21,154387.760566787
"AL",2017-04-22,154379.753169675
"AL",2017-04-23,154371.745772563
"AL",2017-04-24,154363.738375451
"AL",2017-04-25,154355.730978339
"AL",2017-04-26,154347.723581227
"AL",2017-04-27,154339.716184116
"AL",2017-04-28,154331.708787004
"AL",2017-04-29,154323.701389892
"AL",2017-04-30,154315.69399278
"AL",2017-05-01,154307.686595668
"AL",2017-05-02,154299.679198556
"AL",2017-05-03,154291.671801444
"AL",2017-05-04,154283.664404332
"AL",2017-05-05,154275.65700722
"AL",2017-05-06,154267.649610108
"AL",2017-05-07,154259.642212996
"AL",2017-05-08,154251.634815884
"AL",2017-05-09,154243.627418773
"AL",2017-05-10,154235.620021661
"AL",2017-05-11,154227.612624549
"AL",2017-05-12,154219.605227437
"AL",2017-05-13,154211.597830325
"AL",2017-05-14,154203.590433213
"AL",2017-05-15,154195.583036101
"AL",2017-05-16,154187.575638989
"AL",2017-05-17,154179.568241877
"AL",2017-05-18,154171.560844765
"AL",2017-05-19,154163.553447653
"AL",2017-05-20,154155.546050542
"AL",2017-05-21,154147.53865343
"AL",2017-05-22,154139.531256318
"AL",2017-05-23,154131.523859206
"AL",2017-05-24,154123.516462094
"AL",2017-05-25,154115.509064982
"AL",2017-05-26,154107.50166787
"AL",2017-05-27,154099.494270758
"AL",2017-05-28,154091.486873646
"AL",2017-05-29,154083.479476534
"AL",2017-05-30,154075.472079422
"AL",2017-05-31,154067.46468231
"AL",2017-06-01,154059.457285199
"AL",2017-06-02,154051.449888087
"AL",2017-06-03,154043.442490975
"AL",2017-06-04,154035.435093863
"AL",2017-06-05,154027.427696751
"AL",2017-06-06,154019.420299639
"AL",2017-06-07,154011.412902527
"AL",2017-06-08,154003.405505415
"AL",2017-06-09,153995.398108303
"AL",2017-06-10,153987.390711191
"AL",2017-06-11,153979.383314079
"AL",2017-06-12,153971.375916968
"AL",2017-06-13,153963.368519856
"AL",2017-06-14,153955.361122744
"AL",2017-06-15,153947.353725632
"AL",2017-06-16,153939.34632852
"AL",2017-06-17,153931.338931408
"AL",2017-06-18,153923.331534296
"AL",2017-06-19,153915.324137184
"AL",2017-06-20,153907.316740072
"AL",2017-06-21,153899.30934296
"AL",2017-06-22,153891.301945848
"AL",2017-06-23,153883.294548736
"AL",2017-06-24,153875.287151625
"AL",2017-06-25,153867.279754513
"AL",2017-06-26,153859.272357401
"AL",2017-06-27,153851.264960289
"AL",2017-06-28,153843.257563177
"AL",2017-06-29,153835.250166065
"AL",2017-06-30,153827.242768953
"AL",2017-07-01,153819.235371841
"AL",2017-07-02,153811.227974729
"AL",2017-07-03,153803.220577617
"AL",2017-07-04,153795.213180505
"AL",2017-07-05,153787.205783394
"AL",2017-07-06,153779.198386282
"AL",2017-07-07,153771.19098917
"AL",2017-07-08,153763.183592058
"AL",2017-07-09,153755.176194946
"AL",2017-07-10,153747.168797834
"AL",2017-07-11,153739.161400722
"AL",2017-07-12,153731.15400361
"AL",2017-07-13,153723.146606498
"AL",2017-07-14,153715.139209386
"AL",2017-07-15,153707.131812274
"AL",2017-07-16,153699.124415162
"AL",2017-07-17,153691.117018051
"AL",2017-07-18,153683.109620939
"AL",2017-07-19,153675.102223827
"AL",2017-07-20,153667.094826715
"AL",2017-07-21,153659.087429603
"AL",2017-07-22,153651.080032491
"AL",2017-07-23,153643.072635379
"AL",2017-07-24,153635.065238267
"AL",2017-07-25,153627.057841155
"AL",2017-07-26,153619.050444043
"AL",2017-07-27,153611.043046931
"AL",2017-07-28,153603.03564982
"AL",2017-07-29,153595.028252708
"AL",2017-07-30,153587.020855596
"AL",2017-07-31,153579.013458484
"AL",2017-08-01,153571.006061372
"AL",2017-08-02,153562.99866426
"AL",2017-08-03,153554.991267148
"AL",2017-08-04,153546.983870036
"AL",2017-08-05,153538.976472924
"AL",2017-08-06,153530.969075812
"AL",2017-08-07,153522.9616787
"AL",2017-08-08,153514.954281588
"AL",2017-08-09,153506.946884477
"AL",2017-08-10,153498.939487365
"AL",2017-08-11,153490.932090253
"AL",2017-08-12,153482.924693141
"AL",2017-08-13,153474.917296029
"AL",2017-08-14,153466.909898917
"AL",2017-08-15,153458.902501805
"AL",2017-08-16,153450.895104693
"AL",2017-08-17,153442.887707581
"AL",2017-08-18,153434.880310469
"AL",2017-08-19,153426.872913357
"AL",2017-08-20,153418.865516246
"AL",2017-08-21,153410.858119134
"AL",2017-08-22,153402.850722022
"AL",2017-08-23,153394.84332491
"AL",2017-08-24,153386.835927798
"AL",2017-08-25,153378.828530686
"AL",2017-08-26,153370.821133574
"AL",2017-08-27,153362.813736462
"AL",2017-08-28,153354.80633935
"AL",2017-08-29,153346.798942238
"AL",2017-08-30,153338.791545126
"AL",2017-08-31,153330.784148014
"AL",2017-09-01,153322.776750903
"AL",2017-09-02,153314.769353791
"AL",2017-09-03,153306.761956679
"AL",2017-09-04,153298.754559567
"AL",2017-09-05,153290.747162455
"AL",2017-09-06,153282.739765343
"AL",2017-09-07,153274.732368231
"AL",2017-09-08,153266.724971119
"AL",2017-09-09,153258.717574007
"AL",2017-09-10,153250.710176895
"AL",2017-09-11,153242.702779783
"AL",2017-09-12,153234.695382671
"AL",2017-09-13,153226.68798556
"AL",2017-09-14,153218.680588448
"AL",2017-09-15,153210.673191336
"AL",2017-09-16,153202.665794224
"AL",2017-09-17,153194.658397112
"AL",2017-09-18,153186.651
"AL",2017-09-19,153173.232920354
"AL",2017-09-20,153159.814840708
"AL",2017-09-21,153146.396761062
"AL",2017-09-22,153132.978681416
"AL",2017-09-23,153119.56060177
"AL",2017-09-24,153106.142522124
"AL",2017-09-25,153092.724442478
"AL",2017-09-26,153079.306362832
"AL",2017-09-27,153065.888283186
"AL",2017-09-28,153052.47020354
"AL",2017-09-29,153039.052123894
"AL",2017-09-30,153025.634044248
"AL",2017-10-01,153012.215964602
"AL",2017-10-02,152998.797884956
"AL",2017-10-03,152985.37980531
"AL",2017-10-04,152971.961725664
"AL",2017-10-05,152958.543646018
"AL",2017-10-06,152945.125566372
"AL",2017-10-07,152931.707486726
"AL",2017-10-08,152918.28940708
"AL",2017-10-09,152904.871327434
"AL",2017-10-10,152891.453247788
"AL",2017-10-11,152878.035168142
"AL",2017-10-12,152864.617088496
"AL",2017-10-13,152851.19900885
"AL",2017-10-14,152837.780929204
"AL",2017-10-15,152824.362849558
"AL",2017-10-16,152810.944769912
"AL",2017-10-17,152797.526690265
"AL",2017-10-18,152784.108610619
"AL",2017-10-19,152770.690530973
"AL",2017-10-20,152757.272451327
"AL",2017-10-21,152743.854371681
"AL",2017-10-22,152730.436292035
"AL",2017-10-23,152717.018212389
"AL",2017-10-24,152703.600132743
"AL",2017-10-25,152690.182053097
"AL",2017-10-26,152676.763973451
"AL",2017-10-27,152663.345893805
"AL",2017-10-28,152649.927814159
"AL",2017-10-29,152636.509734513
"AL",2017-10-30,152623.091654867
"AL",2017-10-31,152609.673575221
"AL",2017-11-01,152596.255495575
"AL",2017-11-02,152582.837415929
"AL",2017-11-03,152569.419336283
"AL",2017-11-04,152556.001256637
"AL",2017-11-05,152542.583176991
"AL",2017-11-06,152529.165097345
"AL",2017-11-07,152515.747017699
"AL",2017-11-08,152502.328938053
"AL",2017-11-09,152488.910858407
"AL",2017-11-10,152475.492778761
"AL",2017-11-11,152462.074699115
"AL",2017-11-12,152448.656619469
"AL",2017-11-13,152435.238539823
"AL",2017-11-14,152421.820460177
"AL",2017-11-15,152408.402380531
"AL",2017-11-16,152394.984300885
"AL",2017-11-17,152381.566221239
"AL",2017-11-18,152368.148141593
"AL",2017-11-19,152354.730061947
"AL",2017-11-20,152341.311982301
"AL",2017-11-21,152327.893902655
"AL",2017-11-22,152314.475823009
"AL",2017-11-23,152301.057743363
"AL",2017-11-24,152287.639663717
"AL",2017-11-25,152274.221584071
"AL",2017-11-26,152260.803504425
"AL",2017-11-27,152247.385424779
"AL",2017-11-28,152233.967345133
"AL",2017-11-29,152220.549265487
"AL",2017-11-30,152207.131185841
"AL",2017-12-01,152193.713106195
"AL",2017-12-02,152180.295026549
"AL",2017-12-03,152166.876946903
"AL",2017-12-04,152153.458867257
"AL",2017-12-05,152140.040787611
"AL",2017-12-06,152126.622707965
"AL",2017-12-07,152113.204628319
"AL",2017-12-08,152099.786548673
"AL",2017-12-09,152086.368469027
"AL",2017-12-10,152072.950389381
"AL",2017-12-11,152059.532309735
"AL",2017-12-12,152046.114230089
"AL",2017-12-13,152032.696150442
"AL",2017-12-14,152019.278070796
"AL",2017-12-15,152005.85999115
"AL",2017-12-16,151992.441911504
"AL",2017-12-17,151979.023831858
"AL",2017-12-18,151965.605752212
"AL",2017-12-19,151952.187672566
"AL",2017-12-20,151938.76959292
"AL",2017-12-21,151925.351513274
"AL",2017-12-22,151911.933433628
"AL",2017-12-23,151898.515353982
"AL",2017-12-24,151885.097274336
"AL",2017-12-25,151871.67919469
"AL",2017-12-26,151858.261115044
"AL",2017-12-27,151844.843035398
"AL",2017-12-28,151831.424955752
"AL",2017-12-29,151818.006876106
"AL",2017-12-30,151804.58879646
"AL",2017-12-31,151791.170716814
"AL",2018-01-01,151777.752637168
"AL",2018-01-02,151764.334557522
"AL",2018-01-03,151750.916477876
"AL",2018-01-04,151737.49839823
"AL",2018-01-05,151724.080318584
"AL",2018-01-06,151710.662238938
"AL",2018-01-07,151697.244159292
"AL",2018-01-08,151683.826079646
"AL",2018-01-09,151670.408
"AL",2018-01-10,151656.989920354
"AL",2018-01-11,151643.571840708
"AL",2018-01-12,151630.153761062
"AL",2018-01-13,151616.735681416
"AL",2018-01-14,151603.31760177
"AL",2018-01-15,151589.899522124
"AL",2018-01-16,151576.481442478
"AL",2018-01-17,151563.063362832
"AL",2018-01-18,151549.645283186
"AL",2018-01-19,151536.22720354
"AL",2018-01-20,151522.809123894
"AL",2018-01-21,151509.391044248
"AL",2018-01-22,151495.972964602
"AL",2018-01-23,151482.554884956
"AL",2018-01-24,151469.13680531
"AL",2018-01-25,151455.718725664
"AL",2018-01-26,151442.300646018
"AL",2018-01-27,151428.882566372
"AL",2018-01-28,151415.464486726
"AL",2018-01-29,151402.04640708
"AL",2018-01-30,151388.628327434
"AL",2018-01-31,151375.210247788
"AL",2018-02-01,151361.792168142
"AL",2018-02-02,151348.374088496
"AL",2018-02-03,151334.95600885
"AL",2018-02-04,151321.537929204
"AL",2018-02-05,151308.119849558
"AL",2018-02-06,151294.701769912
"AL",2018-02-07,151281.283690265
"AL",2018-02-08,151267.865610619
"AL",2018-02-09,151254.447530973
"AL",2018-02-10,151241.029451327
"AL",2018-02-11,151227.611371681
"AL",2018-02-12,151214.193292035
"AL",2018-02-13,151200.775212389
"AL",2018-02-14,151187.357132743
"AL",2018-02-15,151173.939053097
"AL",2018-02-16,151160.520973451
"AL",2018-02-17,151147.102893805
"AL",2018-02-18,151133.684814159
"AL",2018-02-19,151120.266734513
"AL",2018-02-20,151106.848654867
"AL",2018-02-21,151093.430575221
"AL",2018-02-22,151080.012495575
"AL",2018-02-23,151066.594415929
"AL",2018-02-24,151053.176336283
"AL",2018-02-25,151039.758256637
"AL",2018-02-26,151026.340176991
"AL",2018-02-27,151012.922097345
"AL",2018-02-28,150999.504017699
"AL",2018-03-01,150986.085938053
"AL",2018-03-02,150972.667858407
"AL",2018-03-03,150959.249778761
"AL",2018-03-04,150945.831699115
"AL",2018-03-05,150932.413619469
"AL",2018-03-06,150918.995539823
"AL",2018-03-07,150905.577460177
"AL",2018-03-08,150892.159380531
"AL",2018-03-09,150878.741300885
"AL",2018-03-10,150865.323221239
"AL",2018-03-11,150851.905141593
"AL",2018-03-12,150838.487061947
"AL",2018-03-13,150825.068982301
"AL",2018-03-14,150811.650902655
"AL",2018-03-15,150798.232823009
"AL",2018-03-16,150784.814743363
"AL",2018-03-17,150771.396663717
"AL",2018-03-18,150757.978584071
"AL",2018-03-19,150744.560504425
"AL",2018-03-20,150731.142424779
"AL",2018-03-21,150717.724345133
"AL",2018-03-22,150704.306265487
"AL",2018-03-23,150690.888185841
"AL",2018-03-24,150677.470106195
"AL",2018-03-25,150664.052026549
