"State","Year_Month","Acc_PC","Acc_per_RMV","VMT_PC","Rural_Mileage_PC","Urban_Mileage_PC","RMV_PC","Population","Pop_Density","Alc_Cons_PC","Year","Avg_Severity","Month","Rec_Mar_Legal","Sale_Mar_Legal","Med_Mar_Legal","Sale_Mar_Legal_Neighbour","SRC_Bing","SRC_MQ"
"FL",Jun 2018,227.38626073862,287.954171634868,870.603638626486,3661.49958943154,9245.28265271286,0.789658483546142,21232396.6931507,395.942129476003,182294.428143676,2018,2.53329838502122,6,0,0,1,0,1,1
"FL",Jul 2018,232.801133533271,294.657945754654,876.215326845774,3658.53236073106,9237.42926707962,0.79006553349887,21253909.6027397,396.343302615193,188180.237820109,2018,2.53049641513809,7,0,0,1,0,1,1
"FL",Aug 2018,284.33766014687,359.66576108065,885.505153173886,3655.88613179916,9230.36447747523,0.790554254778362,21273734.3150685,396.712994220392,188004.875113913,2018,2.49076822998379,8,0,0,1,0,1,1
"FL",Sep 2018,225.989320241298,285.690191635176,822.608573513395,3653.51937320127,9223.70777524899,0.791034207723662,21293239.2739726,397.076723057764,181773.540635485,2018,2.53943218216329,9,0,0,1,0,1,1
"FL",Okt 2018,312.304540745643,394.569026679472,923.297403696757,3651.24624078405,9217.17158087834,0.791513277387783,21312744.2328767,397.440451895137,187660.759137899,2018,2.48258513334405,10,0,0,1,0,1,1
"FL",Nov 2018,263.219064335348,332.353024478568,862.590769237404,3648.9772425116,9210.64727388106,0.79199147576815,21332249.1917808,397.80418073251,181441.134438095,2018,2.46963087095981,11,0,0,1,0,1,1
"FL",Dez 2018,245.187983395921,309.405189977349,858.009191392317,3646.71241235995,9204.13495195227,0.79246879570421,21351754.1506849,398.167909569882,187317.90057041,2018,2.52665739659265,12,0,0,1,0,1,1
"FL",Jan 2019,234.001451657437,295.100520116581,905.361345052238,3644.41467860146,9197.52801856653,0.792953050176842,21371578.8630137,398.537601175081,188858.410428168,2019,2.48183510878741,1,0,0,1,0,1,1
"FL",Feb 2019,197.331043520127,248.548802612865,815.270630240719,3642.23204786009,9191.25205388586,0.793932462781797,21390444.3150685,398.889404476802,170431.341992198,2019,2.4982491552337,2,0,0,1,0,1,1
"FL",Mär 2019,220.226654480618,276.846440493201,957.527434880947,3640.05332883774,9184.9873370127,0.795447115834151,21409309.7671233,399.241207778523,188525.573934613,2019,2.49115855921305,3,0,0,1,0,1,1
"FL",Apr 2019,244.535615521573,306.829879559194,893.703246010274,3637.80474357413,9178.52172584522,0.797010340140764,21428814.7260274,399.604936615896,182278.038489394,2019,2.44255001035525,4,0,0,1,0,1,1
"FL",Mai 2019,235.679811898712,295.119121899793,918.533558317995,3635.5602703359,9172.06793844873,0.79857070575301,21448319.6849315,399.968665453268,188182.6860861,2019,2.4887526003118,5,0,0,1,0,1,1
"FL",Jun 2019,189.538650363672,236.883209125555,867.204830835485,3633.31985334074,9165.62581442603,0.800128251450952,21467824.6438356,400.332394290641,181946.814792351,2019,2.43245093130375,6,0,0,1,0,0,1
"FL",Jul 2019,198.748158834673,248.122202527955,885.827033528962,3628.04433347196,9151.52938010366,0.801011651438698,21505339.5714286,401.031973359973,187683.829594903,2019,2.4036420967957,7,0,0,1,0,0,1
"FL",Aug 2019,201.00214197444,250.875918911788,866.880495316638,3619.52142140426,9129.23204688943,0.801202844200188,21562384.8857143,402.095755444555,187187.293817654,2019,2.35233574746921,8,0,0,1,0,0,1
"FL",Sep 2019,180.085083059326,224.716804369475,836.182036492064,3611.17975459893,9107.40888095239,0.801389971123389,21618510.1142857,403.14237975358,180678.694060939,2019,2.43973232342129,9,0,0,1,0,0,1
"FL",Okt 2019,231.285674890605,288.538798222803,900.63850889133,3602.88152385912,9085.69935087343,0.801576123654124,21674635.3428571,404.189004062604,186217.871113855,2019,2.37333622665831,10,0,0,1,0,0,1
"FL",Nov 2019,224.073406024548,279.477909244157,836.142375340004,3594.62592415135,9064.10135055321,0.801761319851544,21730760.5714286,405.235628371628,179745.395487016,2019,2.38063107753233,11,0,0,1,0,0,1
"FL",Dez 2019,194.679964804703,242.76197206756,873.140430971846,3586.41309086729,9042.61523419852,0.801945556678437,21786885.8,406.282252680653,185258.437752263,2019,2.4383135622473,12,0,0,1,0,0,1
"GA",Feb 2016,0,0,690.141762456744,15578.0283990088,10815.3465643709,0.794875260038713,10256863.6598361,178.339917233253,95595.5330208844,2016,0,2,0,0,0,0,1,0
"GA",Mär 2016,0,0,1025.34623692672,15571.5323402004,10806.5737401221,0.794069551758192,10265801.4726776,178.49532232152,134585.524710783,2016,0,3,0,0,0,0,1,0
"GA",Apr 2016,0,0,1026.75263697088,15564.0693223841,10796.4950530906,0.793143911238351,10276088.3893443,178.674184781602,130113.674137804,2016,0,4,0,0,0,0,1,0
"GA",Mai 2016,0,0,1075.79206683155,15556.621312878,10786.4366345436,0.792220132204098,10286375.3060109,178.853047241683,134316.339448834,2016,0,5,0,0,0,0,1,0
"GA",Jun 2016,20.3884394500438,25.7754120407272,989.738285939246,15549.1881040548,10776.3982040837,0.79129818890333,10296662.2226776,179.031909701765,129853.693046943,2016,0.988455549461921,6,0,0,0,0,1,0
"GA",Jul 2016,38.5198147762395,48.7333003312735,1045.47239722055,15542.6784596962,10767.0093249167,0.790424299679718,10306346.4383562,179.200292774784,134056.065219686,2016,2.66360900076872,7,0,0,0,0,1,0
"GA",Aug 2016,45.6589743011947,57.8267945261823,981.624283639309,15537.0281529461,10758.1448591706,0.789586226337901,10315556.4109589,179.360430006414,133936.37677995,2016,2.87832614143236,8,0,0,0,0,1,0
"GA",Sep 2016,45.3305394453403,57.4674244039223,900.856644193162,15531.4787916124,10749.4387613198,0.788763125574805,10324617.8356164,179.51798437947,129502.090288158,2016,2.4421964504912,9,0,0,0,0,1,0
"GA",Okt 2016,39.1929342735457,49.7398726093601,992.579740343537,15525.9392156937,10740.7480152859,0.787941476218806,10333679.260274,179.675538752525,133701.483763208,2016,2.67080626666114,10,0,0,0,0,1,0
"GA",Nov 2016,49.1159671875297,62.4004159391178,897.054355045911,15520.4092933867,10732.0724142898,0.787121258720386,10342740.6849315,179.83309312558,129275.172952591,2016,2.8641793933223,11,0,0,0,0,1,0
"GA",Dez 2016,53.1310544629376,67.5704480956174,974.612976359684,15508.174769876,10728.5352355821,0.786302485012827,10351802.109589,179.990647498636,133467.41319874,2016,3.04969671705706,12,0,0,0,0,1,0
"GA",Jan 2017,43.239138129428,55.0484477322957,923.751517142727,15460.346135215,10751.9689517311,0.7854717523633,10361012.0821918,180.150784730266,134254.956702069,2017,3.05457369834148,1,0,0,0,0,1,0
"GA",Feb 2017,37.9934189936281,48.3850596174031,911.6879796134,15409.9825592167,10777.9901877221,0.785215537182773,10369776.4109589,180.303173386172,121160.051368779,2017,2.96042904238262,2,0,0,0,0,1,0
"GA",Mär 2017,42.6863519555041,54.3433627712786,1036.27291886855,15359.7054843965,10803.9667313431,0.785510775730336,10378540.739726,180.455562042078,134028.20907674,2017,3.11353586300308,3,0,0,0,0,1,0
"GA",Apr 2017,36.775929304512,46.8004465107914,1030.45924233374,15307.8123140201,10830.778259435,0.785815504362722,10387602.1643836,180.613116415133,129591.57249495,2017,3.02835059839446,4,0,0,0,0,1,0
"GA",Mai 2017,50.4973766190828,64.2364747057867,1090.25368029932,15256.0100946358,10857.5427960816,0.786119698909962,10396663.5890411,180.770670788189,133794.578995907,2017,2.95048647419227,5,0,0,0,0,1,0
"GA",Jun 2017,42.5702313693578,54.1300426227894,999.065477916885,15204.2976026234,10884.2609734878,0.786423366557437,10405725.0136986,180.928225161244,129365.87281282,2017,3.01470688457631,6,0,0,0,0,1,0
"GA",Jul 2017,153.246800612864,194.783532095797,1037.11451533473,15153.1320097223,10911.2613951399,0.78675021605466,10414472.5068493,181.080321090002,133565.786872338,2017,2.75840823546169,7,0,0,0,0,1,1
"GA",Aug 2017,194.566227663895,247.189674222969,988.2919779213,15101.6934311055,10939.0040654085,0.787106762742361,10423033.6876712,181.229177536752,133456.079754834,2017,2.74366064997353,8,0,0,0,0,1,1
"GA",Sep 2017,183.196539270082,232.643690203382,891.342472957227,15054.6519605949,10963.4161690819,0.787456989062479,10431456.7849315,181.375633073071,129046.758748735,2017,2.78586490685615,9,0,0,0,0,1,1
"GA",Okt 2017,209.864360346796,266.387939328103,995.413807488745,15038.2332963624,10962.9083303817,0.787806647158063,10439879.8821918,181.522088609389,133240.729831579,2017,2.6906586878902,10,0,0,0,0,1,1
"GA",Nov 2017,191.419737861965,242.871211810042,905.505948170898,15028.6701153045,10956.8389089969,0.788155744564795,10448302.9794521,181.668544145707,128838.691751429,2017,2.68062427943928,11,0,0,0,0,1,1
"GA",Dez 2017,189.165711029335,239.848368149438,972.006007549325,15019.122425029,10950.7793190776,0.788714167623558,10456726.0767123,181.814999682025,133026.073782731,2017,2.75213843892554,12,0,0,0,0,1,1
"GA",Jan 2018,191.20139749254,242.185147564066,927.6382292461,15009.4339216419,10944.6303599301,0.789474053216335,10465287.2575342,181.963856128775,132765.376810043,2018,2.7408494912149,1,0,0,0,0,1,1
"GA",Feb 2018,183.5134979631,232.240302170934,887.388057661865,15000.2288035978,10938.7881887981,0.790196026084792,10473434.1876712,182.105509844231,119823.833832278,2018,2.70677147253361,2,0,0,0,0,1,1
"GA",Mär 2018,191.003261175587,241.498306978807,1028.6616567875,14991.0382374683,10932.9552532646,0.790916857622155,10481581.1178082,182.247163559686,132558.989938147,2018,2.75366708134091,3,0,0,0,0,1,1
"GA",Apr 2018,179.503479746199,226.741795946624,1010.48582365407,14981.550969503,10926.9340113029,0.791660959982815,10490004.2150685,182.393619096004,128179.886461671,2018,2.73306191009534,4,0,0,0,0,1,1
"GA",Mai 2018,168.595420643081,212.762672981513,1060.92086803371,14972.0790083103,10920.9224840223,0.792403861807586,10498427.3123288,182.540074632323,132346.280480725,2018,2.7648103985697,5,0,0,0,0,1,1
"GA",Jun 2018,181.879731543809,229.312093271964,970.985607611213,14962.6221510991,10914.9205427181,0.793145579001729,10506850.409589,182.686530168641,127974.368781255,2018,2.72161824690584,6,0,0,0,0,1,1
"GA",Jul 2018,172.885688616792,217.773483070018,1006.89472598527,14952.8597218802,10908.6942261292,0.793869064752784,10515499.1643836,182.836909296743,132131.417852295,2018,2.76222891587754,7,0,0,0,0,1,1
"GA",Aug 2018,225.568159063302,283.881401641692,962.038569904946,14942.5704153456,10902.0653712414,0.794585302294583,10524526.7041096,182.993874499845,132018.080520989,2018,2.73385862839909,8,0,0,0,0,1,1
"GA",Sep 2018,173.162978186415,217.735531991779,903.885994843945,14931.6131880571,10894.362213994,0.795288792712201,10533408.6383562,183.148308006123,127651.70350924,2018,2.73672172902661,9,0,0,0,0,1,1
"GA",Okt 2018,222.906271079566,280.029014685244,1021.40996615994,14920.3470290247,10886.2132988766,0.795991091268942,10542290.5726027,183.302741512401,131795.628664678,2018,2.67840613253773,10,0,0,0,0,1,1
"GA",Nov 2018,218.273385922105,273.979545675378,887.105250916919,14909.0997340482,10878.0780283023,0.796692213897026,10551172.5068493,183.457175018679,127436.790111547,2018,2.68812250820963,11,0,0,0,0,1,1
"GA",Dez 2018,207.107379698677,259.738987932956,954.635288097927,14897.8714623032,10869.9565174039,0.797392150673928,10560054.4410959,183.611608524958,131573.925214782,2018,2.71773429509651,12,0,0,0,0,1,1
"GA",Jan 2019,226.606181679384,283.933625366789,933.761382208055,14886.478406472,10861.7158166798,0.798102359596427,10569081.9808219,183.76857372806,131311.159034912,2019,2.65166286540636,1,0,0,0,0,1,1
"GA",Feb 2019,211.765783371454,265.232807410125,877.603298870272,14875.6545368284,10853.8868134931,0.798415112347353,10577672.7041096,183.91794384069,118507.301498234,2019,2.69436995371029,2,0,0,0,0,1,1
"GA",Mär 2019,191.852214217388,240.309996342014,1008.85460850087,14864.8485317694,10846.0707319226,0.798353105026183,10586263.4273973,184.067313953319,131098.041729401,2019,2.70452019684819,3,0,0,0,0,1,1
"GA",Apr 2019,206.700738284556,258.929401016863,1031.0382957834,14853.6944412121,10838.0028769508,0.79828910031105,10595145.3616438,184.221747459598,126762.717512045,2019,2.67544405947362,4,0,0,0,0,1,1
"GA",Mai 2019,221.235656526081,277.159572592623,1079.0240699379,14842.5591380124,10829.9486110453,0.798225203402057,10604027.2958904,184.376180965876,130878.426239054,2019,2.64571949220372,5,0,0,0,0,1,1
"GA",Jun 2019,142.659729180133,178.735046029788,964.862730335901,14831.4423713029,10821.9077527515,0.798161412859673,10612909.230137,184.530614472154,126550.542278174,2019,2.63705079698271,6,0,0,0,0,0,1
"GA",Jul 2019,110.978263563326,139.079110781218,1039.5549384638,14817.5728840205,10811.8582106266,0.797948467361763,10623778.5,184.719602524647,130635.112276371,2019,2.6745665738639,7,0,0,0,0,0,1
"GA",Aug 2019,136.596644404734,171.266246054326,973.308808521734,14800.5992172219,10799.5446557903,0.79757590594709,10636913.2,184.947980456592,130473.801056394,2019,2.54844121856346,8,0,0,0,0,0,1
"GA",Sep 2019,103.101035246683,129.326879405943,936.352553753613,14783.9400695049,10787.4592689749,0.797210248030372,10649836.05,185.172674873507,126111.753779181,2019,2.64492642787672,9,0,0,0,0,0,1
"GA",Okt 2019,148.456182886156,186.306969069918,1074.95644943876,14767.3215226736,10775.4033360916,0.796845481277805,10662758.9,185.397369290421,130157.54260916,2019,2.60889250062059,10,0,0,0,0,0,1
"GA",Nov 2019,132.16799965341,165.940538944846,944.857801641277,14750.7429895739,10763.3764311894,0.796481592801726,10675681.75,185.622063707336,125806.438633865,2019,2.58492254246541,11,0,0,0,0,0,1
"GA",Dez 2019,136.788376095296,171.815696858519,1068.52127681081,14734.2047631899,10751.3787668137,0.796118589032952,10688604.6,185.84675812425,129842.813627062,2019,2.64876203716659,12,0,0,0,0,0,1
"IA",Feb 2016,0,0,516.650384398106,66145.2872533676,8759.40532742099,1.15155190198604,3127573.54508197,55.9925084605684,118461.621313476,2016,0,2,0,0,0,0,1,0
"IA",Mär 2016,10.2281959579574,8.87593097186416,839.106565920801,66139.0324879522,8760.80674580902,1.1521357675146,3128327.34699454,56.0060036699883,166882.972396165,2016,0.673655913978495,3,0,0,0,0,1,0
"IA",Apr 2016,13.7413692907236,11.9195819246837,887.129143084215,66131.8372280031,8762.41888774076,1.1528074256783,3129194.93032787,56.0215358921508,161454.87413484,2016,1.61706349206349,4,0,0,0,0,1,0
"IA",Mai 2016,20.1269262245391,17.4480428341835,945.029055066274,66124.6459785746,8764.03013109086,1.15347870947069,3130062.5136612,56.0370681143134,166790.459938826,2016,1.22965949820789,5,0,0,0,0,1,0
"IA",Jun 2016,25.5517071940454,22.1393440721226,957.862336666026,66117.4586927764,8765.64048636538,1.15414962326884,3130930.09699454,56.0526003364759,161365.395573979,2016,1.84305555555556,6,0,0,0,0,1,0
"IA",Jul 2016,21.0745586842378,18.2498069047903,921.198627394871,66110.4519849212,8767.27336221561,1.15482324810125,3131789.31506849,56.0679827965786,166698.495215293,2016,1.60465949820788,7,0,0,0,0,1,0
"IA",Aug 2016,20.7505106889383,17.9603506015403,932.436258297587,66103.5197451933,8768.95668475177,1.15551077889397,3132653.83287671,56.083460137077,166652.49146664,2016,1.07322068612391,8,0,0,0,0,1,0
"IA",Sep 2016,22.3398393430783,19.32317782573,895.163897173213,66096.7030387679,8770.61195289003,1.15618685123948,3133504.40684931,56.0986878430513,161232.826858463,2016,1.70038665038665,9,0,0,0,0,1,0
"IA",Okt 2016,31.2663387483621,27.0267239281305,935.758724410961,66089.890052271,8772.26631773588,1.15686255464717,3134354.98082192,56.1139155490255,166562.042060383,2016,1.62334869431644,10,0,0,0,0,1,0
"IA",Nov 2016,35.7232080859768,30.8611366828449,809.197346329759,66083.0807422738,8773.91978983492,1.15753789342425,3135205.55479452,56.1291432549997,161145.342675825,2016,2.15064814814815,11,0,0,0,0,1,0
"IA",Dez 2016,37.9464840045134,32.764324951062,823.964849561827,66076.4918389218,8776.10649681136,1.15821286386374,3136056.12876712,56.144370960974,166471.69078236,2016,2.18010752688172,12,0,0,0,0,1,0
"IA",Jan 2017,41.1233215118246,35.4851865553816,762.212463929574,66070.942006896,8781.14634785796,1.15889852532352,3136920.64657534,56.1598483014724,167349.598757466,2017,1.96694595726854,1,0,0,0,0,1,0
"IA",Feb 2017,42.705075343075,36.822810887936,745.121497846437,66065.8226802661,8786.33207123592,1.15968154595176,3137743.33287671,56.1745767383983,151114.844862023,2017,1.88151686383253,2,0,0,0,0,1,0
"IA",Mär 2017,28.6746781671825,24.7046048426307,880.338345801332,66060.7060828851,8791.51502996707,1.16059952180855,3138566.01917808,56.1893051753242,167261.866829359,2017,1.80605546123373,3,0,0,0,0,1,0
"IA",Apr 2017,35.9935061290488,30.9863822544874,926.286757684648,66055.4188297071,8796.87085787028,1.16154811525937,3139416.59315069,56.2045328812984,161822.4676196,2017,2.23895299145299,4,0,0,0,0,1,0
"IA",Mai 2017,21.6539852123385,18.6265677541067,1002.14403787123,66050.1344563913,8802.2237685601,1.16249619203013,3140267.16712329,56.2197605872726,167171.257601062,2017,1.47204301075269,5,0,0,0,0,1,0
"IA",Jun 2017,29.6080965806616,25.4507426719887,1019.38236062151,66044.8529293206,8807.57379608945,1.16344375815208,3141117.74109589,56.2349882932469,161734.828764828,2017,2.10399470899471,6,0,0,0,0,1,0
"IA",Jul 2017,82.7537564842875,71.0663713701166,971.086865347988,66042.2614663466,8813.27955709497,1.16443819557459,3141840.46575342,56.2479271309491,167087.544875912,2017,2.47538801511637,7,0,0,0,0,1,1
"IA",Aug 2017,82.4213440190731,70.7231414432153,979.493407449408,66042.45073978,8819.45298694985,1.16549826239205,3142440.76164384,56.2586741436854,167055.626384922,2017,2.73203249856476,8,0,0,0,0,1,1
"IA",Sep 2017,67.4508690823397,57.8215276372711,942.402303572419,66040.7612152183,8825.0089771886,1.16654083724206,3143031.37534247,56.2692478175066,161636.356040398,2017,2.55399392002333,9,0,0,0,0,1,1
"IA",Okt 2017,53.7603087603109,46.0468061792386,978.807254875754,66022.6261973822,8826.04226538278,1.16758301820045,3143621.9890411,56.2798214913278,166992.854625265,2017,2.56956855078297,10,0,0,0,0,1,1
"IA",Nov 2017,98.2756554062635,84.0945591466218,850.45139923694,66000.8196684751,8826.06410454906,1.16862480976822,3144212.60273973,56.290395165149,161575.63199996,2017,2.50665076935473,11,0,0,0,0,1,1
"IA",Dez 2017,96.0309391062518,82.0830090256924,837.572282539432,65979.021375123,8826.08593546746,1.16988394035708,3144803.21643836,56.3009688389701,166930.130021323,2017,2.34385822382448,12,0,0,0,0,1,1
"IA",Jan 2018,66.1291978644947,56.4602959589044,762.064389520342,65956.8740985096,8826.10811589143,1.17136375848779,3145403.51232877,56.3117158517065,167291.201602543,2018,2.46055893031699,1,0,0,0,0,1,1
"IA",Feb 2018,117.294588302077,100.025298354169,689.77031596742,65935.8062479462,8826.1292152738,1.17277145243513,3145974.76164384,56.3219428476974,151074.293188349,2018,2.68812967646773,2,0,0,0,0,1,1
"IA",Mär 2018,61.3368612107684,52.2367788640846,845.053591730634,65914.7461766687,8826.15030686524,1.17417862659268,3146546.0109589,56.3321698436884,167230.458816912,2018,2.23557347670251,3,0,0,0,0,1,1
"IA",Apr 2018,73.7178117285614,62.7048355854387,873.810176003757,65892.9801538894,8826.17210546477,1.17563297042486,3147136.62465753,56.3427435175096,161805.556592433,2018,2.55086171453819,4,0,0,0,0,1,1
"IA",Mai 2018,67.0327635819665,56.9495505945104,984.837558861857,65871.2223437313,8826.19389583938,1.17708676551301,3147727.23835616,56.3533171913308,167167.703315609,2018,2.60415847593267,5,0,0,0,0,1,1
"IA",Jun 2018,62.255487296212,52.8243616344464,974.488648816991,65849.472652355,8826.21567808306,1.17854001812722,3148317.85205479,56.363890865152,161744.848250219,2018,2.55460317460317,6,0,0,0,0,1,1
"IA",Jul 2018,43.5076195512745,36.8716037700958,992.732933866034,65828.2603321116,8826.30840749504,1.18000221078247,3148883.15068493,56.3740113268692,167106.33823264,2018,2.62400153609831,7,0,0,0,0,1,1
"IA",Aug 2018,55.2481637227355,46.7616881858848,963.983615926756,65807.8103170431,8826.54755343743,1.18149780986753,3149431.12876712,56.3838217012572,167077.262946512,2018,2.6865323744356,8,0,0,0,0,1,1
"IA",Sep 2018,39.0479654173982,33.0083169819672,911.119712962841,65797.6739937258,8828.06785155376,1.18296877992623,3149970.26849315,56.3934738438002,161659.999802408,2018,2.30441798941799,9,0,0,0,0,1,1
"IA",Okt 2018,62.2121598418852,52.5245652986452,978.889318594383,65791.3821940167,8830.08237575313,1.18443924378659,3150509.40821918,56.4031259863433,167020.079819244,2018,2.59884596633323,10,0,0,0,0,1,1
"IA",Nov 2018,72.0400792884522,60.7501786248026,804.176758154549,65785.0925355794,8832.09621435467,1.18590920720778,3151048.54794521,56.4127781288864,161604.68023047,2018,2.53371304077186,11,0,0,0,0,1,1
"IA",Dez 2018,68.2196105464725,57.4541344743775,824.346413273412,65778.8050408334,8834.10936018006,1.18737866495012,3151587.68767123,56.4224302714294,166962.935821075,2018,2.39537732718473,12,0,0,0,0,1,1
"IA",Jan 2019,115.475482677665,97.1195107268151,728.395046809503,65772.4166704274,8836.15480462717,1.18887169846086,3152135.66575342,56.4322406458174,167326.001178123,2019,2.67135290964546,1,0,0,0,0,1,1
"IA",Feb 2019,99.2810879637964,83.5229296348924,642.31533002315,65766.3394598829,8838.10062112998,1.18869604689724,3152657.12876712,56.4415763246706,151108.164210838,2019,2.6471776476629,2,0,0,0,0,1,1
"IA",Mär 2019,49.1570824228222,41.414797308715,841.37321417363,65760.2642934623,8840.04578314003,1.18686964891975,3153178.59178082,56.4509120035237,167270.657455119,2019,2.57194158887707,3,0,0,0,0,1,1
"IA",Apr 2019,51.3679916528251,43.3488203364574,919.549640715584,65753.9852780768,8842.0562140226,1.18498196713344,3153717.73150685,56.4605641460667,161847.156667631,2019,2.55845238095238,4,0,0,0,0,1,1
"IA",Mai 2019,60.2358460549054,50.9154790389578,974.238984129842,65747.7085128876,8844.065979462,1.18309491581132,3154256.89253204,56.470216414885,167213.475614429,2019,2.69551273160173,5,0,0,0,0,1,1
"IA",Jun 2019,47.2292332,39.9873484,962.6613,65741.4336666667,8846.07503333333,1.18120853333333,3154796,56.4798683333333,161791.838,2019,2.6856746,6,0,0,0,0,0,1
"IA",Jul 2019,52.2747269,44.341126,1001.77504,65713.0419354839,8845.10587096774,1.17892603225806,3156397.25806452,56.5085387096774,167100.086,2019,2.42936896774194,7,0,0,0,0,0,1
"IA",Aug 2019,53.8091404,45.7553161,970.20055,65661.0119354839,8840.99812903226,1.17619283870968,3159140.74193548,56.5576532258065,166954.977,2019,2.55026883870968,8,0,0,0,0,0,1
"IA",Sep 2019,52.50047,44.7394505,912.12718,65609.9093333333,8836.96343333333,1.17350833333333,3161840,56.6059756666667,161431.408,2019,2.7448942,9,0,0,0,0,0,1
"IA",Okt 2019,58.7741272,50.2038293,978.65758,65558.894516129,8832.93558064516,1.17082838709677,3164539.25806452,56.6542977419355,166670.176,2019,2.38791190322581,10,0,0,0,0,0,1
"IA",Nov 2019,77.0385785,65.9494132,799.75041,65507.9666666667,8828.91483333333,1.16815296666667,3167238.3,56.7026203333333,161156.266,2019,2.3337654,11,0,0,0,0,0,1
"IA",Dez 2019,60.8864489,52.2369083,833.77045,65457.1261290323,8824.90090322581,1.16548216129032,3169937.25806452,56.7509425806452,166386.344,2019,2.59535619354839,12,0,0,0,0,0,1
"IL",Feb 2016,0,0,493.37277,15237.77,8616.28881818182,0.811767922727273,12834528.4545455,231.173627272727,114611.332,2016,0,2,0,0,1,0,1,0
"IL",Mär 2016,0,0,696.31973,15241.4719354839,8618.88025806452,0.812993267741935,12831749.1290323,231.123564516129,161532.766,2016,0,3,0,0,1,0,1,0
"IL",Apr 2016,0.07795464,0.09568993,748.48675,15245.74,8621.86413333333,0.814404213333333,12828550.3,231.065943333333,156361.011,2016,0.1,4,0,0,1,0,1,0
"IL",Mai 2016,0,0,749.0633,15250.01,8624.84951612903,0.815815858064516,12825351.483871,231.008335483871,161613.343,2016,0,5,0,0,1,0,1,0
"IL",Jun 2016,37.3602278,45.690299,839.56261,15254.28,8627.83636666667,0.81722823,12822152.6666667,230.95071,156439.027,2016,0.902322,6,0,0,1,0,1,0
"IL",Jul 2016,79.5713378,97.1920181,725.10612,15258.7222580645,8630.91929032258,0.81865025483871,12818813.3870968,230.890567741935,161695.775,2016,2.45472512903226,7,0,0,1,0,1,0
"IL",Aug 2016,100.1147816,122.0766267,737.55753,15263.4132258065,8634.15380645161,0.820105793548387,12815271.7741935,230.826774193548,161740.462,2016,2.46895351612903,8,0,0,1,0,1,0
"IL",Sep 2016,82.5800233,100.5201636,706.30275,15268.0323333333,8637.33786666667,0.82153865,12811787.3333333,230.764016666667,156565.594,2016,2.04182173333333,9,0,0,1,0,1,0
"IL",Okt 2016,91.0350495,110.6147047,766.22174,15272.6529032258,8640.52380645161,0.822972277419355,12808302.8709677,230.701251612903,161828.461,2016,2.24976109677419,10,0,0,1,0,1,0
"IL",Nov 2016,103.3199872,125.3303505,640.22774,15277.2766666667,8643.71126666667,0.824406686666667,12804818.5,230.638493333333,156650.803,2016,2.5296469,11,0,0,1,0,1,0
"IL",Dez 2016,110.222048,133.4727872,631.02797,15281.9141935484,8646.95406451613,0.825841874193548,12801334.0322581,230.575732258065,161916.557,2016,2.34345367741936,12,0,0,1,0,1,0
"IL",Jan 2017,89.85996111,108.61269558,605.72946,15286.6903225806,8650.53441935484,0.827301396774194,12797792.483871,230.511938709677,166829.051,2017,2.72459925806452,1,0,0,1,0,1,0
"IL",Feb 2017,93.3216047,112.8499506,661.85091,15291.2464285714,8653.98271428571,0.826925353571429,12794422.25,230.451239285714,150723.995,2017,2.49912907142857,2,0,0,1,0,1,0
"IL",Mär 2017,100.226522,121.5302068,684.93194,15295.8048387097,8657.433,0.824722203225806,12791052.1290323,230.390535483871,166916.961,2017,2.58639464516129,3,0,0,1,0,1,0
"IL",Apr 2017,84.4567922,102.68725504,728.36371,15300.5206666667,8661.00186666667,0.822443156666667,12787567.6666667,230.327773333333,161576.56,2017,2.58352456666667,4,0,0,1,0,1,0
"IL",Mai 2017,72.1204735,87.9286834,743.73734,15305.2393548387,8664.57277419355,0.820162864516129,12784083.2258065,230.265012903226,167007.952,2017,2.73576551612903,5,0,0,1,0,1,0
"IL",Jun 2017,60.48220274,73.94867951,829.61686,15309.9593333333,8668.14566666667,0.817881343333333,12780598.7333333,230.20225,161664.662,2017,2.61327943333333,6,0,0,1,0,1,0
"IL",Jul 2017,130.5524604,160.068283,708.48621,15315.375483871,8672.11267741935,0.815635419354839,12776536.6129032,230.129083870968,167106.598,2017,2.46627419354839,7,0,0,1,0,1,1
"IL",Aug 2017,136.0783193,167.2729612,733.9607,15321.6119354839,8676.55935483871,0.813389890322581,12771801.0967742,230.043787096774,167168.562,2017,2.48101719354839,8,0,0,1,0,1,1
"IL",Sep 2017,131.2754503,161.8418707,695.8488,15327.7103333333,8680.8826,0.811178936666667,12767141.9333333,229.95987,161835.06,2017,2.4250046,9,0,0,1,0,1,1
"IL",Okt 2017,169.5585696,209.590628,745.46625,15333.4532258065,8684.72583870968,0.808966390322581,12762482.7741935,229.875948387097,167290.614,2017,2.41363406451613,10,0,0,1,0,1,1
"IL",Nov 2017,157.7055673,195.4673995,625.3418,15339.1203333333,8688.46376666667,0.80675221,12757823.6666667,229.79203,161953.266,2017,2.46483496666667,11,0,0,1,0,1,1
"IL",Dez 2017,135.8859462,168.2771643,661.40448,15344.7919354839,8692.20448387097,0.807656380645161,12753164.516129,229.708109677419,167412.847,2017,2.54407183870968,12,0,0,1,0,1,1
